股票代码,股票简称,主营
600548.SH,深高速,"长沙环路,广告,融资租赁,梅观高速,大环保,沿江高速,房地产开发,特许经营安排下的建造服务,餐厨垃圾处理项目运营,益常高速,固废资源化管理,餐厨垃圾处理项目建造,委托管理服务,水官高速,清连高速,清洁能源,与风机设备销售相关,风力发电,武黄高速,外环高速,机荷东段,机荷西段,收费公路,通行费,风机设备销售,龙大高速,餐厨垃圾处理设备销售"
603529.SH,爱玛科技,"自行车,电动三轮车,电动自行车,电动摩托车,配件销售,售后服务,电动两轮摩托车,简易款电动自行车,材料,豪华款电动自行车,电动两轮车电动三轮车自行车及配件"
600392.SH,盛和资源,"工业,赣州分部,金红石,四川分部,稀土高效催化剂及分子筛,乐山分部,商业,稀土氧化物,加工服务,钛精矿,江西分部,稀土盐,稀有稀土金属,稀土精矿（含独居石）,稀土稀有金属,催化剂及分子筛,海南分部,分部间抵销,锆英砂,钛矿(含金红石)"
600461.SH,洪城环境,"设备销售,供排水及涉水工程,污水环境工程,燃气工程安装,燃气销售及安装工程,工程板块,探测及检测,能源板块,分部间抵销,污水处理服务费,固废处理,污水板块,自来水销售,给排水工程,设计费,自来水板块,光伏发电,燃气销售"
000895.SZ,双汇发展,"生鲜品冻品,高温肉制品,肉制品业,屠宰业,包装肉制品,低温肉制品,公司内部抵减,生鲜"
300702.SZ,天宇股份,"降血压原料药及中间体,原料药,中间体,降血压原料及中间体,CMO,抗病毒原料药及中间体,制剂,CDMO原料药及中间体,仿制药原料药及中间体,医药中间体"
600489.SH,中金黄金,"黄金,矿山铜,铜,分部间抵销,冶炼企业,抵销,冶炼,矿山企业,矿山"
300077.SZ,国民技术,"安全芯片,集成电路和关键元器件,石墨化加工,芯片,负极材料销售及加工,集成电路和关键元器,负极材料,贸易,技术服务"
002078.SZ,太阳纸业,"化学浆,生活用纸,铜版纸,造纸,制浆,浆及纸制品,牛皮箱板纸,瓦楞原纸,化工,非涂布文化用纸,双胶纸,化机浆,溶解浆,淋膜原纸,电及蒸汽"
600908.SH,无锡银行,"金融业,资金,公司,个人"
688636.SH,智明达,"舰载,车载,机载,弹载,嵌入式计算机"
301208.SZ,中亦科技,"金融,运营数据分析服务,自主智能运维,交通运输,IT运行维护服务,电信,原厂软硬件,银行,政府"
300770.SZ,新媒股份,"信息传播业,IPTV基础,有线电视网络增值服务,内容版权,互联网电视,商务运营,IPTV,互联网视听,互联网电视运营（云视听）,全国专网"
603858.SH,步长制药,"化学药,医药,医药销售,泌尿,分部间抵销,心脑血管,制药,妇科,中成药,医疗器械"
002570.SZ,贝因美,"特配粉,奶粉,婴童业,益生菌,米粉"
000030.SZ,富奥股份,"汽车电子系统,环境系统,内部抵消数,零部件,发动机附件系统,转向及安全系统,底盘系统,制动和传动系统,汽车电子"
000566.SZ,海南海药,"医药,肠胃康,头孢制剂,医疗服务,原料药及中间体,医疗服务费,医疗器械"
002713.SZ,东易日盛,"特许,精工装,公装,工程,销售,家装,运装,设计"
600479.SH,千金药业,",仓库出租及物流运输,仓库出租,西药生产,中药生产,合并抵销,药品批发零售,娱乐,百货零售,药品生产,卫生用品,酒饮,中药材及饮片加工,中药材及饮片生产"
603351.SH,威尔药业,"注射用,药用辅料,机械,药用辅料（注射用）,乳化剂,非机械,药用辅料（非注射用）,非注射用,合成润滑基础油（机械）,合成润滑基础油,合成润滑基础油（非机械）"
600082.SH,海泰发展,"商品批发兼零售,房产租赁,房地产销售,科技园区运营,商品批发,科技园区开发"
603103.SH,横店影视,"广告,影视放映分部,卖品,院线分部,影视,电影,影视制作内容分部,院线,影视制作,院线放映,电影放映,影视制作分部"
301011.SZ,华立科技,"运营服务,游戏游艺设备,设备合作运营,动漫IP衍生,动漫文化游艺,销售,游乐场运营,景品销售"
831305.BJ,海希通讯,"维修及配件,工业无线遥控设备,仓储自动化软件(WMS)"
603856.SH,东宏股份,"管道工程,钢丝管道,燃气用,原材料,PVC,PE管材管件,工程,防腐管道,保温管道,涂塑管材管件,制造业,钢丝管材管件,涂塑管道,PE管道,保温,工矿用,PVC管道,防腐管材管件,给排水用"
600864.SH,哈投股份,"工程安装,建材,超细矿粉,证券及期货经纪,热力,.证券承销及保荐,.信用,蒸汽,热电,热电供暖,热电蒸汽,建筑,供暖,资产及基金管理,水泥,证券,热电水泥,房地产,证券证券承销及保荐,入网配套费,证券证券及期货经纪,电,.证券及期货经纪,热电入网配套费,手续费及佣金,.资产及基金管理,证券信用,证券资产及基金管理,利息,信用,电力,热电电,证券承销及保荐"
002415.SZ,海康威视,"创新,存储,机器人,智能物联及服务,建造工程,主业及服务,后端,主业建造工程,建造合同,智能家居,工程施工,中心控制,热成像,前端,视频及视频服务,汽车电子,及服务"
300131.SZ,英唐智控,"电子元器件制造,电子分销,电子元器件（分销）,电子元器件,生活电器智能控制,软件,电子智能控制,生活电器智能控制分部,软件销售及维护分部,物联网,软件销售及维护,电子元器件（制造）"
300825.SZ,阿尔特,"专业技术服务业,汽车设计,新能源汽车整车设计,燃油汽车整车设计"
002910.SZ,庄园牧场,"生鲜乳,含乳饮料,灭菌乳,巴士杀菌乳,巴氏杀菌乳,液体乳及乳制品,液体乳及乳制品制造业,畜牧养殖业,调制乳,发酵乳"
603992.SH,松霖科技,"厨卫品,软管及其配件,龙头及其配件,淋浴系统及其配件,厨卫健康,美容健康,健康硬件IDM,家具品,花洒及其配件,升降杆及其配件,松霖·家,制造业"
601969.SH,海南矿业,"铁矿石生产,矿石贸易,机制砂,建筑安装劳务,矿石,石油天然气勘探开发及销售,铁矿石,房屋租赁,大宗商品贸易及加工,铁矿石采选加工及销售,铁矿石采选及加工,电力和气体,批发与零售（贸易）,酒店餐饮,油气开采,黑色金属采选业,油气"
603638.SH,艾迪精密,"机械,破碎器,液压破碎锤,液压件,分部间抵销,破碎锤"
000528.SZ,柳工,"预应力,土石方机械,融资租赁,金融服务,预应力机械,工程机械"
600875.SH,东方电气,"发电设备制造,可再生能源装备,金融服务,火电,水电,汇总,电站服务,抵销,风电,工程与贸易,现代制造服务业,核电,工程与国际贸易,工程总承包,燃机,贸易,新兴成长产业,清洁高效能源装备"
688029.SH,南微医学,"EUS/EBUS,可视化,代理,扩张,微波消融针,止血及闭合,EMR/ESD,肿瘤消融设备,ERCP,医疗器械,活检"
002983.SZ,芯瑞达,"商显,侧入式背光模组光电系统,直下式背光模组光电系统,背光模组光电系统相关配件,健康智能光源系统,背光模组光电系统"
603983.SH,丸美股份,"洁肤,日化,眼部,护肤"
600622.SH,光大嘉宝,"商品房销售,不动产投资,分部一,不动产资管,不动产资产管理,房地产,分部间抵销,分部,并表地产基金投资,房地产开发,分部四,分部二,分部三"
000620.SZ,新华联,"商品房销售,商品房,文旅综合"
603903.SH,中持股份,"环保基础设施建造服务,运营服务,环境综合治理服务,技术销售,城镇污水处理,综合环境治理,工业园区及工业污水处理"
300501.SZ,海顺新材,"新型药包,硬包装,软包装,新型药用包装材料,新型医药包装材料"
600211.SH,西藏药业,"医药制造业,外购,医药商贸业,外购商品,分部间抵销,医药商业贸易,自有,自营销售,外加工"
600776.SH,东方通信,"智能自助设备,信息通信技术服务与运营,企业网与信息安全,金融科技,企业网和信息安全,信息通信,信息通信技术服务,分部间抵销"
603915.SH,国茂股份,"减速机,摆线针轮减速机,齿轮减速机,通用设备制造业,GNORD减速机,金额"
002967.SZ,广电计量,"计量服务,---环保检测,---化学分析,化学分析,---食品检测,评价咨询,---可靠性与环境试验,EHS评价咨询,---电磁兼容检测,可靠性与环境试验,环保检测,专业技术服务业,电磁兼容检测,食品检测,检测服务"
832419.BJ,路斯股份,"饼干,销售材料,肉干,洁牙骨,肉粉,罐头"
300846.SZ,首都在线,"云计算服务,游戏,视频,电商,在线教育,云服务,计算机软件应用,IDC服务,云主机及相关服务"
601225.SH,陕西煤业,"铁路运输业,煤炭采掘业,自产煤,运输,原选煤,洗煤,贸易煤"
603838.SH,四通股份,"艺术陶瓷,岩板,卫生陶瓷,陶瓷,日用陶瓷"
600988.SH,赤峰黄金,"冶炼产粗铅,采矿业,冶炼产铋,地质勘查服务,冶炼产二氧化锗,电解铜,冶炼产银,白银,铜精粉,铅,废弃电器电子拆解及补贴,锡,冶炼产钯,铋,钯,冶炼产铅,广源拆解及补贴,冶炼产锡,海绵铜,冶炼产锑,锌精粉,资源综合回收利用,粗铅,冶炼产海绵铜,锑,二氧化锗,铅精粉,黄金"
002752.SZ,昇兴股份,"易拉罐&瓶罐&涂印加工,金属包装,易拉罐&瓶罐&涂印加工费,金属制品业,盖子,\\\""易拉罐&瓶罐&涂印加工费\\\"""
000989.SZ,九芝堂,"生物药品,医药工业,医药商业,中成药,西成药"
300413.SZ,芒果超媒,"新媒体互动娱乐内容制作,媒体零售,新媒体互动娱乐内容制作与运营,运营商,芒果TV互联网视频,互联网视频,新媒体平台运营,内容电商"
000750.SZ,国海证券,"销售交易,零售财富管理,抵销,企业金融服务,信用,投资管理,销售交易与投资"
600678.SH,四川金顶,"新能源分部,分部信息技术服务分部,建材,氧化钙,物流,汽车租赁,建材分部,信息技术服务分部,新能源汽车租赁,分部间抵销,贸易分部,新能源汽车配件,物流分部,石灰石,贸易,建筑分部"
002212.SZ,天融信,"大数据与态势感知及服务,基础安全,电线电缆,电工铜线,电线电缆-南方电网,网络安全-政府及事业单位,安全服务,国有企业,基础安全服务,安全及大数据,网络安全,政府及事业单位,云计算与云安全及服务,网络安全-国有企业"
603025.SH,大豪科技,"缝制设备电控系统,缝制及针纺设备电控,针织设备电控系统,缝制及针织设备电控"
600035.SH,楚天高速,"路桥运营,销售商品,路桥运营报告分部,路桥运营分部,智能科技分部,分部间抵销,租赁,智能科技,车辆通行费,智能制造报告分部,智能制造,交通运输业,智能制造分部"
603998.SH,方盛制药,"抗感染用药,呼吸系统用药,骨伤科,儿科,医疗,医药销售,骨骼肌肉系统用药,抗感染,心脑血管,心脑血管疾病用药,医药商业,妇科,工业小计,儿童用药,医药制造,分部间抵销,商品销售,妇科疾病用药"
603876.SH,鼎胜新材,"铝箔,空调箔,普板带,铝板带,有色金属铝压延,电池箔,双零箔,单零箔"
600895.SH,张江高科,"房产分部,服务业,园区综合开发-租赁,园区综合开发,园区综合开发-销售,投资分部"
003032.SZ,传智教育,"非学历高教育,培训服务,线上/下短讯,培训,线上/下短训"
688156.SH,路德环境,"工业糟渣资源化销售,河湖淤泥,环保技术装备及材料销售,工程泥浆处理服务,白酒糟资源化利用,白酒糟生物发酵饲料,白酒糟生物发酵饲料销售,工业糟渣,环境治理,工程泥浆处置服务,河湖淤泥处理服务,工程泥浆"
300288.SZ,朗玛信息,"医疗信息服务,医疗分部,增值电信分部,移动转售,医疗服务,电话对对碰及碰碰币,IPTV及电话对对碰,医疗信息服务分部,分部间抵销,计算机应用服务业"
688238.SH,和元生物,"基因治疗CDMO服务,基因治疗CDMO,基因治疗CRO,基因治疗CRO服务"
605369.SH,拱东医疗,"实验检测,体液采集,药品包装,医用护理,真空采血系统,医疗器械"
600900.SH,长江电力,"电力,境内水电"
600857.SH,宁波中百,"服务业,商业,批发和零售业,商务服务业,百货零售,商业服务业,房地产租赁经营"
600200.SH,江苏吴中,"药品,抗感染用药,医药,心血管系统用药,消化系统用药,眼科用药,电解质补充药,解热镇痛药,骨骼肌松弛药,房地产,免疫调节药,分部间抵销,化工,血液系统用药,房地产业,贸易"
601198.SH,东兴证券,"财富管理,经纪,投资银行,自营,资产管理"
603659.SH,璞泰来,"基膜及涂覆隔膜,锂电池材料及设备,锂电设备（含内部销售）,铝塑包装膜,铝塑膜及光学膜,石墨化加工,隔膜及涂覆加工,PVDF（东阳光）,纳米氧化铝,石墨化（含内部销售）,负极材料,项,产业投资贸易与管理,锂电设备"
833523.BJ,德瑞锂电,"锂锰电池,锂铁电池"
000932.SZ,华菱钢铁,"无缝钢管,钢管,钢铁,板材,长材"
603227.SH,雪峰科技,"工业,商品贸易,炸药（吨）,管索/索,商业,爆破服务,运输保安押运,起爆器具,管索/索（万米）,运输,大宗商贸,管索,服务业,运输业,管索/雷管（万发）,LNG,雷管,爆破,管索/雷管,炸药"
002673.SZ,西部证券,"财富管理,证券自营,投资银行,自营投资,资产管理板块,新三板,经纪,投资银行板块,信用交易,研发,自营投资板块,信用板块,固定收益,自营,财富管理板块,抵销,证券经纪,信用,抵消,资产管理,子公司"
000987.SZ,越秀金控,"百货,融资租赁,证券自营,基金管理,期货大宗商品交易及风险管理,投资银行,证券资产管理,期货,证券经纪,证券信用,不良资产管理,产业基金管理,投资管理,资产管理"
601099.SH,太平洋,"投资银行,分部间抵销,证券投资,证券经纪,信用,资产管理"
600588.SH,用友网络,"技术服务及培训,软件及云服务,云服务（不含金融云服务）,许可,云服务与软件,金融服务,许可销售,外购商品销售,软件,互联网投融资信息服务,支付服务"
601857.SH,中国石油,"天然气销售,天然气,加油站非油品销售,炼油与化工,勘探与生产,天然气与管道,化工,材料销售,抵销,原油,管输,销售,炼油,分部间抵销数,板块间抵销数"
600350.SH,山东高速,"湖南地区收费路桥,投资,收费路桥,房地产开发,贸易,销售商品,铁路运输及物流,工程材料制造,工程施工,房地产,河南地区收费路桥,租赁,高速公路通行费,装备制造,四川省通行费,山东省内通行费,铁路运输,湖北地区收费路桥,四川地区收费路桥,湖南省通行费,山东地区收费路桥,分部间抵销,河南省通行费,高速公路托管,湖北省通行费"
