证券代码,股票简称,流通市值,PE,扣非PE,PB,扣非ROE,ROE,ROA,股息率,分红比例,扣非净利润增速,营收增速,资产负债率,现金,扣非PEG,扣非市赚率,市赚率,财务健康度
002670.SZ,国盛证券,250.16,92.4,94.07,2.64,2.14,2.16,1.0,,0.0,210.57,46.41,76.83,0.64,2.03,88.0,85.55,0.66
688317.SH,之江生物,38.2,-97.52,-26.13,1.13,-1.06,-0.84,-1.53,,0.0,-92.97,-35.95,8.79,0.64,扣非亏损,扣非亏损,亏损,-0.36
600682.SH,南京新百,83.58,34.1,57.22,0.55,1.02,1.2,1.44,,0.0,-21.28,1.62,26.47,0.64,35.38,112.73,56.84,0.65
600736.SH,苏州高新,74.26,20.0,-28.57,0.99,-1.03,2.74,0.99,,0.0,69.46,-14.73,77.4,0.64,扣非亏损,扣非亏损,14.6,-0.36
920018.BJ,宏远股份,14.73,43.06,46.97,4.67,8.39,12.03,5.51,0.37,0.0,-1.54,28.14,55.52,0.64,1.67,11.2,7.16,0.73
301638.SZ,南网数字,74.86,480.46,132.45,12.62,1.9,1.97,1.79,,0.0,393.62,9.14,35.06,0.64,14.49,139.51,487.78,0.64
601990.SH,南京证券,280.9,27.54,27.53,1.87,5.08,5.07,,0.63,29.41,31.69,7.89,78.13,0.63,3.49,5.42,5.43,0.82
601098.SH,中南传媒,199.89,12.81,11.24,1.27,7.33,7.45,4.48,0.89,17.54,24.35,5.76,38.3,0.63,1.95,1.53,1.72,1.28
000900.SZ,现代投资,66.17,11.45,18.87,0.59,3.38,3.54,2.2,,0.0,6.37,-17.7,76.0,0.63,-1.07,11.16,6.47,0.72
920005.BJ,鼎佳精密,8.46,45.1,46.11,4.73,9.79,11.25,7.9,1.47,0.0,23.56,2.22,21.55,0.63,20.79,9.42,8.02,0.73
603205.SH,健尔康,11.2,41.5,43.06,2.9,5.01,5.3,5.02,,0.0,-19.09,11.84,11.53,0.63,3.64,17.18,15.66,0.68
000800.SZ,一汽解放,340.03,68.53,-43.3,1.29,-0.57,1.41,-0.45,,0.0,-328.1,-1.13,64.91,0.63,扣非亏损,扣非亏损,97.21,-0.37
601162.SH,天风证券,340.48,195.39,55.24,1.45,0.63,0.59,,,0.0,129.33,5.65,69.81,0.62,9.77,174.83,662.34,0.63
001391.SZ,国货航,86.6,28.43,26.39,2.67,7.07,7.19,8.52,,0.0,64.05,-0.81,10.19,0.62,-32.55,7.46,7.91,0.76
600496.SH,精工钢构,86.77,11.04,17.16,0.94,5.38,6.46,2.72,,0.0,14.89,6.74,64.76,0.62,2.55,6.38,3.42,0.78
601789.SH,宁波建工,73.79,42.56,41.9,2.28,3.35,3.7,1.2,,0.0,-15.92,-0.29,83.56,0.62,-145.39,24.98,23.0,0.66
000719.SZ,中原传媒,85.93,13.24,8.8,1.13,6.37,6.46,3.93,,0.0,50.59,2.11,38.14,0.62,4.17,2.76,4.1,0.98
301371.SZ,敷尔佳,18.62,28.72,33.83,2.23,4.51,5.76,6.79,,0.0,-48.2,6.95,3.6,0.62,4.87,15.01,9.97,0.68
000625.SZ,长安汽车,894.5,26.33,36.67,1.39,2.63,3.96,0.22,0.42,21.74,20.08,15.23,57.55,0.62,2.41,13.96,6.65,0.69
301329.SZ,信音电子,14.06,60.92,60.34,2.57,2.87,3.11,2.87,0.49,60.53,-9.58,-5.97,16.68,0.62,-10.11,21.04,19.59,0.66
002483.SZ,润邦股份,69.93,23.44,16.11,1.6,4.99,5.09,2.74,,0.0,-1.49,29.27,60.16,0.62,0.55,6.46,9.21,0.77
601117.SH,中国化学,617.33,10.97,10.96,0.94,6.28,6.62,2.37,1.33,19.61,3.43,10.72,70.14,0.62,1.02,1.75,1.66,1.19
002789.SZ,*ST建艺,17.07,-3.81,-1.46,-1.52,,,-1.9,,0.0,-1845.82,66.1,110.02,0.61,扣非亏损,,,-10.0
002075.SZ,沙钢股份,118.69,38.52,62.9,1.8,2.42,3.56,1.94,0.43,35.26,1934.69,-8.29,57.6,0.61,-7.59,26.04,10.82,0.65
301295.SZ,美硕科技,10.33,129.71,181.22,3.71,2.11,2.14,0.76,,0.0,-24.25,3.68,27.19,0.61,49.25,171.82,121.22,0.61
002307.SZ,北新路桥,65.95,-65.48,-14.89,2.9,-2.93,-2.67,1.42,,0.0,-754.24,-4.07,88.59,0.6,扣非亏损,扣非亏损,亏损,-0.4
600694.SH,大商股份,60.95,10.27,13.43,0.69,4.64,5.07,4.31,,0.0,-16.93,-5.83,47.6,0.6,-2.3,5.78,4.05,0.78
002918.SZ,蒙娜丽莎,27.83,49.74,111.06,1.63,2.03,2.41,2.27,,0.0,-44.8,-12.53,50.54,0.6,-8.87,109.64,41.28,0.61
600708.SH,光明地产,88.12,-9.56,-3.64,0.97,-7.41,-7.3,-0.34,,0.0,-36.5,-39.84,83.45,0.6,扣非亏损,扣非亏损,亏损,-0.4
600373.SH,中文传媒,121.53,22.82,-102.17,0.7,-0.64,2.27,1.58,,0.0,-116.46,-6.84,36.29,0.6,扣非亏损,扣非亏损,20.11,-0.4
000701.SZ,厦门信达,40.2,454.6,-4.53,-7.95,-5.65,-18.14,1.66,,0.0,55.96,-25.36,80.56,0.6,扣非亏损,扣非亏损,强烈警报,-0.4
603082.SH,北自科技,15.2,38.79,38.27,3.82,7.37,7.41,3.0,,0.0,-3.68,15.61,62.83,0.59,2.45,10.39,10.47,0.69
688472.SH,阿特斯,211.18,43.3,39.06,2.43,4.83,4.28,1.64,,0.0,-40.59,22.54,65.96,0.59,1.73,16.18,20.23,0.65
301658.SZ,首航新能,20.74,136.33,,6.57,5.15,3.8,-0.72,,0.0,,33.51,35.59,0.59,,,71.75,0.6
688137.SH,近岸蛋白,13.55,-75.63,-40.6,1.4,-1.56,-1.38,-2.74,,0.0,0.21,-27.15,5.23,0.59,扣非亏损,扣非亏损,亏损,-0.41
002387.SZ,维信诺,118.71,-5.49,-4.19,2.96,-35.49,-34.25,-3.54,,0.0,13.62,11.12,84.36,0.59,扣非亏损,扣非亏损,亏损,-0.41
002116.SZ,中国海诚,52.01,16.79,17.09,1.99,7.69,9.05,3.79,,0.0,-2.17,9.16,59.66,0.59,1.87,4.45,3.71,0.81
601133.SH,柏诚股份,23.42,46.7,46.81,2.83,4.34,4.54,3.13,0.32,31.25,-17.91,25.58,45.52,0.59,1.83,10.78,10.29,0.68
600362.SH,江西铜业,1052.98,21.88,20.49,2.15,7.84,7.55,4.06,0.73,33.06,6.2,5.65,60.88,0.59,3.63,2.61,2.9,0.97
600758.SH,辽宁能源,55.6,-41.42,169.28,1.0,-1.56,-1.83,0.4,,0.0,-165.58,-1.6,57.24,0.58,-105.96,困境反转,亏损,0.61
600939.SH,重庆建工,62.78,-7.53,-5.39,0.84,-8.64,-7.93,-0.01,,0.0,-338.69,-21.02,91.03,0.58,扣非亏损,扣非亏损,亏损,-0.42
600482.SH,中国动力,745.12,46.28,43.57,1.86,2.71,3.04,2.33,0.39,19.9,79.9,14.3,53.8,0.58,3.05,16.07,15.22,0.64
000639.SZ,西王食品,30.76,1038.42,-6.15,1.06,0.24,0.08,1.63,,0.0,-90.48,-7.82,45.23,0.58,扣非亏损,危险信号,25960.47,0.56
688347.SH,华虹公司,485.71,617.83,-841581.0,4.65,0.5,0.57,-0.42,,0.0,-52.84,14.42,28.36,0.58,扣非亏损,危险信号,2167.81,0.58
002647.SZ,*ST仁东,67.37,31.25,263.4,20.0,,,7.74,,0.0,135.62,-10.36,86.42,0.58,-25.42,,,
600727.SH,鲁北化工,43.71,75.56,55.74,1.36,1.27,1.36,1.74,,0.0,-82.46,8.38,59.16,0.58,6.65,88.1,111.12,0.59
002459.SZ,晶澳科技,421.15,-8.9,-5.92,1.86,-13.52,-13.78,-3.41,,0.0,-480.95,24.81,77.9,0.58,扣非亏损,扣非亏损,亏损,-0.42
600925.SH,苏能股份,79.02,135.24,93.74,2.2,1.13,1.18,1.99,,0.0,-85.62,9.0,55.48,0.57,10.41,165.64,229.21,0.58
001367.SZ,海森药业,9.09,29.66,30.25,2.44,6.11,6.35,6.42,,0.0,-1.56,7.11,8.69,0.57,4.25,9.91,9.34,0.67
688783.SH,西安奕材,38.41,-126.66,-130.1,11.66,-6.84,-6.72,-2.49,,0.0,6.34,163.99,53.39,0.57,扣非亏损,扣非亏损,亏损,-0.43
603344.SH,星德胜,15.49,31.27,30.26,2.65,6.19,6.48,5.02,,0.0,-3.06,3.78,31.47,0.57,8.0,9.78,9.65,0.67
000860.SZ,顺鑫农业,104.81,102.11,-197.04,1.5,1.18,1.1,1.25,,0.0,-78.32,-14.87,45.62,0.57,扣非亏损,危险信号,185.66,0.56
000631.SZ,顺发恒能,90.85,113.15,236.23,1.55,0.31,1.03,1.25,,0.0,-4.75,185.01,21.65,0.56,1.28,1513.32,219.71,0.57
603370.SH,华新精科,16.49,45.61,,4.33,9.21,11.39,6.34,,0.0,,20.0,28.49,0.56,,,8.01,0.69
920020.BJ,泰凯英,9.32,22.01,23.41,4.63,16.46,17.11,9.18,,0.0,10.55,15.6,53.82,0.56,1.5,2.84,2.57,0.91
002423.SZ,中粮资本,247.69,18.12,26.11,1.11,4.49,4.73,1.38,,0.0,-56.34,-47.62,80.6,0.56,-0.55,11.64,7.66,0.65
601369.SH,陕鼓动力,196.38,24.09,21.47,2.26,6.76,6.83,2.94,1.6,66.67,-4.16,-0.18,61.4,0.56,-116.03,3.18,3.53,0.87
600037.SH,歌华有线,109.12,4767.22,-85.35,0.86,-0.41,0.01,-0.26,,0.0,-125.37,-3.18,19.51,0.56,扣非亏损,扣非亏损,953443.44,-0.44
600839.SH,四川长虹,446.73,33.25,103.44,2.89,1.3,6.67,2.67,,0.0,7.34,1.53,73.66,0.56,67.46,159.07,9.97,0.56
601006.SH,大秦铁路,1075.86,12.96,16.17,0.65,3.85,3.82,4.33,1.55,38.1,-27.8,-1.55,14.02,0.55,-10.41,4.2,3.39,0.79
603382.SH,海阳科技,10.97,44.19,,3.16,6.1,6.57,3.33,0.62,34.48,,12.98,47.27,0.55,,,6.73,0.7
600540.SH,新赛股份,31.39,-49.83,-10.49,7.2,-16.39,-10.23,-0.29,,0.0,0.97,20.84,89.89,0.55,扣非亏损,扣非亏损,亏损,-0.45
688657.SH,浩辰软件,19.74,56.87,52.18,2.24,2.55,2.95,2.02,,0.0,20.73,7.13,6.31,0.55,7.32,40.99,38.55,0.58
600278.SH,东方创业,68.88,28.7,66.82,0.89,2.16,2.36,1.85,0.38,0.0,-6.51,-6.11,52.8,0.55,-10.93,61.74,24.32,0.57
688638.SH,誉辰智能,10.77,-16.32,-13.3,2.67,-11.92,-11.39,-4.1,,0.0,-49.04,31.07,66.19,0.55,扣非亏损,扣非亏损,亏损,-0.45
600971.SH,恒源煤电,95.4,-71.75,156.34,0.8,-0.96,-0.81,0.2,,0.0,-112.27,2.19,44.21,0.55,71.42,困境反转,亏损,0.56
002110.SZ,三钢闽光,106.88,43.59,55.41,0.54,0.69,0.95,1.02,,0.0,116.87,-9.6,61.52,0.55,-5.77,161.33,91.77,0.56
920703.BJ,广厦环能,11.31,21.59,23.32,2.0,6.1,7.06,6.62,,0.0,-37.87,7.95,17.13,0.55,2.93,7.64,6.12,0.68
600180.SH,瑞茂通,41.73,41.86,-91.75,0.53,0.93,0.95,1.26,0.29,18.94,-73.43,-10.8,74.29,0.55,扣非亏损,危险信号,44.06,0.54
000651.SZ,格力电器,2128.85,7.56,7.32,1.5,14.61,15.16,5.69,2.49,0.0,-2.73,0.42,62.8,0.55,17.37,1.0,1.0,1.54
000597.SZ,东北制药,74.83,32.91,24.79,1.41,2.47,3.22,1.77,,0.0,-4.32,-2.42,58.99,0.55,-10.25,20.05,20.44,0.6
600585.SH,海螺水泥,1013.52,15.97,15.94,0.71,3.14,3.33,2.98,1.1,28.92,21.69,-16.7,20.59,0.55,-0.95,5.08,4.8,0.74
600894.SH,广日股份,79.26,15.09,15.13,0.93,3.84,4.54,2.52,1.08,38.79,-38.82,-2.07,38.23,0.54,-7.32,3.94,3.32,0.8
002051.SZ,中工国际,113.84,34.59,42.71,0.98,2.05,2.14,1.31,,0.0,0.61,12.82,53.68,0.54,3.33,41.74,32.33,0.57
600512.SH,腾达建设,41.11,19.66,182.49,0.66,2.51,2.52,1.53,,0.0,-6.1,-18.2,40.88,0.54,-10.03,145.46,15.6,0.55
600997.SH,开滦股份,109.08,44.23,44.28,0.78,0.91,1.31,1.26,,0.0,-79.54,-2.4,43.06,0.54,-18.43,97.27,67.52,0.55
601008.SH,连云港,63.64,44.95,46.97,1.54,2.4,2.59,2.42,,0.0,-19.96,4.89,60.15,0.54,9.61,39.08,34.71,0.56
002758.SZ,浙农股份,56.43,19.45,13.61,1.18,4.46,4.57,3.41,,0.0,66.16,6.47,63.89,0.53,2.1,6.1,8.51,0.7
300729.SZ,乐歌股份,42.83,20.39,26.61,1.26,3.05,4.68,2.41,,0.0,-19.9,26.23,63.9,0.53,1.01,17.43,8.72,0.59
000626.SZ,远大控股,42.56,99.77,-6.55,1.8,-7.56,1.36,1.42,,0.0,-124.59,2.61,68.91,0.53,扣非亏损,扣非亏损,146.72,-0.47
000950.SZ,重药控股,99.89,19.51,32.84,0.86,3.32,3.35,1.81,0.52,0.0,36.83,9.79,75.67,0.53,3.35,19.8,11.65,0.58
688061.SH,灿瑞科技,15.4,-78.63,-38.15,1.65,-2.39,-1.55,-1.46,,0.0,-16.13,3.8,13.98,0.53,扣非亏损,扣非亏损,亏损,-0.47
600655.SH,豫园股份,193.71,-29.81,-8.11,0.56,-2.72,-1.39,0.24,,0.0,-41.84,-2.35,68.91,0.53,扣非亏损,扣非亏损,亏损,-0.47
688235.SH,百济神州,263.11,232.19,-840.0,12.02,3.62,4.26,3.43,,0.0,124.3,54.79,45.75,0.53,扣非亏损,危险信号,109.01,0.53
601666.SH,平煤股份,224.47,60.2,35.65,0.98,1.26,0.93,1.53,,0.0,-83.54,1.56,63.17,0.53,22.87,56.43,129.45,0.55
600810.SH,神马股份,96.27,-219.63,-55.81,1.43,-0.96,-0.45,0.6,,0.0,-938.39,-2.49,62.49,0.53,扣非亏损,扣非亏损,亏损,-0.47
002513.SZ,蓝丰生化,21.13,-26.68,-18.53,-194.31,-863.53,,-2.58,,0.0,51.38,7.85,95.12,0.53,扣非亏损,扣非亏损,,-0.47
301533.SZ,威马农机,10.09,72.31,65.77,3.08,3.07,3.18,2.44,,0.0,-40.29,7.26,17.85,0.53,9.06,42.79,45.48,0.55
600095.SH,湘财股份,286.49,48.64,57.62,2.34,3.35,3.68,1.54,,0.0,203.07,-40.74,72.49,0.52,-1.41,34.38,26.47,0.55
600981.SH,苏豪汇鸿,74.45,107.62,-58.64,1.47,-0.76,1.03,1.43,,0.0,77.97,4.98,78.87,0.52,扣非亏损,扣非亏损,208.97,-0.48
688298.SH,东方生物,46.73,-16.48,-10.31,0.73,-3.57,-3.26,-3.94,,0.0,33.71,-34.49,13.52,0.52,扣非亏损,扣非亏损,亏损,-0.48
600150.SH,中国船舶,2647.51,33.93,48.29,1.88,4.56,6.2,2.25,,0.0,122.24,10.17,63.88,0.52,4.75,21.16,10.95,0.57
688057.SH,金达莱,36.71,36.48,40.79,1.16,1.89,2.39,1.33,,0.0,-38.51,-22.83,10.2,0.52,-1.79,43.14,30.53,0.54
688623.SH,双元科技,18.97,84.39,117.19,2.78,1.8,2.44,1.69,0.13,20.16,-33.65,15.82,19.67,0.51,7.41,64.92,34.59,0.53
001286.SZ,陕西能源,117.08,12.98,14.32,1.6,9.49,9.47,7.0,,0.0,-2.39,15.33,52.79,0.51,0.93,3.02,2.74,0.84
600123.SH,兰花科创,106.22,757.72,-47.17,0.67,-1.37,0.07,0.19,,0.0,-130.71,-2.82,58.21,0.51,扣非亏损,扣非亏损,21649.07,-0.49
600073.SH,光明肉业,61.61,27.5,-99.3,1.23,2.9,3.39,1.71,,0.0,-50.81,-2.13,50.63,0.51,扣非亏损,危险信号,16.23,0.5
002081.SZ,金螳螂,96.26,19.0,26.71,0.7,2.47,2.78,1.35,,0.0,-14.29,-10.23,58.24,0.51,-2.61,21.64,13.67,0.56
301353.SZ,普莱得,9.34,35.07,52.9,2.22,3.72,4.8,4.03,,0.0,0.34,9.4,15.34,0.51,5.63,28.47,14.61,0.55
301203.SZ,国泰环保,19.16,26.72,29.72,2.45,6.58,6.88,6.66,2.45,0.0,-5.74,-0.91,3.71,0.51,-32.59,9.04,7.77,0.62
301102.SZ,兆讯传媒,46.32,103.9,117.41,1.54,1.0,1.1,0.55,,0.0,-44.02,2.99,26.14,0.51,39.26,233.92,188.9,0.51
000338.SZ,潍柴动力,1245.77,18.32,20.09,2.31,8.82,9.82,3.39,2.08,55.08,3.43,0.83,63.87,0.5,24.1,2.28,1.87,0.94
000513.SZ,丽珠集团,197.25,13.18,14.97,2.21,12.31,12.49,9.42,,0.0,4.98,-0.62,37.37,0.5,-24.14,2.43,2.11,0.91
300577.SZ,开润股份,28.6,13.04,14.98,2.21,11.67,12.41,8.25,0.73,20.05,13.81,23.2,57.62,0.5,0.65,1.28,1.05,1.28
688599.SH,天合光能,446.49,-7.97,-5.27,2.1,-17.86,-17.36,-3.16,,0.0,-303.3,31.77,77.99,0.5,扣非亏损,扣非亏损,亏损,-0.5
000156.SZ,华数传媒,135.65,31.77,39.61,0.99,1.8,2.32,0.9,,0.0,0.2,3.61,48.2,0.5,10.96,44.08,27.39,0.52
601898.SH,中煤能源,1722.41,14.99,14.62,1.59,8.01,8.07,5.64,1.33,28.62,-14.11,-7.46,45.82,0.5,-1.96,1.82,1.86,1.05
300994.SZ,久祺股份,17.83,20.66,22.17,2.97,10.46,10.53,6.12,2.53,108.11,66.02,-4.18,45.78,0.5,-5.3,2.12,1.96,0.97
600685.SH,中船防务,275.59,54.29,60.72,2.64,3.38,3.84,1.26,0.28,21.48,278.78,18.66,61.76,0.5,3.25,17.96,14.14,0.55
000937.SZ,冀中能源,204.63,38.79,48.01,1.1,1.97,2.16,2.35,,0.0,-67.32,-13.61,59.59,0.5,-3.53,48.71,35.92,0.52
688252.SH,天德钰,38.16,32.28,31.43,3.57,8.22,8.61,6.53,,0.0,11.96,27.39,14.11,0.5,1.15,7.65,7.5,0.63
000767.SZ,晋控电力,109.79,27.59,20.66,1.85,2.72,2.07,2.33,,0.0,191.86,4.79,82.08,0.49,4.31,15.21,26.65,0.56
600533.SH,栖霞建设,28.24,201.37,-3.67,0.88,0.27,0.33,0.87,,0.0,104.98,10.08,82.49,0.49,扣非亏损,危险信号,1220.42,0.45
000552.SZ,甘肃能化,105.81,-41.4,-95.63,0.93,-1.98,-1.67,-0.48,,0.0,-134.01,-0.18,50.86,0.49,扣非亏损,扣非亏损,亏损,-0.51
600859.SH,王府井,148.12,89.84,-426.93,0.76,0.15,0.63,1.47,,0.0,-92.06,-3.04,49.37,0.49,扣非亏损,危险信号,285.21,0.49
603400.SH,华之杰,13.47,45.68,,5.35,11.02,13.91,7.49,1.72,0.0,,1.6,31.07,0.49,,,6.57,0.64
600252.SH,中恒集团,83.43,253.93,-26.62,1.44,0.1,0.4,-0.22,,0.0,152.89,-8.91,34.36,0.49,扣非亏损,危险信号,1269.64,0.48
603381.SH,永臻股份,37.55,2146.1,94.65,1.75,0.29,0.06,0.26,,0.0,-91.49,43.78,73.67,0.49,2.16,645.0,71536.53,0.49
600686.SH,金龙汽车,120.68,36.6,179.45,3.69,2.57,7.59,1.15,0.17,18.75,159.25,14.35,85.2,0.48,12.51,69.81,4.82,0.5
002200.SZ,*ST交投,14.76,-36.95,-31.49,-31.55,,,-2.62,,0.0,-46.52,17.41,96.0,0.48,扣非亏损,,,-10.0
003028.SZ,振邦智能,21.3,43.2,30.6,2.49,4.29,4.29,2.41,0.51,33.33,-41.2,3.7,35.84,0.48,8.26,7.13,10.07,0.62
301337.SZ,亚华电子,11.24,-408.08,-169.7,2.89,-0.75,-0.53,-1.4,,0.0,64.39,-5.23,11.88,0.48,扣非亏损,扣非亏损,亏损,-0.52
302132.SZ,中航成飞,427.13,67.33,91.82,9.77,18.81,11.08,4.23,0.79,0.0,2432.1,-2.6,81.14,0.48,-35.36,9.77,12.15,0.58
301309.SZ,万得凯,8.14,38.36,29.63,1.99,4.82,5.29,4.85,,0.0,-31.97,12.45,9.98,0.48,2.38,12.3,14.5,0.56
603207.SH,小方制药,15.34,20.02,21.24,4.3,14.85,14.15,14.41,2.45,93.33,5.09,5.86,19.39,0.48,3.63,1.43,1.41,1.18
301525.SZ,儒竞科技,44.39,47.41,69.67,2.6,3.5,4.16,3.7,0.12,9.09,-9.1,1.58,16.81,0.48,43.97,19.89,11.4,0.53
002231.SZ,*ST奥维,1.85,-0.83,-1.02,2.54,-95.61,-106.79,-63.94,,0.0,-650.56,8.75,64.41,0.48,扣非亏损,扣非亏损,亏损,-0.52
603402.SH,陕西旅游,27.19,22.1,29.18,8.0,30.41,,25.58,,0.0,-26.1,116.44,29.38,0.47,0.25,1.92,,0.99
600697.SH,欧亚集团,20.03,86.43,-48.19,0.89,0.16,0.78,2.55,,0.0,-5.29,-5.28,78.57,0.47,扣非亏损,危险信号,221.62,0.47
002462.SZ,嘉事堂,44.8,23.79,48.8,1.01,2.99,3.23,2.63,0.8,0.0,-23.12,-1.07,51.94,0.47,-45.66,32.67,14.73,0.5
002864.SZ,盘龙药业,24.79,29.65,31.02,2.11,4.97,5.39,4.02,0.32,17.54,2.33,3.25,29.79,0.47,9.55,6.24,5.5,0.63
603303.SH,得邦照明,70.3,26.74,29.55,2.26,5.23,5.68,2.81,4.97,209.89,-25.95,-5.49,51.58,0.47,-5.38,5.66,4.7,0.65
600717.SH,天津港,139.2,13.39,15.29,0.7,4.11,3.97,4.52,,0.0,-7.4,-4.64,24.73,0.47,-3.29,7.43,6.74,0.6
002727.SZ,一心堂,52.45,21.58,48.28,1.06,3.42,3.61,2.74,1.56,46.92,-26.27,7.59,52.85,0.46,6.36,14.12,5.98,0.53
300207.SZ,欣旺达,464.11,26.7,34.34,2.0,4.17,5.77,1.53,0.23,12.75,-12.74,16.14,67.62,0.46,2.13,8.24,4.63,0.58
601001.SH,晋控煤业,303.78,17.85,15.63,1.62,6.83,6.85,6.24,,0.0,-40.47,-6.19,21.17,0.46,-2.53,4.58,5.21,0.68
600511.SH,国药股份,168.55,11.55,11.62,1.27,8.36,8.5,5.47,,0.0,-1.27,2.98,43.26,0.46,3.9,2.78,2.72,0.82
301039.SZ,中集车辆,135.22,21.05,20.34,1.2,4.13,4.31,3.36,,0.0,-26.97,-8.22,34.9,0.46,-2.47,9.84,9.77,0.56
002133.SZ,广宇集团,28.56,22.76,-3.7,0.98,3.14,3.21,2.49,1.47,42.55,160.18,-4.86,58.93,0.46,扣非亏损,危险信号,7.09,-0.39
920022.BJ,世昌股份,4.72,25.26,25.14,4.06,15.13,20.59,10.08,1.93,0.0,16.73,22.51,41.96,0.46,1.12,3.32,2.45,0.76
000028.SZ,国药一致,124.1,11.32,30.1,0.78,5.11,5.29,2.93,,0.0,-9.87,2.92,57.38,0.45,10.32,11.77,4.28,0.54
000652.SZ,泰达股份,60.6,64.95,180.09,1.06,1.02,1.22,1.08,,0.0,12.45,-3.31,84.88,0.45,-54.43,352.62,106.48,0.46
688443.SH,智翔金泰,31.15,-22.08,-15.69,5.48,-18.9,-17.01,-11.0,,0.0,32.78,813.41,41.28,0.45,扣非亏损,扣非亏损,亏损,-0.55
301609.SZ,山大电力,19.27,73.57,,6.96,8.69,11.24,6.46,,0.0,,14.81,30.74,0.45,,,13.09,0.53
000011.SZ,深物业A,45.22,119.16,-3.8,1.51,-0.32,0.95,0.8,,0.0,-240.95,-17.44,78.72,0.45,扣非亏损,扣非亏损,250.87,-0.55
603004.SH,鼎龙科技,14.23,34.84,34.51,2.75,5.63,6.0,6.2,,0.0,11.6,0.72,7.47,0.45,47.81,12.26,11.61,0.53
000725.SZ,京东方A,1584.5,26.33,34.3,1.21,2.38,3.46,1.67,,0.0,37.75,-2.6,52.43,0.45,-13.2,28.78,15.22,0.48
002563.SZ,森马服饰,121.69,20.74,17.17,1.3,4.43,4.59,3.77,2.77,125.0,-29.83,-1.34,36.94,0.45,-12.84,3.88,4.52,0.71
920992.BJ,中科美菱,7.59,88.95,200.1,2.45,1.06,2.07,1.46,,0.0,146.35,-13.49,14.97,0.45,-14.83,376.51,85.94,0.45
601866.SH,中远海发,278.91,20.36,23.16,1.23,4.47,4.53,3.45,0.87,30.18,20.99,2.24,76.41,0.45,10.32,5.18,4.49,0.64
001379.SZ,腾达科技,15.46,54.5,59.97,3.05,4.07,4.26,2.91,0.42,0.0,34.95,6.74,42.16,0.45,8.89,29.47,25.59,0.48
000829.SZ,天音控股,111.32,-146.15,-100.18,3.82,-2.73,-1.93,1.45,,0.0,-14.23,6.78,87.93,0.45,扣非亏损,扣非亏损,亏损,-0.55
300772.SZ,运达股份,146.33,49.22,40.52,2.5,3.61,3.97,0.66,,0.0,32.57,11.28,86.19,0.45,3.59,22.43,24.8,0.49
001332.SZ,锡装股份,29.03,25.1,28.79,2.61,7.56,8.08,6.31,0.53,27.03,-6.8,15.03,27.46,0.45,1.92,3.81,3.11,0.71
688146.SH,中船特气,66.47,74.16,103.13,4.28,3.77,4.37,3.44,,0.0,15.93,4.95,23.73,0.44,20.84,54.71,33.94,0.46
000501.SZ,武商集团,69.06,40.56,46.52,0.63,0.85,1.16,1.23,0.99,47.62,12.74,-1.47,64.71,0.44,-31.6,54.47,34.97,0.46
301399.SZ,英特科技,12.17,140.25,130.24,3.14,1.19,1.67,1.34,,0.0,-60.23,2.7,15.5,0.44,48.16,218.04,167.96,0.45
920068.BJ,天工股份,13.73,166.11,159.66,11.34,5.15,5.56,4.86,0.51,95.24,-57.58,61.04,12.01,0.44,2.62,30.99,29.88,0.47
603124.SH,江南新材,29.34,66.42,,8.14,9.54,9.97,5.59,,0.0,,12.05,60.3,0.44,,,13.32,0.51
600692.SH,亚通股份,20.63,-131.33,-110.11,3.08,-1.82,-1.75,-0.11,,0.0,32.07,-21.34,75.36,0.44,扣非亏损,扣非亏损,亏损,-0.56
301616.SZ,浙江华业,10.15,16.83,,2.84,6.55,14.47,13.84,0.78,58.82,,4.04,21.14,0.44,,,1.16,1.3
600987.SH,航民股份,81.56,12.67,11.73,1.27,7.36,7.3,6.3,1.45,32.47,3.0,6.83,35.84,0.44,1.72,1.59,1.74,1.06
301515.SZ,港通医疗,15.93,-178.53,-98.77,1.99,-1.03,-0.82,-0.74,,0.0,-176.82,3.97,40.94,0.44,扣非亏损,扣非亏损,亏损,-0.56
600166.SH,福田汽车,243.86,16.44,74.48,1.59,5.13,7.5,1.89,,0.0,244.64,-3.24,72.46,0.43,-23.02,29.04,4.38,0.47
301578.SZ,辰奕智能,8.13,100.05,93.62,3.07,1.78,2.28,1.52,,0.0,-46.34,12.57,33.41,0.43,7.45,105.37,87.76,0.44
300873.SZ,海晨股份,42.36,21.48,25.3,1.86,5.85,6.61,4.48,,0.0,3.37,4.83,32.46,0.43,5.24,8.65,6.5,0.55
301552.SZ,科力装备,9.58,23.45,25.97,3.33,10.1,10.16,9.88,1.33,57.47,1.6,28.03,17.53,0.43,0.93,2.57,2.31,0.82
600841.SH,动力新科,94.71,-27.03,-9.75,3.98,-15.06,-10.39,-2.35,,0.0,62.19,-32.46,76.23,0.43,扣非亏损,扣非亏损,亏损,-0.57
601156.SH,东航物流,173.81,10.95,11.92,1.53,10.11,10.9,10.79,,0.0,-4.67,3.37,32.38,0.43,3.54,2.36,2.01,0.85
002745.SZ,木林森,95.5,47.73,84.22,1.0,1.57,1.61,1.49,,0.0,-42.82,-2.89,45.42,0.43,-29.15,107.27,59.29,0.44
