证券代码,股票简称,所属同花顺行业,沪深指数,公司亮点,所属概念,机构持股占流通股比例,最终控制人持股比例,企业性质,最终控制人类型,最终控制人,控制人,三级行业,二级行业,一级行业,主营产品,投资逻辑,index,国家队机构名称,国家队持股比例
000600.SZ,建投能源,公用事业-电力-火电,中证1000,河北国资委旗下，河北省最大的独立发电公司，90%以上机组为热电联产机组,"氢能源,储能,海上风电,超超临界发电,电力改革,核电,生物质能发电,证金持股,绿色电力,光伏,地方国企改革,京津冀一体化,养老金持股,碳中和,风电,抽水蓄能,2024三季报预增,国企改革",54.3,64.99,省属国资控股,地方国资委,河北省国资委,河北省国资委,火电,电力,公共事业,火电（河北）,河北省电力投资主体,29.0,"社保基金, 中央汇金",3.0
603065.SH,宿迁联盛,基础化工-化学制品-其他化学制品,中证2000,受阻胺光稳定剂系列产品全球市占率居前,"专精特新,节能环保,职业教育",63.34,29.33,民营企业,个人,"王小红,项瞻波",个人,材料,半导体,科技,塑料防老剂,全球最主要的光稳定剂制造与服务商之一,,,
600527.SH,江南高纤,纺织服饰-纺织制造-其他纺织,,国内涤纶毛条龙头企业，国际先进的纺丝生产纺丝和成条装置,"粘胶短纤,两会,乙二醇,互联网金融,尿不湿,小额贷款,高股息精选,涤纶",9.64,29.85,民营企业,个人,陶冶,个人,纺织制造,纺织,可选消费,复合短纤维,国内涤纶毛条龙头企业,,,
688016.SH,心脉医疗,医药生物-医疗器械-医疗耗材,中证1000,主营主动脉及外周血管介入医疗器械，产品已销售至国内700多家医院,医疗器械,48.02,,外资企业,,,,医疗耗材,医疗器械,生物医药,主动脉支架类,主动脉及外周血管介入领域全球领先的高科技公司,,,
603937.SH,丽岛新材,有色金属-工业金属-铝,中证2000,建筑、工业及食品包装铝材领域客户均为知名企业,"锂电池,有色铝,食品包装,铝材加工",,63.06,民营企业,个人,"蔡征国,蔡红",个人,铝,有色金属,资源,建筑工业彩涂铝材,全国领先的集成化节能环保铝材供应商,,,
688370.SH,丛麟科技,环保-环境治理-固废治理,,上海地区危废处理龙头企业,节能环保,21.78,21.73,民营企业,个人,"宋乐平,邢建南,朱龙德",个人,垃圾处理,环保,公共事业,危废处理,上海地区危废处理龙头企业,,,
002191.SZ,劲嘉股份,轻工制造-包装印刷-包装,中证1000,烟标印制及相关包装材料行业的领军企业,"物联网,高股息精选,电子标签,区块链,PET铜箔,烟草,药品信息化追溯,蚂蚁金服,芯片,圣诞节,新型烟草(电子烟),医药安全,成渝特区,食品包装",39.53,30.65,民营企业,个人,乔鲁予,个人,烟草,包装印刷,可选消费,烟标包装,国内烟标印刷行业的领军企业,,,
600929.SH,雪天盐业,基础化工-化学原料-无机盐,中证1000,中国盐改第一股,"储能,食盐,纯碱,调味品,湖南国企改革,高股息精选,钠离子电池,国企改革,地方国企改革",55.14,32.75,省属国资控股,地方国资委,湖南省国资委,湖南省国资委,无机盐,化学原料,化工,盐及盐化工产品,盐行业内第一家跨省联合的现代企业,,,
605162.SH,新中港,公用事业-电力-热力,中证2000,浙江省首个全厂通过超低排放验收的热电厂,"储能,节能环保,碳交易,电力改革,碳中和,虚拟电厂",75.35,46.93,民营企业,个人,"谢百军,谢迅",个人,热电,电力,公共事业,热电联产,浙江省首个全厂通过超低排放验收的热电厂,,,
002533.SZ,金杯电工,电力设备-电网设备-线缆部件及其他,中证2000,扁电磁线全球龙头，国内线缆领先企业，国内为数不多的同时覆盖变压器、电机两大应用领域的电磁线制造商,"特斯拉,冷链物流,高铁,充电桩,军工,华为,长安汽车,可控核聚变,高股息精选,磁悬浮,比亚迪,新能源汽车,特高压,风电,新基建,扁线电机,超导,共享经济,核电,共享汽车,智能电网",35.26,27.95,民营企业,个人,"吴学愚,孙文利",个人,电缆,电气设备,电力设备,电线电缆,中部地区规模最大、技术领先的电线电缆生产企业,,,
600276.SH,恒瑞医药,医药生物-化学制药-化学制剂,"沪深300,上证50",国内化学制药实力第一，最有机会挑战国际医药巨头的中国公司,"医疗改革,单抗,细胞免疫治疗,同花顺漂亮100,央视财经50,仿制药一致性评价,证金持股,眼科医疗,抗癌,创新药,医保目录,胰岛素,感知氧气,仿制药,高血压药,减肥药",68.6,22.37,民营企业,个人,孙飘扬,个人,制药,生物,生物医药,针剂药,国内最大的抗肿瘤药和手术用药的研究和生产基地之一,224.0,证金公司,1.5
003039.SZ,顺控发展,环保-环境治理-水务及水治理,中证1000,佛山顺德国资委旗下，主营自来水制售业务和垃圾焚烧发电并拥有顺德区内特许经营权,"广东国企改革,储能,氢能源,乡村振兴,污水处理,地下管网,水利,绿色电力,固废处理,国企改革,光伏,地方国企改革",83.7,72.58,地市国资控股,地方国资委,佛山市顺德区国资办,佛山市顺德区国资办,水务,环保,公共事业,自来水制售,供水业务在所经营的区域内不存在直接竞争对手,,,
002815.SZ,崇达技术,电子-元件-印制电路板,中证1000,以出口为主的印制线路板制造商,"特斯拉,人形机器人,PCB,华为,传感器,无人机,共封装光学(CPO),谷歌,比亚迪,5G,先进封装,人民币贬值受益,汽车电子,百度,柔性屏(折叠屏),AI PC,机器人,毫米波雷达",11.27,51.15,民营企业,个人,"姜雪飞,朱雪花",个人,PCB,半导体,科技,中低端板,以出口为主的PCB厂商,,,
002274.SZ,华昌化工,基础化工-化学原料-煤化工,中证1000,煤气化为产业链源头的综合性的化工企业,"氢能源,煤化工,化肥,纯碱,燃料电池,高股息精选,甲醇,氯化铵,尿素",43.65,,民营企业,,,,化肥,化学制品,化工,尿素与新型肥料,中国化工百强企业，国内领先的肥料制造商,,,
301328.SZ,维峰电子,电子-其他电子-其他电子Ⅲ,中证2000,工业控制连接器国产化代表性企业,"光纤,储能,人形机器人,数据中心,智能座舱,无人驾驶,铜缆高速连接,光伏,比亚迪,新能源汽车,汽车电子,养老金持股,粤港澳大湾区,机器人,毫米波雷达",33.49,55.8,民营企业,个人,"罗少春,李文化,李睿鑫",个人,连接器,消费电子,科技,工业控制连接器、汽车连接器,公司在工业控制连接器领域处于国内领先水平。,188.0,社保基金,1.52
600821.SH,金开新能,公用事业-电力-新能源发电,中证1000,天津和全国知名老字号零售企业，始建于1928年,"储能,环渤海,天津自贸区,华为,东数西算(算力),绿色电力,光伏,地方国企改革,天津国企改革,滨海新区,京津冀一体化,风电,回购增持再贷款,国企改革",42.3,12.82,省属国资控股,地方国资委,天津市国资委,天津市国资委,风光发电,电力,公共事业,光伏发电,清洁能源产业生态投资商,,,
301105.SZ,鸿铭股份,机械设备-专用设备-印刷包装机械,,主营生产纸质包装盒的包装专用设备,"粤港澳大湾区,中俄贸易",9.36,67.13,民营企业,个人,"蔡铁辉,金健",个人,印刷设备,包装印刷,可选消费,自动化包装设备,公司是国内外同行业领先的包装设备供应商,,,
002360.SZ,同德化工,基础化工-化学制品-民爆用品,中证2000,优势骨干民爆一体化企业,"可降解塑料,村镇银行,民爆,炭黑,光伏,白炭黑",,19.93,民营企业,个人,张云升,个人,民爆,建筑材料,建筑业,工业炸药,国家民爆行业优势骨干企业,,,
301132.SZ,满坤科技,电子-元件-印制电路板,中证2000,主营印制电路板,"5G,新能源汽车,汽车电子,汽车芯片,充电桩,PCB,车联网(车路协同),机器人,无人驾驶,消费电子,智能电网,宁德时代",5.04,67.8,民营企业,个人,"洪俊城,洪娜珊,洪记英,洪丽冰,洪耿奇,洪丽旋,洪耿宇",个人,PCB,半导体,科技,PCB,内资PCB企业中排名前三十的企业,,,
605388.SH,均瑶健康,食品饮料-饮料制造-软饮料,中证2000,隶属于国内知名企业均瑶集团，拥有知名乳酸菌品牌“味动力”,"幽门螺杆菌,白酒,休闲零食,乳业,大消费,三胎",34.13,36.09,民营企业,个人,王均金,个人,软饮,饮料,必需消费,乳酸菌饮品,拥有知名乳酸菌品牌“味动力”,,,
002616.SZ,长青集团,公用事业-电力-新能源发电,中证2000,全国农林生物质发电装机规模前二十名企业中发电效率行业第一,"生物质能发电,粤港澳大湾区,节能环保,绿色电力",18.88,60.8,民营企业,个人,"何启强,麦正辉",个人,环保设备,环保,公共事业,发电,全国农林生物质发电装机规模二十强,,,
603317.SH,天味食品,食品饮料-食品加工制造-调味发酵品,中证500,川味复合调味料的研发、生产和销售，中国驰名商标,"调味品,西部大开发",6.79,67.31,民营企业,个人,"唐璐,邓文",个人,调味品,食品,必需消费,火锅底料,大型川味复合调料生产企业,,,
301353.SZ,普莱得,机械设备-通用设备-其他通用设备,,外销为主的电动工具厂商，热风枪系列产品年销量国内同类企业居前,"专精特新,人民币贬值受益,电子商务,跨境电商,减速器",16.26,45.29,民营企业,个人,"韩挺,杨伟明",个人,通用设备,机械设备,机械,电动工具,公司热风枪产品销量国内第一,,,
600901.SH,江苏金租,非银金融-多元金融-多元金融Ⅲ,中证500,专注为中小型客户提供融资租赁综合解决方案,"江苏国企改革,高股息精选,国企改革,融资租赁,地方国企改革",70.72,33.54,省属国资控股,地方国资委,江苏省国资委,江苏省国资委,租赁,非银金融,金融,融资租赁业务,国内著名的金融租赁公司之一,,,
300741.SZ,华宝股份,基础化工-化学制品-食品及饲料添加剂,中证1000,我国香精香料行业龙头企业,"调味品,烟草,西部大开发,新型烟草(电子烟),人造肉,高股息精选",85.49,53.89,外资企业,境外,朱林瑶,境外,添加剂,食品,必需消费,食用香精,我国香精香料行业龙头企业,,,
603331.SH,百达精工,机械设备-通用设备-其他通用设备,,拥有金属成形、精密加工、热处理工艺等核心技术的通用设备制造商,"家用电器,TOPCON电池,共同富裕示范区,新能源汽车,光伏",8.4,18.93,民营企业,个人,"张启春,施小友,张启斌",个人,通用设备,机械设备,机械,压缩机零部件,国内旋转压缩机叶片龙头企业,,,
688687.SH,凯因科技,医药生物-生物制品-其他生物制品,中证2000,国内首家成功开发出丙肝高治愈率泛基因型全口服药物组合的医药企业,"重组蛋白,肝炎,创新药",44.87,8.75,民营企业,个人,周德胜,个人,生物制品,生物,生物医药,重组人干扰素,国内首家开发丙肝高治愈率泛基因型全口服药物,,,
603136.SH,天目湖,社会服务-旅游及酒店-自然景点,中证2000,天目湖旅游景区的开发管理和经营,"国企改革,旅游,地方国企改革",31.28,26.86,地市国资控股,地方政府,溧阳市人民政府,溧阳市人民政府,旅游,旅游酒店,可选消费,景区旅游业务,天目湖旅游景区的开发管理和经营,,,
002946.SZ,新乳业,食品饮料-饮料制造-乳品,中证1000,拥有发展低温乳制品、发挥区域性乳制品企业的优势,"电子商务,乳业,西部大开发",83.54,80.68,外资企业,"个人,境外","刘永好,Liu Chang","个人,境外",乳制品,食品,必需消费,低温酸奶,大型综合乳制品供应商,,,
688022.SH,瀚川智能,机械设备-专用设备-其他专用设备,中证2000,汽车电子和医疗健康等行业拥有大量全球知名客户,"储能,特斯拉,充电桩,华为,传感器,机器视觉,工业互联网,宁德时代,比亚迪,换电,新能源汽车,汽车电子,汽车热管理,专精特新,锂电池,新型工业化,毫米波雷达",36.1,18.17,民营企业,个人,蔡昌蔚,个人,汽车电子,汽车零部件,汽车,智能制造装备,国内少数能够参与国际智能制造装备项目的供应商,,,
603876.SH,鼎胜新材,有色金属-工业金属-铝,中证1000,从事各类铝及铝合金板、带、箔材及其深加工制品的研发生产,"锂电池,宁德时代,钠离子电池",53.6,39.26,民营企业,个人,"王小丽,周贤海",个人,铝,有色金属,资源,铝板带箔,国内铝带箔行业的龙头,,,
600713.SH,南京医药,医药生物-医药商业-医药流通,中证2000,南京国资委旗下，国内首家医药流通类上市公司，南京药品市场上拥有40%以上的份额,"医疗改革,南京国企改革,冷链物流,医保目录,医药电商,互联网医疗,江苏国企改革,高股息精选,国企改革,地方国企改革",48.67,40.11,地市国资控股,地方国资委,南京市人民政府国资委,南京市人民政府国资委,医药商业,医疗服务,生物医药,医药批发,苏皖闽三省药品流通行业领先企业之一,,,
301235.SZ,华康医疗,医药生物-医疗服务-其他医疗服务,中证2000,现代医疗净化系统综合服务商,"辅助生殖,芯片,人工智能,专精特新,医疗器械,回购增持再贷款,智能医疗,医疗废物处理",19.88,49.44,民营企业,个人,"谭平涛,胡小艳",个人,医疗诊断,医疗服务,生物医药,医疗净化系统集成,现代医疗净化系统综合服务商,,,
600343.SH,航天动力,机械设备-通用设备-其他通用设备,,以航天液体动力技术为依托，深度挖掘军民两用技术,"航天系,金融IC,央企国企改革,西部大开发,军民融合,大飞机,水利,月球车,国企改革",44.31,43.79,央企国资控股,国资委,国资委,国资委,航天卫星,军工,公共事业,泵及泵系统,航天液力传动系统生产商,,,
600284.SH,浦东建设,建筑装饰-建筑装饰-基础建设,中证2000,上海浦东国资委旗下，拥有基础设施投融资、设计施工管理一体化的商业运作模式,"证金持股,高股息精选,车联网(车路协同),上海国企改革,浦东新区,地方国企改革,海绵城市,浦东前滩,建筑节能,水利,迪士尼,国企改革,自由贸易港,上海自贸区",43.8,37.0,地市国资控股,地方国资委,上海市浦东新区国资委,上海市浦东新区国资委,建筑工程,基建,建筑业,基础设施施工,在全国道路施工行业处于领先水平,225.0,中央汇金,2.04
600707.SH,彩虹股份,电子-光学光电子-面板,中证500,国内领先的液晶基板玻璃、液晶面板制造商,"西咸新区,西部大开发,触摸屏,陕西自贸区,柔性屏(折叠屏),国企改革,全息手机,OLED,地方国企改革",77.28,20.69,地市国资控股,地方国资委,咸阳市人民政府国资委,咸阳市人民政府国资委,玻璃盖板,消费电子,科技,液晶面板、液晶玻璃基板,液晶玻璃基板行业龙头企业、面板行业领先企业,,,
002190.SZ,成飞集成,汽车-汽车零部件-其他汽车零部件,中证1000,中国汽车覆盖件模具重点骨干企业,"储能,华为汽车,大飞机,军工,无人机,长安汽车,西部大开发,新能源汽车,中航系,成飞,专精特新,锂电池,成渝特区,国企改革",52.86,50.17,央企国资控股,中央国有企业,中国航空工业,中国航空工业,车身附件,汽车零部件,汽车,汽车模具、汽车零部件,中国汽车覆盖件模具重点骨干企业,,,
601766.SH,中国中车,机械设备-轨交设备-轨交设备Ⅲ,沪深300,全球规模最大、品种最全、技术领先的轨道交通装备供应商,"铁路混改,铁路基建,高铁,电机电控,数据中心,雄安新区,磁悬浮,新能源汽车,芯片,风电,PPP,有轨电车,国企改革,央企国企改革,轨道交通,高端装备,一带一路,证金持股,高股息精选,同花顺出海50,活性炭,同花顺中特估100,IGBT,燃料电池,融资租赁",78.16,51.45,央企国资控股,国资委,国资委,国资委,高铁,铁路,交通运输,铁路装备,全球电力机车和高速动车组研发制造龙头,356.0,"中央汇金, 证金公司",3.71
002263.SZ,大东南,基础化工-塑料制品-膜材料,中证2000,特高压产品已超出国内同行业水平,"煤化工,共同富裕示范区,光伏,地方国企改革,PET铜箔,比亚迪,新能源汽车,股权转让(并购重组),特高压,柔性直流输电,膜材料,国企改革,食品包装,石墨烯",28.98,16.0,地市国资控股,地方国资委,诸暨市国资委,诸暨市国资委,膜材料,合成材料,化工,塑料包装薄膜,国内包装膜行业龙头,,,
600815.SH,厦工股份,机械设备-工程机械-工程机械Ⅲ,,国家重点生产轮式装载系列产品的骨干大型一类企业,"海峡两岸,人民币贬值受益,福建基建,机械装备,中俄贸易,挖掘机,一带一路,高端装备,国企改革,军工,福建自贸区,地方国企改革",64.41,48.0,地市国资控股,地方国资委,厦门市人民政府国资委,厦门市人民政府国资委,工程机械,工程机械,建筑业,土石方机械,国家生产工程机械产品的重点骨干大型一类企业,,,
603718.SH,海利生物,农林牧渔-养殖业-动物保健,中证1000,兽用生物制品的定点企业，动物重大疫情防治生产基地,"保健品,动物疫苗,抗癌,生物疫苗,猪瘟疫情,股权转让(并购重组),基因测序,体外诊断,医疗器械",35.96,25.97,民营企业,个人,张海明,个人,兽药,养殖,必需消费,猪用疫苗,核心产品在国内兽用生物制品市场占有率居行业前列,,,
600039.SH,四川路桥,建筑装饰-建筑装饰-基础建设,沪深300,在高速公路、特大型桥梁、特长隧道等领域具有明显的竞争优势,"碳交易,一带一路,四川国企改革,高股息精选,铁矿石,地方国企改革,西部大开发,同花顺中特估100,碳中和,PPP,成都天府新区,锂电池,成渝特区,国企改革,正极材料",80.56,56.87,省属国资控股,地方国资委,四川省国资委,四川省国资委,路桥建设,基建,建筑业,路桥工程,在高速公路、特大型桥梁、特长隧道具有明显的竞争优势,,,
601989.SH,中国重工,国防军工-军工装备-航海装备,沪深300,研发生产体系最完整、产品门类最齐全的船舶配套设备制造企业,"央企国企改革,海洋经济,军民融合,军工,一带一路,高端装备,证金持股,黑洞,国产航母,海工装备,中船系,同花顺出海50,同花顺中特估100,股权转让(并购重组),国企改革",65.79,47.62,央企国资控股,国资委,国资委,国资委,船舶,军工,公共事业,船舶造修,国际一流的舰船和海洋工程研发制造领域上市公司,376.0,"中央汇金, 证金公司",2.91
000786.SZ,北新建材,建筑材料-建筑材料-其他建材,沪深300,全国最大的新型建材技工贸综合性产业集团,"央企国企改革,中材系,岩棉,保障房,证金持股,装配式建筑,绿色消费,雄安新区,国企改革",67.19,15.02,央企国资控股,国资委,国资委,国资委,建筑材料,建筑材料,建筑业,石膏板,石膏板产能规模居全球领先,48.0,证金公司,0.52
300412.SZ,迦南科技,机械设备-专用设备-其他专用设备,中证2000,国内固体制剂工艺装备著名的设计生产厂家,"光伏建筑一体化,辉瑞,专精特新,医疗器械,医药安全,中医药,机器人,共同富裕示范区,智能物流,合成生物,CRO",16.73,18.23,民营企业,个人,方亨志,个人,医疗器械,医疗器械,生物医药,制药整机,国内知名的固体制剂设备供应商,,,
