证券代码,股票简称,PE,扣非PE,PB,扣非ROE,ROE,ROA,股息率,分红比例,扣非净利润增速,营收增速,资产负债率,现金,扣非PEG,扣非市赚率,市赚率,财务健康度
603086.SH,先达股份,13.63,23.51,1.65,9.06,9.48,5.96,,0.0,7318.54,6.32,45.51,0.16,3.72,5.19,2.88,0.35
603948.SH,建业股份,19.87,21.99,2.22,7.99,8.36,7.62,5.43,0.0,9.05,-5.0,18.17,0.16,-4.4,5.5,4.75,0.34
002865.SZ,钧达股份,-74.46,-26.7,6.7,-16.75,-9.95,-1.91,,0.0,2.67,106.4,74.14,0.16,扣非亏损,扣非亏损,亏损,-0.84
300527.SZ,ST应急,778.82,-1120.35,2.86,0.16,0.29,0.03,0.03,0.0,204.97,8.84,21.77,0.16,扣非亏损,危险信号,5371.19,0.16
600968.SH,海油发展,11.14,10.17,1.48,10.26,10.15,7.34,3.16,0.0,14.54,11.02,39.3,0.16,0.92,1.98,2.2,0.66
601890.SH,亚星锚链,34.87,38.99,2.65,4.25,5.66,4.57,1.28,33.5,10.65,15.08,29.18,0.16,2.59,9.16,6.16,0.26
300800.SZ,力合科技,100.45,107.1,1.47,0.76,1.09,0.43,1.53,0.0,69.96,0.63,18.28,0.16,169.16,281.11,184.32,0.16
300243.SZ,瑞丰高材,84.77,270.71,2.56,2.18,2.13,2.92,0.53,0.0,-24.88,2.73,50.92,0.16,99.29,248.8,79.59,0.16
600241.SH,时代万恒,1099.6,-8035.86,2.11,-0.01,0.15,-0.41,,0.0,-100.75,-16.32,9.78,0.16,扣非亏损,扣非亏损,14661.28,-0.84
001207.SZ,联科科技,18.9,19.35,2.46,10.76,11.78,8.69,2.06,0.0,15.18,16.49,26.57,0.15,1.17,3.6,3.21,0.43
601615.SH,明阳智能,52.85,699.2,2.04,2.21,2.9,1.34,2.41,0.0,-14.47,0.05,69.98,0.15,14182.61,633.77,36.45,0.16
000573.SZ,粤宏远A,26.84,-46.91,1.61,-2.58,4.55,4.47,1.67,0.0,-10.1,-15.22,23.39,0.15,扣非亏损,扣非亏损,11.8,-0.85
001222.SZ,源飞宠物,24.44,25.01,2.98,9.32,9.46,9.02,0.95,0.0,10.43,8.44,12.38,0.15,2.96,5.36,5.17,0.34
688005.SH,容百科技,-77.28,-320.63,2.59,-2.67,-2.46,-0.3,1.17,0.0,-348.89,45.14,65.67,0.15,扣非亏损,扣非亏损,亏损,-0.85
600984.SH,建设机械,-4.13,-3.94,1.55,-21.93,-24.69,-5.22,,0.0,-49.34,-16.74,71.84,0.15,扣非亏损,扣非亏损,亏损,-0.85
688199.SH,久日新材,1159.04,-110.75,1.64,-0.29,0.11,0.58,,0.0,77.25,6.9,35.99,0.15,扣非亏损,扣非亏损,21073.38,-0.85
603693.SH,江苏新能,21.36,30.24,1.6,5.44,5.71,4.07,1.52,0.0,-2.93,4.21,53.69,0.15,7.18,11.12,7.48,0.24
002554.SZ,惠博普,368.69,-42.52,2.19,-0.25,0.45,0.97,,0.0,93.36,25.36,58.49,0.15,扣非亏损,扣非亏损,1638.63,-0.85
600873.SH,梅花生物,7.32,10.02,1.83,13.16,19.73,13.77,6.0,0.0,14.15,3.61,38.0,0.15,2.78,1.52,0.74,0.81
000635.SZ,英力特,-11.58,-7.66,2.47,-19.19,-23.75,-8.21,,0.0,3.44,-6.48,48.44,0.15,扣非亏损,扣非亏损,亏损,-0.85
000811.SZ,冰轮环境,27.38,32.45,2.54,6.58,7.12,4.85,2.04,0.0,-8.69,8.24,47.98,0.15,3.94,9.87,7.69,0.25
920964.BJ,润农节水,-164.64,-86.05,2.23,-1.1,-1.01,-0.46,0.28,0.0,-155.2,18.95,35.93,0.15,扣非亏损,扣非亏损,亏损,-0.85
002972.SZ,科安达,38.2,41.85,2.55,4.63,4.82,4.26,2.88,71.06,-9.42,-3.76,14.65,0.15,-11.13,9.05,7.92,0.26
300845.SZ,捷安高科,533.37,50.82,3.07,0.03,0.42,0.01,2.73,0.0,-94.22,12.78,19.58,0.15,3.98,3015.9,2539.84,0.15
600765.SH,中航重机,34.83,196.08,2.01,3.79,4.31,2.77,0.6,0.0,-44.5,3.26,49.05,0.15,60.22,103.51,16.16,0.16
002588.SZ,史丹利,11.1,13.49,1.65,10.66,11.48,6.76,3.52,8.49,31.16,17.9,45.28,0.15,0.75,1.27,0.97,0.94
688007.SH,光峰科技,-42.54,-125.76,2.99,-2.02,-5.1,-3.48,0.17,0.0,-235.51,-0.64,35.7,0.15,扣非亏损,扣非亏损,亏损,-0.85
600211.SH,西藏药业,13.88,15.9,3.76,17.89,17.89,14.14,5.3,50.06,-2.67,10.56,32.25,0.15,1.5,0.89,0.78,1.28
688301.SH,奕瑞科技,37.52,47.8,4.04,8.21,9.75,4.93,1.05,0.0,14.0,16.35,46.41,0.15,2.92,11.65,7.7,0.24
002609.SZ,捷顺科技,69.02,120.6,2.74,2.71,2.99,2.15,0.85,0.0,75.54,2.32,36.57,0.15,51.93,89.0,46.17,0.16
600367.SH,红星发展,43.8,49.76,2.53,4.32,4.41,5.1,0.26,13.04,93.4,-3.55,16.63,0.15,-14.0,11.51,9.93,0.24
688211.SH,中科微至,-17.75,-15.12,1.26,-5.94,-5.2,-2.73,,0.0,-259.56,5.25,51.49,0.15,扣非亏损,扣非亏损,亏损,-0.85
601601.SH,中国太保,7.0,8.42,1.5,15.32,15.8,,3.17,0.0,15.08,8.54,89.74,0.15,0.99,1.1,0.89,1.06
600475.SH,华光环能,42.85,42.1,2.26,3.52,3.84,2.81,4.99,0.0,34.85,3.71,60.72,0.15,11.34,23.94,22.32,0.19
300639.SZ,凯普生物,-27.34,-8.87,1.21,-3.41,-3.24,-4.54,,0.0,49.89,0.99,12.93,0.15,扣非亏损,扣非亏损,亏损,-0.85
600282.SH,南钢股份,11.41,13.63,1.23,6.85,8.12,4.14,3.94,49.98,15.74,-6.61,59.21,0.15,-2.06,1.99,1.41,0.66
002390.SZ,信邦制药,31.39,43.39,0.94,2.33,2.25,2.68,1.32,53.1,-10.5,-2.26,18.83,0.15,-19.23,18.62,13.95,0.21
688307.SH,中润光学,77.23,82.43,4.61,4.11,4.55,3.07,1.88,43.48,9.55,5.23,33.35,0.15,15.77,20.05,16.97,0.2
603869.SH,ST智知,97.26,2017.5,1.28,0.84,0.99,0.78,0.23,0.0,292.36,-6.83,19.8,0.15,-295.59,4790.45,196.49,0.15
603657.SH,春光科技,590.5,377.85,4.04,0.34,0.51,0.68,0.2,0.0,29.35,19.92,65.53,0.15,18.97,2201.92,2315.69,0.15
300133.SZ,华策影视,73.51,123.16,2.35,1.17,2.42,2.38,0.46,0.0,-26.85,-19.29,35.25,0.15,-6.39,210.79,60.75,0.16
600824.SH,益民集团,185.96,-1845.72,1.98,0.35,0.8,0.99,0.4,0.0,-76.57,-2.73,14.87,0.15,扣非亏损,危险信号,464.9,0.15
688793.SH,倍轻松,-21.74,-24.04,6.88,-20.62,-18.99,-8.46,,0.0,-826.41,0.91,58.87,0.15,扣非亏损,扣非亏损,亏损,-0.85
603063.SH,禾望电气,29.89,30.13,2.69,6.67,7.18,4.72,0.6,0.0,17.36,22.2,44.37,0.15,1.36,9.04,8.33,0.26
301282.SZ,金禄电子,50.52,56.61,2.42,3.18,3.6,1.91,0.95,0.0,44.94,7.3,44.51,0.15,7.75,35.59,28.07,0.18
002337.SZ,赛象科技,57.93,93.24,2.91,3.65,3.84,2.43,0.42,0.0,11.51,6.4,32.78,0.15,14.58,51.14,30.17,0.17
301266.SZ,宇邦新材,71.79,119.81,2.8,2.74,2.86,2.59,0.3,0.0,29.34,39.42,44.69,0.15,3.04,87.51,50.2,0.16
300048.SZ,合康新能,78.34,182.02,4.21,2.4,4.22,2.11,,0.0,451.42,81.09,61.56,0.15,2.24,151.38,37.13,0.16
688351.SH,微电生理,195.08,364.7,6.09,1.36,2.37,1.97,,0.0,3297.94,29.65,8.73,0.15,12.3,535.41,164.62,0.15
301231.SZ,荣信文化,-485.41,-106.94,3.92,-1.03,-0.6,-0.92,,0.0,68.37,-10.96,11.61,0.15,扣非亏损,扣非亏损,亏损,-0.85
600586.SH,金晶科技,-22.95,-15.14,1.5,-5.23,-4.73,-2.97,0.27,0.0,-204.31,-1.48,41.51,0.15,扣非亏损,扣非亏损,亏损,-0.85
301507.SZ,民生健康,35.57,58.48,3.35,5.58,7.24,6.67,0.79,0.0,6.79,9.44,14.92,0.15,6.2,20.94,9.83,0.2
920491.BJ,奥迪威,40.84,45.28,3.71,6.48,7.04,6.42,1.4,0.0,7.76,15.52,12.54,0.15,2.92,13.97,11.6,0.22
920130.BJ,立方控股,-119.19,-36.46,4.42,-2.97,-2.75,-2.31,,0.0,71.72,-13.06,25.23,0.15,扣非亏损,扣非亏损,亏损,-0.85
600509.SH,天富能源,22.89,124.66,1.47,4.58,4.9,2.45,0.85,0.0,-17.5,9.84,71.09,0.15,12.67,54.45,9.34,0.17
300144.SZ,宋城演艺,22.75,29.9,2.73,8.81,9.06,9.89,2.15,0.0,-26.94,94.96,14.37,0.15,0.31,6.79,5.02,0.3
688362.SH,甬矽电子,212.15,-576.57,7.0,-1.25,2.5,1.28,,0.0,-21.55,22.25,73.39,0.15,扣非亏损,扣非亏损,169.72,-0.85
300393.SZ,中来股份,-16.32,-8.72,2.93,-13.42,-12.58,-2.51,,0.0,-21.68,14.1,76.4,0.15,扣非亏损,扣非亏损,亏损,-0.85
300983.SZ,尤安设计,-183.98,-21.4,1.54,-0.95,-0.63,-0.81,,0.0,49.74,-38.58,3.2,0.15,扣非亏损,扣非亏损,亏损,-0.85
301229.SZ,纽泰格,86.8,100.23,3.78,3.11,3.19,2.78,0.81,0.0,-33.28,21.54,44.63,0.15,4.65,64.52,54.42,0.17
600975.SH,新五丰,-407.14,2226.09,2.37,-0.82,-0.44,1.36,,0.0,-291.8,46.46,73.22,0.15,47.91,困境反转,亏损,0.15
601188.SH,龙江交通,22.72,28.56,1.02,3.44,3.35,3.65,1.97,0.0,1.27,19.67,9.7,0.15,1.45,16.59,13.56,0.21
002282.SZ,博深股份,19.29,23.22,1.11,4.11,4.35,4.61,2.7,0.0,-3.34,2.33,9.56,0.15,9.98,11.3,8.87,0.24
000543.SZ,皖能电力,7.07,7.59,1.05,11.45,11.64,5.84,4.03,0.0,20.69,10.56,63.0,0.15,0.72,1.33,1.22,0.9
002105.SZ,信隆健康,-63.34,-46.47,3.02,-3.96,-3.51,-1.33,,0.0,-1078.18,-18.11,43.36,0.15,扣非亏损,扣非亏损,亏损,-0.85
603922.SH,金鸿顺,157.35,540.87,3.17,1.37,1.53,1.38,,0.0,178.34,25.72,22.74,0.15,21.03,789.08,205.68,0.15
600596.SH,新安股份,165.92,-105.34,1.27,-0.29,0.57,0.78,1.14,0.0,-1039.91,-5.92,37.86,0.15,扣非亏损,扣非亏损,582.17,-0.85
601808.SH,中海油服,17.24,18.81,1.6,7.06,7.1,5.79,1.51,0.0,27.98,18.44,44.26,0.15,1.02,5.33,4.86,0.34
001288.SZ,运机集团,56.66,53.25,3.69,4.09,4.59,2.76,0.82,0.0,15.37,25.68,53.92,0.15,2.07,26.03,24.69,0.19
000759.SZ,中百集团,-6.15,-7.23,3.92,-32.34,-38.83,-4.91,,0.0,-44.56,-5.49,86.79,0.15,扣非亏损,扣非亏损,亏损,-0.85
920346.BJ,威贸电子,43.32,44.65,4.23,6.87,7.48,6.79,1.46,0.0,15.63,5.96,12.64,0.15,7.49,13.0,11.58,0.23
001318.SZ,阳光乳业,36.53,36.38,2.95,6.14,5.96,5.22,1.58,0.0,-2.85,-6.16,5.1,0.15,-5.91,11.84,12.26,0.23
300989.SZ,蕾奥规划,222.17,-196.81,3.36,0.41,1.14,1.02,,0.0,111.2,-13.55,19.63,0.15,扣非亏损,危险信号,389.77,0.15
300068.SZ,南都电源,-44.75,-6.47,3.42,-6.49,-6.0,0.16,,0.0,-699.29,-7.19,79.01,0.15,扣非亏损,扣非亏损,亏损,-0.85
603558.SH,健盛集团,9.74,13.25,1.67,9.75,12.3,9.27,4.65,62.5,-7.25,8.15,39.52,0.15,1.63,1.36,0.79,0.89
605222.SH,起帆电缆,28.5,68.52,1.82,4.31,4.71,3.25,0.26,0.0,2.27,6.65,68.3,0.15,10.3,31.82,12.1,0.18
000555.SZ,神州信息,-113.55,-32.71,2.92,-2.29,-1.91,-1.36,,0.0,4.95,-3.63,59.05,0.15,扣非亏损,扣非亏损,亏损,-0.85
600881.SH,亚泰集团,-4.53,-1.95,3.39,-44.12,-41.29,0.35,,0.0,24.75,-28.23,95.24,0.15,扣非亏损,扣非亏损,亏损,-0.85
002831.SZ,裕同科技,15.99,16.05,2.19,10.3,10.15,6.16,3.45,70.49,4.86,5.08,47.59,0.15,3.16,1.56,1.58,0.79
000985.SZ,大庆华科,154.24,-632.91,4.42,1.9,2.15,2.24,0.27,21.46,-63.1,0.32,15.68,0.15,扣非亏损,危险信号,71.74,0.15
003016.SZ,欣贺股份,271.11,-90.69,1.4,-0.05,0.39,0.19,,0.0,96.15,-12.09,22.48,0.15,扣非亏损,扣非亏损,1390.32,-0.85
300483.SZ,首华燃气,-2272.14,-7.55,2.57,-0.3,-0.08,1.86,,0.0,92.46,-2.49,56.87,0.15,扣非亏损,扣非亏损,亏损,-0.85
600056.SH,中国医药,26.27,51.56,1.34,3.33,3.72,2.37,0.97,10.01,-3.47,-1.67,61.36,0.15,-30.82,15.47,7.06,0.21
002475.SZ,立讯精密,24.77,29.0,4.77,12.76,15.24,5.52,0.49,0.0,17.55,21.1,67.01,0.15,1.37,4.55,3.25,0.37
301106.SZ,骏成科技,32.22,38.81,2.65,5.98,6.31,5.29,1.42,0.0,1.04,15.62,21.82,0.15,2.48,12.99,10.21,0.23
300143.SZ,盈康生命,72.75,90.69,3.34,3.45,3.5,3.42,,0.0,12.53,13.1,38.53,0.15,6.92,52.6,41.57,0.17
603318.SH,水发燃气,-52.02,-78.52,2.22,0.04,-3.19,2.37,0.94,0.0,-98.78,4.89,58.26,0.15,扣非亏损,危险信号,亏损,0.15
000683.SZ,博源化工,20.24,20.36,1.97,7.77,7.22,5.49,5.37,0.0,-37.08,3.4,50.17,0.15,5.98,5.24,5.61,0.34
000897.SZ,津滨发展,145.32,22.64,1.15,0.59,0.57,0.61,4.01,0.0,-94.99,23.71,29.31,0.15,0.95,76.34,509.88,0.16
002479.SZ,富春环保,14.02,21.99,1.08,4.42,5.84,5.69,3.16,0.0,22.35,5.22,46.58,0.15,4.21,9.95,4.8,0.25
601918.SH,新集能源,9.08,8.58,1.09,9.27,9.19,5.44,2.23,0.0,-17.05,0.74,62.11,0.15,11.65,1.85,1.98,0.69
688693.SH,锴威特,-44.61,-24.55,3.43,-6.38,-5.6,-5.47,0.28,0.0,-21.66,-12.03,12.08,0.15,扣非亏损,扣非亏损,亏损,-0.85
301015.SZ,百洋医药,19.0,26.5,5.07,16.87,20.25,10.52,3.15,0.0,-32.87,1.75,63.59,0.15,15.11,3.14,1.88,0.47
002510.SZ,天汽模,105.15,-356.42,2.92,-0.06,2.08,1.24,0.51,0.0,-102.15,14.53,60.81,0.15,扣非亏损,扣非亏损,101.1,-0.85
301586.SZ,佳力奇,71.98,68.81,3.19,3.22,3.36,2.62,0.84,0.0,-33.07,17.32,23.48,0.15,3.97,42.73,42.84,0.17
002687.SZ,乔治白,79.97,37.4,1.7,1.77,1.62,0.98,,0.0,-3.92,-0.21,23.05,0.15,-178.59,42.28,98.73,0.17
600716.SH,凤凰股份,327.91,-27.67,0.78,0.17,0.18,0.56,,0.0,129.78,24.98,29.67,0.15,扣非亏损,危险信号,3643.49,0.15
300792.SZ,壹网壹创,80.15,123.37,3.59,3.33,3.41,3.01,0.42,0.0,8.97,5.07,6.13,0.15,24.32,73.99,47.01,0.16
688588.SH,凌志软件,43.88,64.24,4.6,7.04,7.71,4.0,1.45,0.0,-5.59,22.23,29.54,0.15,2.89,18.25,11.38,0.2
002396.SZ,星网锐捷,35.8,38.12,2.38,4.58,5.07,5.2,1.32,0.0,30.5,7.53,38.33,0.15,5.06,16.65,14.12,0.21
600372.SH,中航机载,54.97,95.72,1.89,2.4,2.61,1.71,0.57,0.0,-7.7,0.22,50.63,0.15,443.4,79.88,42.12,0.16
000933.SZ,神火股份,14.88,16.17,2.89,15.68,15.34,10.63,4.73,0.0,4.87,4.63,51.06,0.15,3.49,2.06,1.94,0.63
688479.SH,友车科技,119.49,170.85,1.75,0.36,1.09,0.45,2.82,0.0,-82.21,1.46,10.41,0.15,117.32,943.17,219.25,0.15
300129.SZ,泰胜风能,52.6,61.12,3.31,4.59,4.8,2.84,0.85,0.0,51.28,11.87,55.25,0.15,5.15,26.61,21.92,0.18
000036.SZ,华联控股,173.2,577.31,1.62,0.3,0.7,1.05,,0.0,17.76,-25.36,22.09,0.15,-22.76,3907.31,494.85,0.15
600423.SH,柳化股份,319.79,298.43,5.34,1.22,1.26,-0.25,,0.0,-77.69,14.05,9.56,0.15,21.23,487.75,507.6,0.15
000554.SZ,泰山石油,24.69,21.93,3.22,10.66,10.33,9.24,1.75,32.6,111.85,6.35,35.54,0.15,3.45,2.06,2.39,0.63
688692.SH,达梦数据,67.95,61.58,8.54,9.01,9.69,8.3,0.44,33.15,90.97,13.18,13.44,0.15,4.67,6.83,7.01,0.29
002226.SZ,江南化工,17.62,20.6,1.52,6.45,6.78,5.9,1.38,0.0,-6.43,9.67,39.93,0.15,2.13,6.39,5.2,0.3
000812.SZ,陕西金叶,214.4,-467.79,1.88,0.4,0.65,1.9,0.61,0.0,-85.98,4.25,67.8,0.15,扣非亏损,危险信号,659.7,0.15
600359.SH,新农开发,198.88,-297.89,4.27,2.0,1.61,1.32,,0.0,-60.92,-5.52,54.8,0.15,扣非亏损,危险信号,247.06,0.14
601966.SH,玲珑轮胎,13.76,20.77,0.92,4.55,5.18,1.8,2.03,18.97,-26.74,6.5,51.18,0.15,3.2,4.56,2.66,0.37
002332.SZ,仙琚制药,16.6,23.01,1.5,6.14,6.8,6.34,3.02,32.09,-30.3,-2.77,17.04,0.15,-8.3,3.75,2.44,0.41
300388.SZ,节能国祯,16.52,16.69,1.21,5.62,5.59,3.1,1.72,0.0,-10.62,-4.92,70.91,0.15,-3.39,5.94,5.91,0.31
002573.SZ,清新环境,203.85,-12.02,0.89,0.13,0.33,1.49,,0.0,-79.49,8.39,69.45,0.15,扣非亏损,危险信号,1235.46,0.14
600604.SH,市北高新,-40.24,-84.87,1.61,-3.8,-2.96,0.08,0.21,0.0,-156.07,48.97,60.24,0.15,扣非亏损,扣非亏损,亏损,-0.85
002017.SZ,东信和平,86.77,76.57,7.35,5.96,6.35,3.41,1.58,0.0,-3.9,9.19,40.03,0.15,8.33,25.67,27.33,0.18
300572.SZ,安车检测,-220.77,-25.63,3.52,-1.66,-1.19,-1.37,,0.0,21.15,-1.73,27.31,0.15,扣非亏损,扣非亏损,亏损,-0.85
002157.SZ,正邦科技,2627.11,-128.87,2.47,-1.63,0.07,0.3,,0.0,36.4,-31.47,47.5,0.15,扣非亏损,扣非亏损,75060.33,-0.85
300546.SZ,雄帝科技,179.68,150.4,3.92,1.25,1.66,1.32,0.27,0.0,236.61,10.41,20.63,0.15,14.45,239.83,216.48,0.15
605090.SH,九丰能源,19.3,24.65,3.04,11.67,12.61,8.78,4.31,29.78,-4.44,7.82,32.31,0.15,3.15,2.11,1.53,0.62
603079.SH,圣达生物,53.24,62.75,2.4,3.35,3.88,3.41,,0.0,393.96,1.92,25.26,0.15,32.68,37.48,27.44,0.17
301581.SZ,黄山谷捷,56.8,57.35,3.77,4.46,4.95,4.87,,0.0,-44.57,49.0,14.49,0.14,1.17,25.69,22.95,0.18
002613.SZ,北玻股份,302.23,-153.25,1.96,0.11,0.49,0.73,0.74,0.0,-96.98,-0.87,24.8,0.14,扣非亏损,危险信号,1233.6,0.14
002707.SZ,众信旅游,87.21,160.26,8.41,6.88,7.51,3.15,,0.0,-47.9,209.28,73.95,0.14,0.77,46.56,23.23,0.17
300026.SZ,红日药业,99.6,-139.71,1.24,1.03,0.93,1.38,0.79,0.0,-43.81,-8.93,18.24,0.14,扣非亏损,危险信号,214.18,0.14
300080.SZ,易成新能,-25.18,-14.36,1.84,-5.89,-5.29,-0.9,,0.0,52.74,5.72,61.47,0.14,扣非亏损,扣非亏损,亏损,-0.86
688796.SH,百奥赛图,199.0,170.25,31.03,6.38,12.61,7.42,,0.0,159.48,40.54,59.9,0.14,4.2,53.33,31.56,0.16
600733.SH,北汽蓝谷,-14.44,-7.87,23.71,-91.46,-90.21,-12.4,,0.0,22.99,20.42,83.81,0.14,扣非亏损,扣非亏损,亏损,-0.86
301103.SZ,何氏眼科,45.36,-2865.18,1.72,2.24,2.87,3.63,0.75,0.0,186.89,5.26,15.26,0.14,扣非亏损,危险信号,31.61,0.14
603429.SH,集友股份,-668.92,-119.44,4.32,-0.81,-0.48,-0.84,,0.0,-112.15,-11.06,7.17,0.14,扣非亏损,扣非亏损,亏损,-0.86
603533.SH,掌阅科技,-36.43,-70.72,4.55,-9.51,-8.82,-6.93,0.49,0.0,-352.08,8.42,20.6,0.14,扣非亏损,扣非亏损,亏损,-0.86
301236.SZ,软通动力,339.26,2674.81,4.32,-0.57,0.94,0.32,0.17,0.0,-1498.79,28.36,60.64,0.14,94.32,-9420.02,721.83,0.15
002669.SZ,康达新材,38.72,-23.38,1.6,1.55,3.09,2.04,,0.0,152.59,10.95,66.01,0.14,扣非亏损,危险信号,25.06,0.11
603519.SH,立霸股份,22.26,21.76,2.95,9.14,9.26,9.03,8.46,0.0,9.73,3.02,23.92,0.14,7.2,4.76,4.81,0.35
301376.SZ,致欧科技,21.35,22.96,2.27,8.64,8.17,4.52,1.57,0.0,11.0,12.17,47.04,0.14,1.89,5.31,5.23,0.33
688185.SH,康希诺,845.83,-61.95,3.3,-1.68,0.29,0.38,,0.0,68.28,-1.47,32.46,0.14,扣非亏损,扣非亏损,5833.28,-0.86
603076.SH,乐惠国际,65.2,798.59,2.25,1.29,2.58,1.37,1.74,0.0,17.58,16.37,62.97,0.14,48.78,1238.7,50.54,0.14
600429.SH,三元股份,25.44,43.95,1.53,4.39,4.64,3.23,0.27,0.0,206.82,-7.23,42.69,0.14,-6.08,20.03,10.97,0.19
301449.SZ,天溯计量,40.5,41.88,8.18,16.3,16.4,14.34,,0.0,11.68,17.45,20.21,0.14,2.4,5.14,4.94,0.34
300258.SZ,精锻科技,61.94,82.84,1.6,1.51,2.4,2.01,1.12,30.76,-31.73,13.22,36.04,0.14,6.27,54.93,25.81,0.16
300625.SZ,三雄极光,-253.65,-57.96,1.79,-1.59,-1.56,-0.77,2.57,0.0,-186.51,-8.06,31.08,0.14,扣非亏损,扣非亏损,亏损,-0.86
002330.SZ,得利斯,457.63,-61.44,1.44,-0.0,0.23,0.61,,0.0,-100.16,-1.77,35.41,0.14,扣非亏损,409592.43,3979.42,-0.86
600135.SH,乐凯胶片,-45.88,-41.95,2.22,-4.18,-3.56,-2.63,,0.0,-39.19,-13.42,12.72,0.14,扣非亏损,扣非亏损,亏损,-0.86
600309.SH,万华化学,20.6,21.81,2.39,9.11,9.26,4.16,1.75,0.0,-16.72,7.83,64.57,0.14,2.78,4.79,4.45,0.35
300569.SZ,天能重工,55.12,-35.61,1.19,1.58,1.59,1.8,,14.71,2497.97,-6.85,57.16,0.14,扣非亏损,危险信号,34.66,0.1
688029.SH,南微医学,21.53,24.12,3.59,12.86,12.75,11.12,2.22,25.77,13.89,12.59,18.27,0.14,1.92,1.88,1.69,0.68
002852.SZ,道道全,13.55,15.81,1.76,9.34,9.83,6.48,3.45,33.21,159.22,4.49,49.05,0.14,3.52,1.69,1.38,0.73
600323.SH,瀚蓝环境,10.89,12.99,1.64,11.12,11.51,5.5,3.39,21.01,12.39,0.5,71.06,0.14,25.76,1.17,0.95,1.0
001206.SZ,依依股份,21.77,23.63,2.43,7.37,8.33,9.22,5.26,43.64,0.79,12.79,14.97,0.14,1.85,3.2,2.61,0.45
301061.SZ,匠心家居,21.89,22.67,4.77,16.41,17.05,15.19,1.62,25.13,59.36,13.33,21.32,0.14,1.7,1.38,1.28,0.87
688616.SH,西力科技,26.91,25.6,2.8,7.4,7.87,7.22,2.89,0.0,-1.85,13.37,18.24,0.14,1.91,6.92,6.84,0.29
600982.SH,宁波能源,16.09,18.56,1.18,4.83,5.33,2.9,3.64,0.0,46.21,-12.03,61.25,0.14,-1.54,7.68,6.04,0.27
603968.SH,醋化股份,-74.24,-43.51,1.33,-2.28,-1.33,-0.27,,0.0,60.26,0.56,44.36,0.14,扣非亏损,扣非亏损,亏损,-0.86
000677.SZ,恒天海龙,948.0,603.8,6.84,0.01,0.54,5.56,,0.0,-99.87,-0.27,43.99,0.14,-2257.19,124494.36,3511.11,0.14
300257.SZ,开山股份,40.71,43.19,2.5,4.54,4.67,3.52,1.1,0.0,41.67,6.79,60.23,0.14,6.36,19.01,17.43,0.19
000722.SZ,湖南发展,69.21,115.98,1.88,2.05,2.05,2.15,0.53,0.0,5.58,-9.74,9.51,0.14,-11.91,113.04,67.52,0.15
002671.SZ,龙泉股份,19.53,30.12,1.78,6.9,7.1,6.04,,0.0,54.95,-4.3,43.1,0.14,-7.0,8.72,5.5,0.26
002172.SZ,澳洋健康,60.85,113.09,18.64,20.72,25.95,4.54,,0.0,-10.61,-11.09,91.97,0.14,-10.2,10.92,4.69,0.23
300557.SZ,理工光科,79.43,104.06,4.2,3.54,3.97,2.25,0.61,0.0,47.32,13.55,41.52,0.14,7.68,58.8,40.02,0.16
300559.SZ,佳发教育,75.13,169.77,4.03,3.64,4.01,3.34,1.25,0.0,-10.75,9.74,23.17,0.14,17.43,93.24,37.47,0.15
300381.SZ,溢多利,135.55,307.21,1.27,0.72,0.69,0.54,1.42,0.0,33.65,-22.12,8.95,0.14,-13.89,851.22,392.9,0.14
600578.SH,京能电力,8.05,9.96,1.43,10.79,13.32,5.37,3.41,0.0,123.46,17.15,61.84,0.14,0.58,1.85,1.21,0.68
000650.SZ,仁和药业,16.17,26.49,1.29,4.42,6.02,7.91,2.6,0.0,-8.59,-5.66,13.08,0.14,-4.68,11.98,5.37,0.22
002008.SZ,大族激光,42.14,76.07,2.86,3.43,5.02,2.85,1.4,0.0,51.46,-3.13,50.71,0.14,-24.32,44.31,16.79,0.16
301300.SZ,远翔新材,33.14,36.06,3.51,8.02,7.96,7.08,3.89,62.33,97.44,5.87,15.48,0.14,6.14,4.49,4.16,0.36
600488.SH,津药药业,49.46,51.85,1.52,4.46,2.25,2.39,2.31,0.0,-26.06,-4.68,32.19,0.14,-11.07,23.23,43.96,0.18
605368.SH,蓝天燃气,16.77,18.69,1.82,7.45,7.18,6.11,7.87,137.93,-41.53,7.35,43.38,0.14,2.54,2.51,2.34,0.54
002950.SZ,奥美医疗,14.24,16.23,1.78,8.63,9.72,8.21,0.69,0.0,26.46,10.02,29.98,0.14,1.62,3.76,2.93,0.41
603229.SH,奥翔药业,29.18,53.89,3.43,7.93,8.86,7.58,1.0,0.0,-13.83,12.8,23.3,0.14,4.21,13.58,6.59,0.21
600860.SH,京城股份,-175.93,-311.44,8.39,-4.69,-2.58,-0.01,,0.0,-53.93,11.92,58.23,0.14,扣非亏损,扣非亏损,亏损,-0.86
000559.SZ,万向钱潮,55.43,60.73,6.08,7.94,8.42,3.89,2.93,0.0,1.09,-3.32,61.02,0.14,-18.31,15.29,13.17,0.21
002791.SZ,坚朗五金,371.51,188.36,1.48,-0.05,0.3,-0.08,0.88,0.0,-301.04,-8.69,38.68,0.14,-21.67,-8084.13,2476.72,0.14
002159.SZ,三特索道,15.54,24.94,1.96,9.72,9.76,10.36,1.6,0.0,-13.41,45.31,19.28,0.14,0.55,5.13,3.18,0.33
