证券代码,股票简称,PE,扣非PE,PB,扣非ROE,ROE,ROA,股息率,分红比例,毛利率,净利率,扣非净利润增速,营收增速,商誉占比,资产负债率,扣非PEG,扣非市赚率,市赚率
605376.SH,博迁新材,68.68,201.26,5.08,4.44,5.25,4.84,0.64,153.38,21.04,11.7,981.47,10.67,,15.22,18.87,45.35,13.08
600795.SH,国电电力,7.04,20.52,1.5,8.77,17.26,4.7,2.88,23.9,14.78,10.82,-12.49,7.97,0.67,72.73,2.57,2.34,0.41
600821.SH,金开新能,11.84,15.75,1.25,7.67,8.18,4.45,2.86,40.38,56.35,28.01,2.24,35.37,15.68,73.33,0.45,2.05,1.45
002552.SZ,宝鼎科技,35.42,-47.44,3.36,2.71,7.11,3.61,,56.48,14.1,5.73,157.12,119.01,3.85,57.22,扣非亏损,扣非转亏,4.98
603048.SH,浙江黎明,43.79,47.1,1.7,2.47,2.83,2.32,1.88,39.5,34.17,7.93,38.14,4.34,,18.76,10.86,19.1,15.47
601872.SH,招商轮船,12.45,12.98,1.5,8.86,8.93,7.54,4.05,32.62,26.48,17.85,-9.11,7.26,0.11,42.22,1.79,1.46,1.39
601801.SH,皖新传媒,13.74,24.88,1.28,6.62,6.87,4.66,4.39,33.84,24.15,9.89,-16.77,8.68,0.2,42.33,2.87,3.76,2.0
300677.SZ,英科医疗,20.11,34.69,1.11,3.67,4.2,2.45,0.34,5.46,22.43,9.86,284.21,-12.43,,49.81,-2.79,9.45,4.79
688115.SH,思林杰,467.79,193.08,2.43,-0.0,0.39,-0.23,0.37,249.49,57.9,4.27,99.85,-1.25,,4.41,-153.86,-120676.68,1199.47
600223.SH,福瑞达,32.61,40.88,1.82,3.72,4.14,3.29,1.04,39.94,51.85,7.48,40.09,-23.03,3.23,22.03,-1.78,10.97,7.88
688193.SH,仁度生物,287.14,1869.67,1.93,-0.34,0.48,-0.11,0.44,89.38,80.39,3.58,78.02,-8.32,,7.76,-224.6,转盈,598.21
002533.SZ,金杯电工,12.9,13.89,1.82,9.6,10.8,5.87,4.95,52.77,10.52,3.76,11.75,27.77,,57.03,0.5,1.45,1.19
600693.SH,东百集团,27.33,37.42,0.88,2.22,2.42,2.8,1.0,62.24,57.78,11.27,-19.95,1.64,0.1,70.08,22.77,16.85,11.29
688719.SH,爱科赛博,71.04,52.46,1.89,1.44,1.94,0.84,0.8,9.86,41.12,5.92,-70.45,27.03,,24.83,1.94,36.4,36.62
688151.SH,华强科技,165.04,-75.47,1.45,-0.94,0.66,0.28,0.04,20.04,17.27,8.07,-12.74,-0.59,,16.03,扣非亏损,扣非亏损,250.06
603121.SH,华培动力,31.36,41.99,2.3,5.31,5.64,3.94,,99.42,27.4,6.39,56.14,27.28,20.14,40.03,1.54,7.91,5.56
688087.SH,英科再生,21.48,25.07,2.27,7.93,8.26,4.58,0.62,4.83,25.65,8.72,20.81,13.29,,55.34,1.89,3.16,2.6
601799.SH,星宇股份,31.52,31.47,4.22,9.85,10.4,7.12,0.92,9.55,20.02,10.59,38.77,12.18,,39.32,2.58,3.19,3.03
601952.SH,苏垦农发,23.81,21.78,2.2,6.17,6.85,4.62,2.93,28.03,13.88,6.36,-8.85,10.3,1.33,51.03,2.11,3.53,3.48
600050.SH,中国联通,14.56,21.41,0.97,4.22,4.99,3.49,3.01,49.68,26.02,6.54,1.0,7.05,,44.99,3.04,5.07,2.92
600389.SH,江山股份,29.19,34.68,1.77,4.47,4.63,2.72,,50.43,13.6,4.08,-35.26,5.43,2.71,48.0,6.39,7.75,6.31
603193.SH,润本股份,30.14,35.25,5.14,12.91,12.91,12.88,0.94,40.45,58.33,25.15,44.45,33.86,,7.99,1.04,2.73,2.33
688766.SH,普冉股份,32.63,35.76,4.53,11.13,10.98,9.75,,14.72,33.36,16.45,305.13,19.82,,13.4,1.8,3.21,2.97
002390.SZ,信邦制药,31.29,37.58,1.09,2.57,2.58,3.06,1.35,49.52,18.42,5.1,-29.08,3.53,8.51,20.23,10.66,14.62,12.13
001203.SZ,大中矿业,16.89,15.41,2.36,10.4,10.67,6.8,,32.15,50.71,22.32,-16.26,25.09,0.07,56.48,0.61,1.48,1.58
603655.SH,朗博科技,93.38,100.21,4.45,3.09,3.5,3.73,0.34,43.63,34.62,11.74,105.48,5.85,,6.08,17.13,32.46,26.68
002212.SZ,天融信,-39.04,-26.06,0.95,-1.98,-1.81,-2.74,,-10.18,63.96,-10.71,29.95,-15.78,44.79,13.82,扣非亏损,扣非亏损,亏损
000951.SZ,中国重汽,15.62,15.43,1.32,5.8,6.27,3.39,3.46,55.0,7.72,3.72,34.07,-3.02,,60.69,-5.11,2.66,2.49
002951.SZ,*ST金时,-48.95,-66.15,1.63,-1.8,-2.25,-2.85,,-482.45,18.68,-86.51,11.2,-57.8,1.72,21.09,扣非亏损,扣非亏损,亏损
601866.SH,中远海发,19.76,27.92,1.2,3.79,4.61,3.53,1.37,28.74,18.09,6.99,6.93,4.66,,75.14,5.99,7.37,4.29
688535.SH,华海诚科,160.87,191.86,7.27,3.27,3.34,3.17,0.32,32.42,27.47,14.55,52.85,6.94,,17.67,27.63,58.62,48.16
603876.SH,鼎胜新材,32.67,36.92,1.5,3.06,3.37,1.32,1.52,19.37,9.04,1.28,-51.68,17.79,1.58,74.09,2.08,12.05,9.69
600379.SH,宝光股份,37.84,44.21,4.71,9.0,9.56,4.65,0.65,30.19,18.17,6.07,22.34,14.48,,54.52,3.05,4.91,3.96
603103.SH,横店影视,369.04,-49.93,6.3,-5.41,1.29,2.01,,86.06,7.38,1.08,-142.39,59.41,,69.33,扣非亏损,扣非亏损,286.08
301308.SZ,江波龙,52.21,75.77,5.87,7.87,8.78,6.24,,17.51,21.54,4.23,155.38,13.66,12.35,58.45,5.55,9.63,5.95
600681.SH,百川能源,21.37,21.63,1.39,4.13,4.72,3.93,7.12,95.85,12.75,5.32,-26.81,6.75,36.51,52.26,3.21,5.24,4.53
600312.SH,平高电气,22.05,22.75,2.42,8.3,8.32,4.91,1.67,35.09,24.27,11.69,54.91,4.75,0.49,49.35,4.79,2.74,2.65
601688.SH,华泰证券,10.5,18.57,1.1,3.47,7.59,,3.08,25.5,,40.54,-35.29,6.41,0.03,78.07,2.89,5.36,1.38
600917.SH,重庆燃气,29.89,27.15,1.91,4.7,4.85,3.24,1.52,15.9,9.3,3.83,8.06,14.4,1.22,44.59,1.89,5.77,6.16
002925.SZ,盈趣科技,48.1,44.72,2.34,2.96,3.5,2.84,2.36,72.23,27.74,7.27,-49.26,-5.61,5.92,28.52,-7.97,15.13,13.74
300294.SZ,博雅生物,29.51,137.67,2.14,4.51,5.55,5.72,0.89,25.53,66.67,33.12,-6.96,1.89,0.96,7.06,72.66,30.51,5.32
601059.SH,信达证券,45.43,43.06,2.92,4.58,4.85,,0.26,19.54,,38.33,-19.08,4.0,0.0,75.41,10.78,9.39,9.37
688161.SH,威高骨科,57.04,82.8,3.19,4.09,4.2,3.69,0.29,29.86,64.67,15.55,37.0,-8.0,0.88,21.8,-10.36,20.23,13.58
688409.SH,富创精密,83.43,94.27,4.62,3.82,4.18,2.94,0.64,49.95,28.78,7.12,370.96,64.05,,41.29,1.47,24.66,19.96
601375.SH,中原证券,104.78,158.22,1.63,1.02,1.17,,0.37,13.84,,10.93,-26.61,-3.46,0.05,72.52,-45.77,154.41,89.56
601156.SH,东航物流,9.7,9.73,1.53,11.76,12.54,10.9,,48.35,19.19,13.32,26.78,13.52,,33.32,0.72,0.83,0.77
688247.SH,宣泰医药,45.18,58.32,4.51,6.95,7.58,7.06,0.37,20.73,51.24,25.53,130.45,-0.52,1.49,13.46,-112.76,8.39,5.96
601179.SH,中国西电,41.53,44.72,1.99,3.59,3.61,2.43,1.34,39.66,20.48,6.52,74.49,9.69,0.09,45.78,4.62,12.45,11.51
002273.SZ,水晶光电,28.45,33.08,3.7,9.52,9.92,8.13,2.22,32.24,31.57,18.67,127.36,16.35,0.78,19.97,2.02,3.47,2.87
603607.SH,京华激光,32.89,33.44,3.05,6.29,6.83,4.42,1.62,86.62,28.31,11.35,28.42,3.69,9.81,35.65,9.06,5.31,4.82
688131.SH,皓元医药,49.84,71.81,3.52,4.97,5.49,4.11,0.29,11.98,47.58,8.7,21.04,43.72,11.07,41.89,1.64,14.45,9.08
688698.SH,伟创电气,27.37,32.38,3.68,10.24,10.45,7.23,0.77,22.26,40.53,17.66,36.4,32.59,0.07,27.33,0.99,3.16,2.62
600406.SH,国电南瑞,35.34,29.23,4.58,9.29,9.47,6.14,2.42,39.91,29.26,14.66,6.02,10.23,0.0,41.22,2.86,3.14,3.73
688606.SH,奥泰生物,20.98,27.0,1.42,4.0,5.12,5.1,2.19,93.91,55.76,31.96,59.78,22.71,,6.74,1.19,6.74,4.1
600332.SH,白云山,11.44,15.79,1.33,8.03,8.81,5.08,2.62,25.51,17.7,5.57,-16.95,7.05,2.18,51.99,2.24,1.97,1.3
601006.SH,大秦铁路,10.58,12.93,0.79,5.85,5.77,5.97,5.3,40.24,19.75,17.24,-23.07,3.84,,18.65,3.37,2.21,1.83
832876.BJ,慧为智能,237.86,-1374.81,6.34,1.18,2.03,0.53,,87.96,15.4,1.55,-43.68,15.35,,31.53,扣非亏损,扣非转亏,117.17
600369.SH,西南证券,52.21,63.93,1.31,1.92,1.89,,0.86,19.53,,27.31,-13.94,-4.76,,69.36,-13.43,33.3,27.62
000400.SZ,许继电气,25.84,30.39,2.72,7.84,8.02,4.75,1.35,30.18,21.94,10.67,20.23,15.02,,47.18,2.02,3.88,3.22
002673.SZ,西部证券,45.45,44.05,1.56,2.55,2.59,,1.41,6.84,,16.88,-17.72,12.91,0.02,70.5,3.41,17.3,17.55
002553.SZ,南方精工,70.41,44.0,3.66,7.44,3.91,2.56,0.82,-4967.17,33.81,6.8,16.01,13.59,0.47,17.19,3.24,11.83,36.02
300965.SZ,*ST恒宇,77.77,-12.3,1.63,0.91,1.58,1.31,,19.92,41.42,16.19,526.53,-52.97,,14.69,扣非亏损,扣非转亏,49.22
603039.SH,泛微网络,103.86,52.94,5.82,3.13,4.19,1.59,0.32,40.79,93.08,6.22,596.84,18.05,,43.93,2.93,16.89,24.79
301256.SZ,华融化学,48.38,69.99,2.44,2.1,3.73,3.28,2.43,54.52,17.06,7.77,-53.96,12.53,,36.82,5.59,33.33,12.97
688585.SH,上纬新材,33.76,44.01,2.34,4.85,5.27,4.29,0.25,35.3,15.27,5.89,-0.39,-9.5,,33.14,-4.63,9.08,6.41
002748.SZ,ST世龙,52.49,39.14,1.23,2.14,1.73,1.59,,466.11,12.59,1.63,249.64,12.74,,41.25,3.07,18.3,30.34
002931.SZ,锋龙股份,1791.62,-268.8,4.01,0.08,0.15,0.24,,3099.29,19.06,0.35,101.86,-4.43,1.17,31.46,扣非亏损,扣非转亏,11944.15
603277.SH,银都股份,16.59,19.05,3.61,15.85,16.28,13.06,3.73,61.27,46.14,22.9,15.16,20.07,,32.37,0.95,1.2,1.02
301230.SZ,泓博医药,185.29,-496.24,3.6,0.57,1.38,0.62,0.92,86.09,23.76,3.89,-85.6,22.5,,23.09,扣非亏损,扣非转亏,134.27
603668.SH,天马科技,68.11,-151.7,2.79,3.09,3.09,2.44,0.05,35.84,11.34,1.97,290.61,26.02,4.34,69.74,扣非亏损,扣非转亏,22.04
600835.SH,上海机电,18.98,22.64,1.36,5.09,5.36,2.47,3.71,38.9,15.76,6.89,-10.61,-1.43,0.03,56.33,-15.86,4.45,3.54
002050.SZ,三花智控,32.72,34.14,5.45,12.37,12.61,8.29,1.02,24.64,27.7,11.28,1.14,26.86,0.03,45.8,1.27,2.76,2.6
002226.SZ,江南化工,14.89,18.79,1.6,7.53,8.3,7.36,1.37,6.34,31.77,14.05,0.04,29.27,7.86,40.14,0.64,2.49,1.79
002422.SZ,科伦药业,16.15,18.4,2.36,11.59,11.32,10.05,2.75,22.98,52.51,17.4,27.32,9.03,0.38,31.68,2.04,1.59,1.43
603270.SH,金帝股份,38.0,53.38,1.96,3.35,3.88,2.83,0.65,19.17,29.1,8.9,-29.22,11.79,,30.99,4.53,15.95,9.79
000563.SZ,陕国投A,17.69,18.9,1.25,5.32,5.37,5.0,2.3,7.45,,46.34,15.94,12.25,,30.24,1.54,3.55,3.29
603699.SH,纽威股份,16.44,19.49,4.61,21.27,21.17,12.43,3.75,59.24,36.72,18.74,29.66,16.04,,50.08,1.22,0.92,0.78
603233.SH,大参林,17.22,23.76,2.95,12.45,12.09,5.32,1.24,53.37,34.67,4.63,-26.31,19.05,43.76,68.6,1.25,1.91,1.42
002595.SZ,豪迈科技,18.53,19.73,3.65,14.81,15.38,15.45,2.1,31.19,34.94,22.29,18.33,10.64,,14.97,1.85,1.33,1.21
000498.SZ,山东路桥,5.29,5.0,0.73,5.68,7.71,1.9,3.19,3.05,12.3,4.2,2.77,27.79,0.83,77.25,0.18,0.88,0.69
002128.SZ,电投能源,8.01,9.15,1.38,13.22,13.53,12.05,4.77,3.81,36.45,22.99,22.96,10.53,0.49,28.25,0.87,0.69,0.59
600248.SH,陕建股份,4.54,5.02,0.74,9.74,12.73,1.56,3.73,11.9,10.73,3.3,-8.73,11.04,0.06,88.12,0.45,0.52,0.36
601898.SH,中煤能源,8.49,9.61,1.11,9.83,9.95,7.44,4.56,29.94,25.18,13.54,-12.94,14.47,0.0,47.08,0.66,0.98,0.85
605009.SH,豪悦护理,16.32,15.22,2.01,8.98,8.64,6.63,4.45,67.14,28.32,14.43,-0.81,2.41,,30.96,6.32,1.69,1.89
603310.SH,巍华新材,28.32,,1.72,5.55,6.85,5.09,,78.22,32.91,23.35,,-16.34,,7.65,,,4.13
601225.SH,陕西煤业,10.56,10.19,2.37,17.75,16.92,15.45,6.29,10.01,34.76,21.03,-13.94,24.04,,34.29,0.42,0.57,0.62
688692.SH,达梦数据,137.3,98.43,10.37,7.08,8.62,6.05,,81.02,86.32,27.15,45.88,15.44,,12.61,6.37,13.9,15.93
688097.SH,博众精工,34.43,36.07,2.7,4.65,5.92,3.78,0.39,39.18,34.78,7.6,-2.21,24.56,,51.89,1.47,7.75,5.82
600436.SH,片仔癀,42.32,48.46,10.81,19.82,18.92,18.17,0.96,40.3,45.44,32.16,11.25,15.76,,18.82,3.07,2.44,2.24
000561.SZ,烽火电子,-75.96,-310.22,3.24,-3.79,-3.15,-1.44,,-12.17,35.35,-9.68,-165.25,2.23,,52.16,扣非亏损,扣非亏损,亏损
002324.SZ,普利特,36.55,40.71,2.32,4.4,4.79,2.41,0.38,15.28,13.93,3.28,-48.77,25.71,8.72,59.05,1.58,9.25,7.63
600858.SH,银座股份,16.47,52.84,0.95,2.42,4.41,3.46,,13.73,38.97,2.44,-22.81,0.87,8.11,77.08,60.5,21.8,3.73
600477.SH,杭萧钢构,26.14,34.37,1.37,3.61,4.02,2.04,1.52,51.65,16.93,3.55,-18.22,10.11,,65.26,3.4,9.52,6.5
600236.SH,桂冠电力,17.21,22.52,2.92,10.98,12.6,6.98,3.61,46.61,49.17,33.98,87.3,-2.13,1.21,50.19,-10.57,2.05,1.37
002560.SZ,通达股份,36.91,93.1,1.34,2.49,2.76,2.68,,142.43,8.24,1.82,-37.65,52.34,6.8,44.46,1.78,37.33,13.37
600202.SH,哈空调,972.6,-1745.58,2.24,-1.48,0.17,1.06,,43.06,12.67,0.26,-168.37,17.1,0.1,71.51,扣非亏损,扣非亏损,5721.19
605369.SH,拱东医疗,27.68,31.59,3.13,8.43,8.37,7.44,1.43,49.21,33.35,16.91,70.42,11.11,11.69,15.66,2.84,3.74,3.31
601096.SH,宏盛华源,54.96,72.51,3.01,3.33,4.15,2.54,0.25,30.18,9.11,2.36,104.69,14.22,,54.4,5.1,21.78,13.24
300512.SZ,中亚股份,61.63,656.45,1.92,1.75,2.31,1.55,1.19,12.16,26.88,4.27,-44.5,19.22,2.77,38.27,34.16,374.88,26.68
002867.SZ,周大生,11.68,12.67,2.15,13.3,13.08,13.94,6.26,54.14,20.58,7.89,-20.55,49.34,,24.91,0.26,0.95,0.89
600679.SH,上海凤凰,91.29,110.56,2.73,2.18,2.3,1.81,,30.45,14.24,2.81,109.51,11.95,16.29,33.84,9.25,50.75,39.74
300288.SZ,朗玛信息,98.96,112.02,3.31,2.5,2.51,2.52,0.27,14.05,36.56,14.61,-38.97,7.0,34.52,12.83,16.0,44.85,39.43
605123.SH,派克新材,22.98,25.34,1.73,5.39,5.68,3.72,1.4,38.15,20.61,9.95,-36.34,53.07,,37.58,0.48,4.7,4.05
002984.SZ,森麒麟,11.62,12.95,2.14,13.97,13.83,11.36,1.42,20.07,35.45,27.22,79.43,18.73,,23.73,0.69,0.93,0.84
600894.SH,广日股份,14.53,13.68,1.22,6.1,5.87,3.13,7.35,277.98,14.99,10.73,9.65,3.38,1.87,38.96,4.04,2.24,2.48
688056.SH,莱伯泰科,45.96,79.65,2.66,3.45,4.21,3.73,2.39,33.5,44.87,11.28,14.89,6.41,1.93,11.57,12.42,23.12,10.92
603757.SH,大元泵业,13.4,18.65,2.26,9.21,11.54,7.9,4.95,58.82,30.31,14.67,-37.9,10.02,,42.0,1.86,2.03,1.16
601199.SH,江南水务,15.13,16.46,1.41,7.28,7.03,4.97,2.1,11.02,37.55,26.48,14.32,12.76,,38.25,1.29,2.26,2.15
603998.SH,方盛制药,17.61,30.66,3.36,10.67,14.94,8.06,2.65,16.04,72.86,16.87,33.87,9.26,16.03,47.92,3.31,2.87,1.18
601211.SH,国泰君安,14.32,18.5,1.2,5.42,5.97,,2.69,26.63,,34.18,13.98,2.12,2.35,81.44,8.71,3.41,2.4
603040.SH,新坐标,14.99,17.44,2.42,11.39,12.39,11.96,2.1,24.49,52.45,33.85,15.22,15.85,0.08,12.78,1.1,1.53,1.21
300993.SZ,玉马遮阳,18.75,18.99,2.33,9.0,9.11,9.28,1.64,35.01,40.61,23.26,7.49,20.5,,8.69,0.93,2.11,2.06
688375.SH,国博电子,85.93,76.5,5.84,4.98,4.98,3.6,0.79,124.29,36.39,16.9,-27.25,18.14,,25.29,4.22,15.35,17.25
603128.SH,华贸物流,12.91,17.28,1.34,7.86,7.91,6.69,4.47,50.11,10.88,3.39,-11.72,10.22,22.29,41.7,1.69,2.2,1.63
300737.SZ,科顺股份,38.98,-15.18,1.34,0.08,2.51,1.5,,94.59,23.04,2.33,-50.23,8.95,0.47,65.53,扣非亏损,扣非转亏,15.53
000905.SZ,厦门港务,19.84,45.5,1.01,1.46,3.85,3.33,1.39,30.49,2.6,1.31,-20.91,15.85,0.37,53.46,2.87,31.17,5.15
000937.SZ,冀中能源,13.42,11.65,1.0,5.46,5.59,4.74,8.4,70.56,35.89,10.66,-50.11,11.47,0.38,52.48,1.02,2.13,2.4
300320.SZ,海达股份,48.25,47.69,3.28,5.12,5.21,4.31,0.32,14.0,18.1,5.18,29.37,6.57,7.08,36.2,7.26,9.32,9.26
002009.SZ,天奇股份,-72.16,-22.8,2.64,-5.19,-2.76,0.15,,-10.25,13.37,-2.73,69.75,1.15,16.99,64.27,扣非亏损,扣非亏损,亏损
603630.SH,拉芳家化,39.51,56.52,1.48,2.6,2.79,2.23,1.5,29.96,47.39,8.12,-27.4,-3.53,,11.54,-16.0,21.72,14.16
002734.SZ,利民股份,41.86,42.05,1.15,1.24,1.88,2.21,2.51,166.75,18.13,1.76,198.44,-0.65,1.24,60.02,-64.8,33.81,22.27
600315.SH,上海家化,55.44,88.15,1.56,1.56,2.1,1.84,1.09,8.47,59.41,3.63,-59.74,-1.83,27.97,31.15,-48.16,56.64,26.4
601318.SH,中国平安,6.53,9.41,1.14,12.39,13.1,,6.03,22.57,,18.06,27.33,-1.74,3.45,89.79,-5.4,0.76,0.5
603768.SH,常青股份,39.28,42.46,1.5,2.67,3.47,2.25,,69.29,16.05,2.87,-26.51,12.94,,57.02,3.28,15.91,11.32
300861.SZ,美畅股份,33.22,28.31,1.89,3.75,4.3,4.59,0.45,17.41,24.57,15.39,-81.72,58.21,0.12,9.81,0.49,7.56,7.73
301300.SZ,远翔新材,40.99,48.4,2.28,4.0,4.1,3.24,1.26,95.77,21.11,9.6,20.08,8.01,,18.51,6.05,12.1,10.0
872541.BJ,铁大科技,51.27,38.91,4.21,5.34,6.37,4.5,3.24,70.66,47.21,15.46,39.27,14.49,,28.64,2.69,7.29,8.05
001336.SZ,楚环科技,55.75,49.5,2.06,2.3,2.78,2.0,0.35,12.8,34.57,7.95,5.24,7.88,,36.53,6.28,21.55,20.05
601238.SH,广汽集团,603.27,-41.61,0.85,-1.63,0.1,-0.27,1.71,20.72,6.13,-0.67,-146.49,27.6,0.05,45.28,扣非亏损,扣非亏损,6032.74
002353.SZ,杰瑞股份,18.05,17.07,1.91,7.08,8.09,5.94,1.74,11.29,35.02,20.49,-8.66,19.25,0.42,39.95,0.89,2.41,2.23
301505.SZ,苏州规划,105.49,39.36,2.39,1.25,1.67,1.14,2.2,23.97,37.08,8.69,-46.73,3.78,1.1,25.26,10.41,31.51,63.17
301168.SZ,通灵股份,41.11,49.4,1.82,2.84,3.35,2.83,0.36,15.76,17.14,7.19,-54.53,22.63,0.09,36.16,2.18,17.4,12.27
688318.SH,财富趋势,171.84,138.9,9.51,3.18,4.11,3.93,0.63,20.05,82.04,68.49,-33.09,17.72,,6.01,7.84,43.7,41.81
300658.SZ,延江股份,43.28,139.8,1.4,1.99,2.42,2.52,0.52,47.15,18.04,3.44,12.3,-6.96,0.38,48.56,-20.07,70.4,17.88
300470.SZ,中密控股,21.68,22.74,3.07,9.91,10.32,9.97,2.65,58.63,47.61,23.78,13.6,14.17,6.22,19.92,1.61,2.29,2.1
600895.SH,张江高科,78.89,76.64,4.28,4.03,4.03,1.96,0.98,30.24,58.55,29.85,-33.28,55.43,,70.35,1.38,19.01,19.58
000338.SZ,潍柴动力,10.92,12.05,1.42,9.3,10.14,3.82,3.8,54.93,21.86,6.39,36.73,1.62,20.38,64.73,7.43,1.3,1.08
002075.SZ,沙钢股份,125.69,-724.66,2.76,-0.13,1.58,0.48,1.31,52.72,4.66,1.0,-121.88,3.65,,63.49,扣非亏损,扣非亏损,79.55
600938.SH,中国海油,7.98,8.53,1.73,16.73,16.43,14.95,5.44,40.36,54.45,35.79,21.07,42.88,2.07,33.24,0.2,0.51,0.49
301036.SZ,双乐股份,40.82,45.19,3.23,5.62,6.03,5.95,1.35,44.93,16.82,8.31,369.89,2.19,,10.42,20.65,8.04,6.77
603817.SH,海峡环保,13.62,19.56,1.14,5.78,6.21,4.21,0.86,20.22,41.83,18.58,20.38,13.24,,55.93,1.48,3.38,2.19
600837.SH,海通证券,-180.97,-36.15,0.99,-0.6,-0.41,,1.07,40.88,,-1.64,-126.12,-12.81,2.04,75.55,扣非亏损,扣非亏损,亏损
002363.SZ,隆基机械,61.65,90.19,1.43,1.53,1.72,0.85,0.98,72.89,9.48,1.97,8.55,12.23,0.32,34.78,7.38,59.07,35.84
002833.SZ,弘亚数控,12.32,13.99,2.7,15.44,16.04,12.83,6.76,42.23,32.59,21.21,-6.85,18.72,,27.33,0.75,0.91,0.77
688317.SH,之江生物,-211.03,-18.34,0.97,-0.51,-0.34,-1.95,,80.3,72.4,-9.46,-177.13,-24.87,0.14,4.14,扣非亏损,扣非亏损,亏损
600039.SH,四川路桥,10.57,11.22,1.48,10.38,10.24,3.33,6.9,10.09,15.76,6.8,-39.12,16.21,,79.55,0.69,1.08,1.03
688679.SH,通源环境,147.9,154.95,1.19,0.41,0.61,0.61,0.57,49.85,18.06,0.74,-81.25,20.73,,60.41,7.47,376.27,242.45
300855.SZ,图南股份,30.87,32.74,5.38,13.58,13.53,12.47,0.99,20.67,35.83,23.91,2.94,36.59,,20.85,0.89,2.41,2.28
002818.SZ,富森美,13.75,13.68,1.77,9.31,9.22,9.09,8.67,88.1,68.14,51.86,-10.01,5.01,,18.7,2.73,1.47,1.49
002932.SZ,明德生物,42.68,-22.03,0.78,-0.66,1.35,1.0,0.52,10.27,51.79,27.64,-185.76,124.76,,10.54,扣非亏损,扣非亏损,31.62
300394.SZ,天孚通信,54.67,56.92,18.39,26.94,27.39,25.2,1.09,42.34,58.21,40.83,126.15,32.04,0.76,16.9,1.78,2.11,2.0
601555.SH,东吴证券,17.27,20.11,1.04,4.56,4.55,,2.57,31.98,,21.77,5.87,15.56,0.79,77.08,1.29,4.41,3.8
600180.SH,瑞茂通,30.11,24.9,0.64,3.51,1.59,1.19,1.48,10.03,4.08,0.59,5.83,6.33,,77.33,3.94,7.09,18.94
300941.SZ,创识科技,144.13,74.0,4.31,2.11,2.23,2.14,0.58,21.24,43.43,20.21,-15.5,-23.8,,5.64,-3.11,35.13,64.63
