证券代码,证券名称,流通市值,总市值,最新价,涨跌幅,振幅,成交额,换手率,明星股,高分红,中概股,中概种类,SEC摘牌,SPAC,空壳公司,所属概念,三级行业,二级行业,一级行业,上市板块,异动值
ATSG,美国航空运输服务,8.65,8.65,13.17,5.61,6.42,0.07,0.85,,,,,,,,"物流,航空租赁",航空货运与物流,运输,工业,Nasdaq Global Select Market,0.1486072364800755
DAVE,Dave,4.53,4.53,36.99,5.6,11.76,0.06,1.3,,,,,,,,,应用软件,软件,科技,Nasdaq Global Market,0.3453501124535138
NGVT,Ingevity,17.33,17.33,47.77,5.57,5.61,0.15,0.89,,,,,,,,,特种化学制品,化学制品,原材料,主板,0.22109445225217644
GPS,盖普,106.38,106.38,28.48,5.52,5.97,3.65,3.47,,,,,,,,品牌服饰,服装零售,零售业,可选消费,主板,4.036377142312848
GCT,大健云仓,12.43,12.43,30.47,5.51,11.15,1.04,8.4,,,,,,,,,大卖场与超市,零售业,可选消费,Nasdaq Global Market,4.20475907499142
AIP,Arteris,2.76,2.76,7.29,5.5,7.96,0.02,0.61,,,,,,,,,半导体产品,半导体,科技,Nasdaq Global Market,0.07990432275507739
VRT,Vertiv,313.64,313.64,82.11,5.49,4.65,9.11,2.88,,,,,,,,,电气部件与设备,资本品,工业,主板,7.544385024385434
GSIW,一盈证券,1.35,1.35,8.87,5.47,7.49,0.01,0.8,,,,,,,,次新上市股,投资银行业与经纪业,综合金融,金融,Nasdaq Capital Market,0.0461284824207734
AUGX,Augmedix,2.02,2.02,4.25,5.46,8.93,0.02,0.98,,,,,,,,,互动媒体与服务,媒体娱乐,科技,Nasdaq Capital Market,0.10293614398568882
FTCI,FTC Solar,0.73,0.73,0.58,5.45,12.73,0.01,1.13,,,,,,,,,电子设备和仪器,计算机设备,科技,Nasdaq Global Market,0.11177650041706765
VNO,沃那多房产信托,54.7,54.7,28.73,5.43,6.2,0.69,1.26,,,,,,,,财产管理,零售业REIT,股权房地产投资信托 (REITs),房地产,主板,0.9088235257956984
TG,特里迪加,2.08,2.08,6.05,5.4,5.05,0.01,0.7,,,,,,,,,商品化工,化学制品,原材料,主板,0.025716010676827168
COHR,Coherent,96.01,96.01,63.24,5.38,5.42,1.56,1.62,,,,,,,,,电子元件,计算机设备,科技,主板,1.536984742350761
CMC,美国工商五金,68.45,68.45,59.0,5.34,7.7,1.76,2.59,,,,,,,,钢铁,钢铁,金属与采矿,原材料,主板,2.98220246191953
ARRY,Array Technologies,21.23,21.23,14.03,5.33,8.86,1.35,6.28,,,,,,,,,电子设备和仪器,计算机设备,科技,Nasdaq Global Market,3.5291707548286775
CGON,CG Oncology,24.87,24.87,41.12,5.3,9.48,0.25,1.02,,,,,,,,次新上市股,制药,制药,医疗保健,Nasdaq Global Market,0.6897425875460417
CYH,Community Health Systems,4.9,4.9,3.58,5.29,5.29,0.14,2.8,,,,,,,,医疗保健,保健护理机构,医疗保健设备与服务,医疗保健,主板,0.26792264769356633
CIX,CompX国际,4.67,4.67,37.9,5.28,12.28,0.01,0.18,,,,,,,,,工业机械,资本品,工业,主板,0.06035874403550319
FLL,Full House Resorts,1.73,1.73,4.99,5.27,7.59,0.01,0.85,,,,,,,,,赌场与赌博,酒店餐饮,可选消费,Nasdaq Capital Market,0.043451191560403064
ORN,Orion Group,2.86,2.86,8.8,5.26,8.01,0.04,1.47,,,,,,,,,建筑与工程,资本品,工业,主板,0.1593622754710622
GMDA,Gamida Cell,0.53,0.53,0.4,5.26,13.16,0.01,1.74,,,,,,,,生物医药,生物科技,生物科技,医疗保健,Nasdaq Global Market,0.12678719511674
CDTX,Cidara Therapeutics,0.72,0.72,0.8,5.26,5.26,0.01,0.82,,,,,,,,,制药,制药,医疗保健,Nasdaq Capital Market,0.03416078719362498
ASPI,ASP Isotopes,2.35,2.35,4.81,5.25,8.75,0.04,1.64,,,,,,,,,特种化学制品,化学制品,原材料,Nasdaq Capital Market,0.19093770333011606
DHC,Diversified Healthcare Trust,6.3,6.3,2.62,5.22,5.22,0.05,0.78,,,,,,,,,医疗保健REIT,股权房地产投资信托 (REITs),房地产,Nasdaq Global Select Market,0.08723692442695662
GAU,Galiano Gold,2.72,2.72,1.21,5.22,5.22,0.01,0.4,,,,,,,,黄金,贵重金属与矿石,金属与采矿,原材料,主板,0.022531037070678394
CGEM,Cullinan Oncology,7.04,7.04,16.34,5.22,4.76,0.09,1.27,,,,,,,,,制药,制药,医疗保健,Nasdaq Global Select Market,0.1521109194015128
KSS,柯尔百货,30.5,30.5,27.5,5.2,6.24,1.39,4.57,,,,,,,,现代服务业,大卖场与超市,零售业,可选消费,主板,2.0836279784583764
TCBP,TC BioPharm (Holdings),0.04,0.04,1.62,5.19,14.94,0.01,35.73,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Capital Market,0.20500995230960653
BMA,Banco Macro SA ADR,32.41,32.41,50.69,5.17,7.59,0.26,0.82,,,,,,,,,区域性银行,银行,金融,主板,0.5021943472500389
IRS,IRSA Inversiones y Representaci,6.78,6.78,9.18,5.15,7.22,0.03,0.46,,,,,,,,,零售业REIT,股权房地产投资信托 (REITs),房地产,主板,0.08001588253451945
AKBA,Akebia Therapeutics,4.27,4.27,2.04,5.15,7.22,0.13,3.12,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Capital Market,0.3974721325753754
WOR,Worthington Industries,33.49,33.49,66.98,5.15,14.03,0.55,1.64,,,,,,,,,钢铁,金属与采矿,原材料,主板,2.378852472487146
DC,Dakota Gold,1.96,1.96,2.26,5.12,5.58,0.01,0.29,,,,,,,,,多种金属与采矿,金属与采矿,原材料,主板,0.027424199402008284
HRTG,Heritage Insurance,3.12,3.12,10.34,5.08,6.5,0.07,2.17,,,,,,,,,多元化保险,保险,金融,主板,0.20439497442082472
UFPT,UFP Technologies,18.14,18.14,237.41,5.07,6.76,0.23,1.29,,,,,,,,,医疗保健设备,医疗保健设备与服务,医疗保健,Nasdaq Capital Market,0.4331442179727917
OPEN,Opendoor Technologies,21.27,21.27,3.13,5.03,5.37,0.66,3.11,,,,,,,,房地产服务,房地产服务,房地产管理和开发,房地产,Nasdaq Global Select Market,0.872182823660884
ATRO,Astronics,6.56,6.56,18.99,5.03,4.42,0.03,0.46,,,,,,,,军工,航天航空与国防,资本品,工业,Nasdaq Global Select Market,0.04913121282523716
WDC,西部数据,207.7,207.7,63.74,4.97,3.77,7.52,3.56,,,,,,,,"固态硬盘,苹果股,华为海外供应商,信息技术",电脑硬件,计算机设备,科技,Nasdaq Global Select Market,5.773598127393356
CRNT,Ceragon网络,2.68,2.68,3.17,4.97,4.64,0.03,1.29,,,,,,,,,通信设备,计算机设备,科技,Nasdaq Global Select Market,0.06341956156655944
QUAD,Quad/Graphics,2.77,2.77,5.29,4.96,6.75,0.02,0.55,,,,,,,,,商业印刷,商业服务,工业,主板,0.06383231691123377
VIRT,Virtu Financial,31.81,31.81,20.12,4.96,5.63,0.32,1.02,,,,,,,,,投资银行业与经纪业,综合金融,金融,Nasdaq Global Select Market,0.41254484827822446
RLMD,Relmada Therapeutics,1.41,1.41,4.66,4.95,15.09,0.03,2.16,,,,,,,,,制药,制药,医疗保健,Nasdaq Capital Market,0.3444618824352207
MTZ,MasTec,71.96,71.96,90.76,4.95,4.35,0.79,1.11,,,,,,,,,建筑与工程,资本品,工业,主板,0.7229554468943818
RXST,RxSight,18.91,18.91,51.12,4.95,5.87,0.27,1.41,,,,,,,,,医疗保健用品,医疗保健设备与服务,医疗保健,Nasdaq Global Market,0.4148812482539692
PKST,Peakstone Realty Trust,6.04,6.04,16.64,4.92,7.38,0.03,0.43,,,,,,,,,房地产经营公司,房地产管理和开发,房地产,主板,0.08521995905723107
JFIN,嘉银科技,4.02,4.02,7.48,4.91,6.31,0.01,0.22,,,中概股,回港中概股,,,,,消费信贷,综合金融,金融,Nasdaq Global Select Market,0.025917645403837695
TGLS,Tecnoglass,24.86,24.86,52.9,4.9,5.22,0.26,1.05,,,,,,,,,建筑材料,建筑材料,原材料,主板,0.3187142931385364
AMPS,Altus Power,7.91,7.91,4.94,4.88,5.73,0.06,0.81,,,,,,,,,电力公用事业,电力,公用事业,主板,0.11167331530912065
GEO,GEO惩教集团,18.59,18.59,14.74,4.84,4.77,0.88,4.78,,,,,,,,WSB,安全和报警服务,商业服务,工业,主板,1.0385454932879972
ZG,Zillow Group,30.95,117.48,50.32,4.83,4.85,0.56,1.82,,,,,,,,,房地产服务,房地产管理和开发,房地产,Nasdaq Global Select Market,0.45623874565246636
RKT,Rocket Companies,280.97,280.97,14.15,4.81,5.93,0.68,0.24,明星股,,,,,,,WSB,抵押房地产投资信托,综合金融,金融,主板,0.6367565814667224
IMVT,Immunovant,48.08,48.08,33.09,4.81,12.77,1.18,2.43,,,,,,,,,制药,制药,医疗保健,Nasdaq Capital Market,4.189872700050137
ARCB,ArcBest,32.47,32.47,138.16,4.81,4.86,0.59,1.83,,,,,,,,,地面货运,运输,工业,Nasdaq Global Select Market,0.6171657464023026
DEI,道格拉斯艾美特,23.83,23.83,14.24,4.78,4.56,0.31,1.31,,,,,,,,,办公REIT,股权房地产投资信托 (REITs),房地产,主板,0.33928269294993174
WETH,伟易达,0.55,0.55,4.61,4.77,11.59,0.01,1.51,,,,,,,,,电子设备和仪器,计算机设备,科技,Nasdaq Capital Market,0.10640727891992163
KULR,KULR Technology Group,0.29,0.29,0.22,4.76,23.81,0.05,16.26,,,,,,,,电子元件,电子元件,计算机设备,科技,主板,1.5394009552345014
UWMC,UWM,119.58,119.58,7.49,4.76,5.59,0.19,0.16,,,,,,,,,商业与住宅抵押贷款金融,综合金融,金融,主板,0.18804289477430233
WIRE,Encore Wire,39.19,39.19,248.63,4.75,3.6,0.41,1.05,,,,,,,,,电气部件与设备,资本品,工业,Nasdaq Global Select Market,0.399150742497649
STTK,Shattuck Labs,4.71,4.71,9.92,4.75,6.23,0.03,0.69,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Select Market,0.07281617320014484
Z,Zillow Group,88.13,119.65,51.25,4.74,4.74,4.42,5.07,,,,,,,,,房地产服务,房地产管理和开发,房地产,Nasdaq Global Select Market,3.4761944528417112
TSHA,Taysha Gene Therapies,5.8,5.8,3.1,4.73,15.54,0.32,5.4,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Market,2.459210627691214
PLL,Piedmont Lithium,2.5,2.5,12.93,4.7,4.37,0.08,3.06,,,,,,,,,多种金属与采矿,金属与采矿,原材料,Nasdaq Capital Market,0.15987788130386232
NBTB,NBT Bancorp,16.93,16.93,35.9,4.7,2.97,0.14,0.82,,,,,,,,,区域性银行,银行,金融,Nasdaq Global Select Market,0.16217578955234438
JOE,圣乔,33.34,33.34,57.11,4.67,4.8,0.15,0.44,,,,,,,,,房地产开发,房地产管理和开发,房地产,主板,0.1533285734030524
BIO,Bio Rad实验室-A,82.44,100.38,351.99,4.67,4.56,0.74,0.9,,,,,,,,,生命科学工具和服务,生命科学工具和服务,医疗保健,主板,0.5876141097077072
DHT,DHT控股,18.46,18.46,11.44,4.67,3.39,0.4,2.18,,,,,,,,,海运,运输,工业,主板,0.44973712666041743
JELD,JELD-WEN Holding,17.37,17.37,20.2,4.66,4.66,0.13,0.72,,,,,,,,,建筑产品,资本品,工业,主板,0.14787314669007443
INBK,First Internet Bancorp,2.89,2.89,33.38,4.64,5.11,0.01,0.5,,,,,,,,,区域性银行,银行,金融,Nasdaq Global Select Market,0.021458222662851762
GTLB,Gitlab,94.33,94.33,59.87,4.63,4.75,2.56,2.72,,,,,,,,,应用软件,软件,科技,Nasdaq Global Select Market,2.1049097807190487
FSP,Franklin Street Properties,2.36,2.36,2.28,4.59,4.59,0.02,0.67,,,,,,,,,办公REIT,股权房地产投资信托 (REITs),房地产,主板,0.039375073262634036
CDXC,ChromaDex,2.41,2.41,3.2,4.58,9.48,0.02,0.69,,,,,,,,,制药,制药,医疗保健,Nasdaq Capital Market,0.10539424144038277
SRRK,Scholar Rock Holding,13.39,13.39,17.2,4.56,9.48,0.42,3.21,,,,,,,,,制药,制药,医疗保健,Nasdaq Global Select Market,1.3441403662878455
DYN,Dyne Therapeutics,23.92,23.92,29.18,4.55,6.84,0.3,1.28,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Select Market,0.5381634526286249
CRDO,Credo Technology Group Holding ,35.3,35.3,21.62,4.55,6.62,0.56,1.56,,,,,,,,,半导体产品,半导体,科技,Nasdaq Global Select Market,0.8820661372142429
TRVI,Trevi Therapeutics,2.55,2.55,3.7,4.52,24.86,0.02,0.88,,,,,,,,,制药,制药,医疗保健,Nasdaq Global Market,0.3598357615425387
FREY,FREYR Battery,2.26,2.26,1.62,4.52,7.74,0.03,1.17,,,,,,,,,电气部件与设备,资本品,工业,主板,0.12296015375214743
OPK,OPKO健康,6.48,6.48,0.93,4.49,13.48,0.2,3.11,,,,,,,,,制药,制药,医疗保健,Nasdaq Global Select Market,1.2379347073834088
TNC,坦能,22.67,22.67,121.76,4.47,4.68,0.27,1.2,,,,,,,,,工业机械,资本品,工业,主板,0.2901653650390497
FORM,FormFactor,34.03,34.03,43.86,4.45,3.72,0.18,0.53,,,,,,,,,半导体产品,半导体,科技,Nasdaq Global Select Market,0.1646991905144201
FAF,第一美国,60.83,60.83,59.0,4.44,2.64,0.68,1.12,,,,,,,,,财产与意外伤害保险,保险,金融,主板,0.5514565843724398
BLBD,Blue Bird,11.67,11.67,36.25,4.44,5.1,0.19,1.67,,,,,,,,汽车制造,汽车制造商,汽车,可选消费,Nasdaq Global Market,0.2709387471329254
FLEX,伟创力,119.23,119.23,28.31,4.43,3.47,1.91,1.61,,,,,,,,"电子元件,华为海外供应商,信息技术",电子制造服务,计算机设备,科技,Nasdaq Global Select Market,1.3666669709104535
RSI,Rush Street Interactive,14.25,14.25,6.39,4.41,16.34,0.24,1.66,,,,,,,,博彩,赌场与赌博,酒店餐饮,可选消费,主板,1.5409632119805974
AMWD,美国伍德马克,16.21,16.21,102.31,4.4,6.03,0.2,1.22,,,,,,,,,林业产品,纸类与林业产品,原材料,Nasdaq Global Select Market,0.3309963637792134
LNW,Light & Wonder,96.3,96.3,107.2,4.39,4.3,0.89,0.93,,,,,,,,,赌场与赌博,酒店餐饮,可选消费,Nasdaq Global Select Market,0.6525774980489932
INVZ,Innoviz Technologies,2.37,2.37,1.43,4.38,6.57,0.02,1.0,,,,,,,,激光雷达,应用软件,软件,科技,Nasdaq Capital Market,0.06463595126670989
OLLI,Ollie's Bargain Outlet,49.05,49.05,79.63,4.38,4.9,1.08,2.2,,,,,,,,,大卖场与超市,零售业,可选消费,Nasdaq Global Market,1.0491657898939457
ELTK,Eltek,0.78,0.78,11.69,4.38,6.52,0.02,1.95,,,,,,,,电子元件,电子设备和仪器,计算机设备,科技,Nasdaq Capital Market,0.0898610692851196
ALTR,Altair Engineering,71.6,71.6,86.8,4.36,4.39,0.49,0.68,,,,,,,,,应用软件,软件,科技,Nasdaq Global Select Market,0.3791917833189837
DIOD,Diodes,31.76,31.76,69.14,4.36,2.87,0.31,0.99,,,,,,,,苹果股,半导体产品,半导体,科技,Nasdaq Global Select Market,0.27969960248362313
GS,高盛,1342.6,1342.6,413.71,4.35,3.77,18.96,1.42,明星股,高分红,,,,,,财产管理,投资银行业与经纪业,综合金融,金融,主板,9.331493407068871
FCEL,燃料电池能源,5.42,5.42,1.2,4.35,6.96,0.2,3.72,,,,,,,,氢能源,新能源发电业者,电力,公用事业,Nasdaq Global Market,0.541617461049649
WRBY,Warby Parker,15.04,15.04,12.73,4.34,5.0,0.21,1.4,,,,,,,,,医疗保健用品,医疗保健设备与服务,医疗保健,主板,0.2731001748274389
HEES,HE设备服务,23.07,23.07,63.26,4.34,4.29,0.19,0.81,,,,,,,,,工业集团企业,资本品,工业,Nasdaq Global Select Market,0.18287569672745588
ABOS,Acumen Pharmaceuticals,2.51,2.51,4.33,4.34,5.54,0.01,0.56,,,,,,,,,制药,制药,医疗保健,Nasdaq Global Select Market,0.02510091582250936
YPF,阿根廷YPF,79.41,79.41,20.19,4.29,4.75,0.72,0.92,,,,,,,,能源,石油与天然气的炼制和营销,石油,能源,主板,0.6107102319743644
BLUE,蓝鸟生物,2.81,2.81,1.46,4.29,7.86,0.09,3.07,,,,,,,,"CAR-T,生物医药,基因编辑",生物科技,生物科技,医疗保健,Nasdaq Global Select Market,0.35149816395863487
IBP,Installed Building Products,72.99,72.99,257.3,4.28,4.03,0.77,1.05,,,,,,,,,家庭装潢零售,零售业,可选消费,主板,0.5728276263086833
MTRN,Materion,28.53,28.53,138.21,4.28,3.93,0.19,0.66,,,,,,,,,贵重金属与矿石,金属与采矿,原材料,主板,0.17095221604275262
MTSI,MACOM Technology Solutions Hold,70.83,70.83,98.28,4.28,3.08,0.52,0.73,,,,,,,,,半导体产品,半导体,科技,Nasdaq Global Select Market,0.38901768207049897
CNM,Core & Main,116.55,116.55,57.88,4.27,4.16,1.66,1.44,,,,,,,,,贸易公司与经销商,资本品,工业,主板,1.1320408010823924
OIS,Oil States International,3.93,3.93,6.12,4.26,4.94,0.09,2.39,,,,,,,,,石油天然气设备与服务,油服工程,能源,主板,0.16739940986577034
TVTX,Travere Therapeutics,6.16,6.16,8.09,4.25,8.89,0.08,1.35,,,,,,,,,制药,制药,医疗保健,Nasdaq Global Market,0.290261346867718
ALXO,ALX Oncology,6.27,6.27,12.51,4.25,5.42,0.07,1.16,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Select Market,0.12885759972201008
RVMD,Revolution Medicines,53.41,53.41,32.43,4.21,4.72,0.46,0.86,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Select Market,0.416955137161221
GTLS,查特工业,66.55,66.55,157.4,4.2,4.42,0.9,1.36,,,,,,,,,工业机械,资本品,工业,主板,0.7129263602584537
AEO,美鹰傲飞,51.02,51.02,25.88,4.19,3.58,1.8,3.56,,,,,,,,,服装零售,零售业,可选消费,主板,1.3918299748917915
QSG,量子之歌,2.12,2.12,3.75,4.17,7.78,0.01,0.54,,,,,,,,,教育服务,社会服务,可选消费,Nasdaq Global Market,0.042120212668309634
HONE,HarborOne Bancorp,4.75,4.75,10.5,4.17,4.37,0.03,0.74,,,,,,,,,综合性银行,银行,金融,Nasdaq Global Select Market,0.044342483444964095
SLI,Standard Lithium,2.24,2.24,1.26,4.13,7.44,0.02,0.84,,,,,,,,,特种化学制品,化学制品,原材料,主板,0.07792847788964567
DECK,德克斯户外,244.6,244.6,952.94,4.13,4.58,4.15,1.71,,,,,,,,"体育,ESG",鞋类,纺织服装,可选消费,主板,2.7702572482917303
GRWG,GrowGeneration,1.24,1.24,2.02,4.12,4.64,0.02,1.71,,,,,,,,大麻股,家庭装潢零售,零售业,可选消费,Nasdaq Capital Market,0.04895268365769145
SITE,SiteOne Landscape Supply,83.87,83.87,185.81,4.09,4.74,0.79,0.94,,,,,,,,,贸易公司与经销商,资本品,工业,主板,0.6614790475960484
NRXP,NRX Pharmaceuticals,0.47,0.47,0.51,4.08,12.24,0.01,1.13,,,,,,,,,制药,制药,医疗保健,Nasdaq Capital Market,0.11867011197548205
AOSL,阿尔法和欧米伽半导体,6.28,6.28,22.22,4.07,7.49,0.04,0.7,,,,,,,,,半导体产品,半导体,科技,Nasdaq Global Select Market,0.11462326955056278
SPT,Sprout Social,33.56,33.56,59.66,4.06,4.01,0.33,0.98,,,,,,,,,应用软件,软件,科技,Nasdaq Capital Market,0.2659715384909487
TER,泰瑞达,170.61,170.61,111.45,4.05,3.87,2.86,1.67,,,,,,,,半导体,材料与设备,半导体,科技,Nasdaq Global Select Market,1.698012871137704
IESC,IES,23.24,23.24,114.94,4.05,4.95,0.14,0.59,,,,,,,,,建筑与工程,资本品,工业,Nasdaq Global Market,0.1618280375987385
KMX,车美仕,136.51,136.51,86.44,4.04,3.83,1.94,1.42,,,,,,,,汽车制造,汽车零售,零售业,可选消费,主板,1.1906804597413503
ACU,Acme United,1.57,1.57,43.07,4.03,6.5,0.01,0.67,,,,,,,,,建筑产品,资本品,工业,主板,0.036288370734651784
CLMB,Climb Global Solutions,3.25,3.25,71.23,4.03,3.64,0.01,0.3,,,,,,,,,应用软件,软件,科技,Nasdaq Global Market,0.014805947725310986
BROS,Dutch Bros,63.1,63.1,35.62,4.03,5.61,0.84,1.34,,,,,,,,餐饮连锁,餐馆,酒店餐饮,可选消费,主板,0.9377632923535943
PBI,必能宝,7.77,7.77,4.4,4.02,5.2,0.07,0.9,,,,,,,,"软件外包,物流,WSB",办公服务与用品,商业服务,工业,主板,0.11445335822375709
CEPU,Central Puerto SA ADR,14.53,14.53,9.66,3.98,8.07,0.09,0.66,,,,,,,,,独立电力生产商与能源贸易商,电力,公用事业,主板,0.22747192746410902
CNS,科恩-斯蒂尔斯金融,37.69,37.69,76.1,3.96,4.07,0.12,0.31,,,,,,,,,资产管理与托管银行,综合金融,金融,主板,0.09470230633500909
MGX,Metagenomi,4.24,4.24,11.31,3.95,5.15,0.01,0.17,,,,,,,,次新上市股,生物科技,生物科技,医疗保健,Nasdaq Global Select Market,0.019259731535156935
TLSI,TriSalus Life Sciences,2.5,2.5,9.47,3.95,9.88,0.01,0.22,,,,,,,,,生命科学工具和服务,生命科学工具和服务,医疗保健,Nasdaq Global Market,0.055028055131162754
NOTV,Inotiv,2.58,2.58,10.0,3.95,6.44,0.04,1.56,,,,,,,,,生命科学工具和服务,生命科学工具和服务,医疗保健,Nasdaq Capital Market,0.12244563993706668
SLDP,Solid Power,2.86,2.86,1.58,3.95,8.55,0.04,1.57,,,,,,,,固态电池,电子元件,计算机设备,科技,Nasdaq Global Select Market,0.17395718400778065
ELEV,Elevation Oncology,2.19,2.19,4.51,3.92,8.99,0.02,0.93,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Select Market,0.10122775412086361
KLG,WK Kellogg Co,15.5,15.5,18.06,3.91,4.43,0.17,1.11,,,,,,,,,食品分销商,零售业,可选消费,主板,0.18515899916272294
SPWH,Sportsman’s Warehouse,1.2,1.2,3.2,3.9,8.77,0.03,2.52,,,,,,,,,休闲用品,耐用商品,可选消费,Nasdaq Global Select Market,0.17741436381051368
NAT,Nordic American Tankers,8.35,8.35,4.0,3.9,4.42,0.15,1.81,,,,,,,,,石油与天然气的储存和运输,石油,能源,主板,0.1914455826939616
CORZ,Core Scientific,6.16,6.16,3.47,3.89,8.68,0.11,1.88,,,,,,,,,应用软件,软件,科技,Nasdaq Global Market,0.3865497558641181
BTSG,BrightSpring Health Services In,16.01,16.01,9.35,3.89,5.44,0.06,0.38,,,,,,,,次新上市股,保健护理服务,医疗保健设备与服务,医疗保健,Nasdaq Global Select Market,0.08640031369280292
REAX,The Real Brokerage,5.47,5.47,2.95,3.87,7.04,0.01,0.16,,,,,,,,房地产服务,房地产服务,房地产管理和开发,房地产,Nasdaq Capital Market,0.027430545890253816
SHLS,Shoals Technologies Group,21.65,21.65,12.71,3.84,6.05,0.41,1.89,,,,,,,,,电子设备和仪器,计算机设备,科技,Nasdaq Global Market,0.6361979119224742
OTLK,Outlook Therapeutics,0.92,0.92,7.04,3.83,13.86,0.02,2.13,,,,,,,,,制药,制药,医疗保健,Nasdaq Global Market,0.23398340402572634
DDD,3D系统,6.16,6.16,4.61,3.83,7.43,0.07,1.14,,,,,,,,3D打印,电脑硬件,计算机设备,科技,主板,0.19953027153330535
AXL,美国车桥,8.58,8.58,7.33,3.82,5.52,0.18,2.12,,,,,,,,,汽车零件与设备,汽车,可选消费,主板,0.3110839334568617
VYX,NCR Voyix,19.62,19.62,13.6,3.82,4.27,0.35,1.8,,,,,,,,信息技术,应用软件,软件,科技,主板,0.34186902466421293
SRTS,Sensus Healthcare,0.62,0.62,3.81,3.81,5.45,0.01,0.87,,,,,,,,,医疗保健设备,医疗保健设备与服务,医疗保健,Nasdaq Capital Market,0.037335887470869064
WSO,华斯科,149.06,173.49,439.25,3.8,3.87,1.63,1.09,,,,,,,,,贸易公司与经销商,资本品,工业,主板,0.9046178729873405
SRI,石通瑞吉,4.89,4.89,17.74,3.8,4.62,0.02,0.38,,,,,,,,传感器,汽车零件与设备,汽车,可选消费,主板,0.031694399232648975
