证券代码,证券名称,最新价,涨跌额,涨跌幅,开盘价,最高价,最低价,昨收价,成交额,总市值,name,market,一级行业,二级行业,三级行业
BMY,布卢姆斯伯里出版,390.5,-3.0,-0.76,400.0,400.0,386.0,393.5,0.0,3.19,BMY,uk,消费,可选消费,出版：书籍/杂志
AUTO,AUTO TRADER GROUP PLC ORD 1P,620.2,-4.8,-0.77,619.8,622.8,611.8,625.0,0.15,56.84,AUTO,uk,科技,IT技术,互联网
KGF,翠丰集团,218.7,-1.7,-0.77,219.2,219.9,216.5,220.4,0.1,41.48,KGF,uk,消费,零售,家居装修
TSCO,乐购,268.8,-2.1,-0.78,270.3,272.3,267.5,270.9,0.5,191.32,TSCO,uk,消费,零售,食品零售
AVCT,AVACTA GROUP PLC ORD 10P,128.0,-1.0,-0.78,129.0,130.0,128.0,129.0,0.03,3.59,AVCT,uk,消费,商业服务,综合商业
CURY,CURRYS PLC ORD 0.1P,48.5,-0.38,-0.78,49.04,49.3,47.68,48.88,0.02,5.5,CURY,uk,消费,经销商,批发经销商
TBLD,TINYBUILD INC. COM SHS USD0.001,12.65,-0.1,-0.78,12.75,12.75,12.65,12.75,0.0,0.26,TBLD,uk,科技,IT技术,软件开发
AEWU,AEW UK REIT PLC ORD GBP0.01,100.2,-0.8,-0.79,101.8,101.8,100.2,101.0,0.0,1.59,AEWU,uk,金融,房地产,房地产投资信托
LMP,LONDONMETRIC PROPERTY PLC ORD 1,175.1,-1.4,-0.79,173.0,176.2,173.0,176.5,0.04,17.22,LMP,uk,金融,房地产,房地产投资信托
WBI,WOODBOIS LTD ORD 0.01P,0.625,-0.005,-0.79,0.63,0.63,0.625,0.63,0.0,0.16,WBI,uk,资源,矿产,林业
GDP,GOLDPLAT PLC ORD 1P,6.2,-0.05,-0.8,6.25,6.25,6.2,6.25,0.0,0.1,GDP,uk,资源,矿产,贵金属
INF,英富曼集团,751.0,-6.2,-0.82,755.4,758.4,749.2,757.2,0.52,104.21,INF,uk,科技,IT技术,互联网
CAM,CAMELLIA PLC ORD 10P,4790.0,-40.0,-0.83,4760.0,4790.0,4760.0,4830.0,0.0,1.32,CAM,uk,制造业,化工,农用化学品
KYGA,KERRY GROUP PLC 'A'ORD EUR0.125,80.625,-0.675,-0.83,79.3,80.625,79.3,81.3,0.0,1.43,KYGA,uk,消费,食品饮料,零食
D4T4,D4T4 SOLUTIONS PLC ORD 2P,175.0,-1.5,-0.85,176.5,176.5,175.0,176.5,0.0,0.7,D4T4,uk,科技,IT技术,软件开发
ULVR,联合利华,4081.0,-35.0,-0.85,4114.5,4130.0,4073.0,4116.0,1.74,1025.58,ULVR,uk,消费,日常消费,个人护理
LSEG,伦敦证券交易所,8306.0,-72.0,-0.86,8342.0,8354.0,8244.0,8378.0,1.01,414.96,LSEG,uk,金融,资产管理,投资银行
FEN,FRENKEL TOPPING GROUP PLC ORD 0,57.5,-0.5,-0.86,58.0,58.0,57.5,58.0,0.0,0.74,FEN,uk,金融,资产管理,投资经理
PCA,PALACE CAPITAL PLC ORD 10P,227.0,-2.0,-0.87,232.0,232.0,226.0,229.0,0.0,0.85,PCA,uk,金融,房地产,房地产开发
FRP,FRP ADVISORY GROUP PLC ORD 0.1P,113.5,-1.0,-0.87,114.5,114.5,113.5,114.5,0.0,2.83,FRP,uk,消费,商业服务,综合商业
COPL,CANADIAN OVERSEAS PETROLEUM LIM,2.825,-0.025,-0.88,2.85,2.9,2.825,2.85,0.0,0.09,COPL,uk,资源,能源,石油
MNDI,英国蒙迪集团,1354.0,-12.0,-0.88,1370.5,1370.5,1342.5,1366.0,0.28,47.49,MNDI,uk,制造业,化工,包装
NWG,NATWEST GROUP PLC ORD 107.69P,235.9,-2.1,-0.88,237.2,240.2,234.0,238.0,0.53,209.66,NWG,uk,金融,银行,主要银行
GRG,GREGGS PLC ORD 2P,2428.0,-22.0,-0.9,2442.0,2450.0,2406.0,2450.0,0.05,24.83,GRG,uk,消费,食品饮料,零食
ABDN,ABRDN PLC ORD 13 61/63P,154.0,-1.4,-0.9,154.75,155.6,152.35,155.4,0.13,29.63,ABDN,uk,金融,资产管理,投资经理
THRL,TARGET HEALTHCARE REIT PLC ORD,76.7,-0.7,-0.9,77.4,77.4,75.9,77.4,0.0,4.76,THRL,uk,金融,房地产,房地产投资信托
NTBR,NORTHERN BEAR PLC ORD 1P,54.5,-0.5,-0.91,55.0,55.0,54.5,55.0,0.0,0.1,NTBR,uk,制造业,建筑业,建筑工程
TRX,TISSUE REGENIX GROUP PLC ORD 0.,54.0,-0.5,-0.92,54.5,54.0,54.0,54.5,0.0,0.38,TRX,uk,医药,医疗,医疗器械
JD.,JD SPORTS FASHION PLC ORD 0.05P,145.65,-1.35,-0.92,146.2,147.35,143.35,147.0,0.61,75.49,JD.,uk,消费,零售,服装鞋类
ONT,OXFORD NANOPORE TECHNOLOGIES PL,213.8,-2.0,-0.93,220.0,220.0,210.4,215.8,0.01,17.73,ONT,uk,科技,电子,仪器设备
SDI,SCIENTIFIC DIGITAL IMAGING PLC,106.0,-1.0,-0.93,107.0,106.0,105.0,107.0,0.0,1.1,SDI,uk,科技,电子,仪器设备
DOM,达美乐比萨(UK),378.2,-3.6,-0.94,374.0,379.4,372.4,381.8,0.02,15.51,DOM,uk,消费,可选消费,餐厅
SYME,SUPPLY@ME CAPITAL PLC ORD 0.002,0.105,-0.001,-0.94,0.11,0.11,0.1,0.106,0.0,0.64,SYME,uk,科技,IT技术,软件开发
SHG,SHANTA GOLD LIMITED ORD 0.01P,10.5,-0.1,-0.94,10.55,10.7,10.5,10.6,0.0,1.1,SHG,uk,资源,矿产,贵金属
SDR,SCHRODERS PLC ORD 20P,405.5,-3.9,-0.95,408.5,409.8,401.9,409.4,0.15,65.37,SDR,uk,金融,资产管理,投资经理
LAND,土地证券集团,602.0,-5.8,-0.95,603.8,604.4,593.6,607.8,0.1,44.84,LAND,uk,金融,房地产,房地产投资信托
YOU,舆观,830.0,-8.0,-0.95,838.0,836.0,830.0,838.0,0.03,9.72,YOU,uk,消费,商业服务,综合商业
QLT,QUILTER PLC ORD 8 1/6P,88.1,-0.85,-0.96,87.3,88.7,86.9,88.95,0.04,12.37,QLT,uk,金融,资产管理,投资经理
ENOG,ENERGEAN PLC ORD 1P,1136.0,-11.0,-0.96,1154.0,1154.0,1122.0,1147.0,0.08,20.34,ENOG,uk,资源,能源,油气生产
DELT,DELTIC ENERGY PLC ORD 10P,25.75,-0.25,-0.96,26.0,26.0,25.75,26.0,0.0,0.24,DELT,uk,金融,资产管理,投资信托
ITM,ITM POWER PLC ORD 5P,77.3,-0.76,-0.97,77.52,78.6,76.34,78.06,0.01,4.77,ITM,uk,制造业,机械,电力设备
RCN,REDCENTRIC PLC ORD 0.1P,125.75,-1.25,-0.98,127.0,127.0,125.75,127.0,0.0,1.97,RCN,uk,科技,IT技术,信息技术
ARC,ARCONTECH GROUP PLC ORD GBP0.12,100.5,-1.0,-0.99,101.5,101.5,100.5,101.5,0.0,0.13,ARC,uk,科技,IT技术,软件开发
SEE,SEEING MACHINES LIMITED ORD NPV,5.5,-0.055,-0.99,5.5,5.59,5.42,5.555,0.0,2.28,SEE,uk,制造业,汽车,汽车零部件
CRW,CRANEWARE PLC ORD 1P,1495.0,-15.0,-0.99,1510.0,1495.0,1495.0,1510.0,0.0,5.28,CRW,uk,科技,IT技术,软件开发
VMUK,VIRGIN MONEY UK PLC ORD GBP0.10,167.8,-1.7,-1.0,165.25,169.1,165.25,169.5,0.03,11.19,VMUK,uk,金融,银行,地区银行
BVIC,BRITVIC PLC ORD 20P,870.5,-9.0,-1.02,872.0,881.5,867.0,879.5,0.03,22.38,BVIC,uk,消费,食品饮料,饮料
S32,SOUTH32 LIMITED ORD NPV (DI),173.4,-1.8,-1.03,172.8,175.4,171.8,175.2,0.01,78.82,S32,uk,资源,矿产,其他金属
AV.,AVIVA PLC ORD 32 17/19P,394.1,-4.1,-1.03,395.8,397.3,391.4,398.2,0.2,107.92,AV.,uk,金融,保险,多险种保险
RCH,REACH PLC ORD 10P,81.7,-0.85,-1.03,83.7,83.85,80.5,82.55,0.01,2.6,RCH,uk,消费,可选消费,出版：报纸
DNLM,DUNELM GROUP PLC ORD 1P,1049.0,-11.0,-1.04,1054.0,1062.0,1041.0,1060.0,0.02,21.16,DNLM,uk,消费,零售,专卖店
MHID,MAHINDRA & MAHINDRA LIMITED GDR,19.05,-0.2,-1.04,19.15,19.25,19.05,19.25,0.0,2.37,MHID,uk,制造业,汽车,汽车整车
KWS,KEYWORDS STUDIOS PLC ORD 1P,1519.0,-16.0,-1.04,1535.0,1560.0,1507.0,1535.0,0.05,12.04,KWS,uk,消费,商业服务,综合商业
MER,MEARS GROUP PLC ORD 1P,284.0,-3.0,-1.05,283.0,285.5,282.0,287.0,0.0,2.95,MER,uk,制造业,建筑业,住宅建筑
KITW,KITWAVE GROUP PLC ORD GBP0.01,283.0,-3.0,-1.05,280.0,283.0,280.0,286.0,0.0,1.98,KITW,uk,消费,经销商,食品经销商
WPP,WPP集团(UK),734.0,-7.8,-1.05,739.4,741.0,729.4,741.8,0.13,78.89,WPP,uk,消费,商业服务,广告营销
WPS,W.A.G PAYMENT SOLUTIONS PLC ORD,94.0,-1.0,-1.05,95.0,95.0,92.0,95.0,0.0,6.48,WPS,uk,消费,商业服务,综合商业
LGEN,法通保险,224.1,-2.4,-1.06,225.3,226.0,222.7,226.5,0.49,133.98,LGEN,uk,金融,保险,多险种保险
IHR,IMPACT HEALTHCARE REIT PLC ORD,83.9,-0.9,-1.06,84.1,84.1,83.2,84.8,0.0,3.48,IHR,uk,金融,房地产,房地产投资信托
BMK,BENCHMARK HOLDINGS PLC ORD 0.1P,37.2,-0.4,-1.06,37.2,37.2,37.2,37.6,0.0,2.75,BMK,uk,医药,制药,主要
CCH,可口可乐HBC,2221.0,-24.0,-1.07,2241.0,2257.0,2221.0,2245.0,0.11,81.8,CCH,uk,消费,食品饮料,饮料
CTO,CLARKE (T.) PLC ORD 10P,138.25,-1.5,-1.07,139.75,139.75,138.25,139.75,0.0,0.73,CTO,uk,制造业,建筑业,建筑工程
WKP,WORKSPACE GROUP PLC ORD GBP1,506.5,-5.5,-1.07,501.0,508.5,500.0,512.0,0.04,9.72,WKP,uk,金融,房地产,房地产投资信托
QUIZ,QUIZ PLC ORD 0.3P,6.9,-0.075,-1.08,6.975,6.9,6.9,6.975,0.0,0.09,QUIZ,uk,消费,日常消费,服装鞋类
UU.,联合公用事业集团,970.0,-10.6,-1.08,977.2,978.8,957.0,980.6,0.41,66.14,UU.,uk,公用事业,水务,水务
BARC,巴克莱,153.64,-1.68,-1.08,154.24,157.9,153.0,155.32,0.48,234.57,BARC,uk,金融,资产管理,投资银行
SOM,朔马珞企业,274.0,-3.0,-1.08,278.0,278.0,270.0,277.0,0.0,1.53,SOM,uk,制造业,机械,工程机械
GEN,GENUIT GROUP PLC ORD GBP0.001,319.0,-3.5,-1.09,314.5,322.0,314.5,322.5,0.03,7.95,GEN,uk,制造业,机械,综合制造
ECOR,ECORA RESOURCES PLC ORD 2P,109.2,-1.2,-1.09,110.4,110.4,107.8,110.4,0.0,2.33,ECOR,uk,资源,矿产,其他金属
OSB,OSB GROUP PLC ORD 1P,326.4,-3.6,-1.09,338.6,338.6,320.2,330.0,0.11,12.93,OSB,uk,金融,银行,主要银行
BBOX,TRITAX BIG BOX REIT PLC ORD 1P,144.4,-1.6,-1.1,146.0,146.0,143.0,146.0,0.12,27.49,BBOX,uk,金融,资产管理,投资信托
KMR,肯梅尔资源,405.5,-4.5,-1.1,414.0,414.0,404.0,410.0,0.0,3.62,KMR,uk,资源,矿产,其他金属
BLV,BELVOIR GROUP PLC ORD 1P,223.5,-2.5,-1.11,226.0,226.0,223.5,226.0,0.0,0.83,BLV,uk,金融,房地产,房地产开发
SHOE,SHOE ZONE PLC ORD 1P,222.5,-2.5,-1.11,225.0,225.0,222.5,225.0,0.0,1.03,SHOE,uk,消费,日常消费,服装鞋类
RKT,利洁时,5812.0,-66.0,-1.12,5874.0,5894.0,5808.0,5878.0,0.44,417.07,RKT,uk,消费,日常消费,个人护理
API,ABRDN PROPERTY INCOME TRUST LIM,48.15,-0.55,-1.13,49.65,49.65,48.15,48.7,0.0,1.84,API,uk,金融,房地产,房地产投资信托
CNE,CAPRICORN ENERGY PLC ORD 490/14,174.6,-2.0,-1.13,177.0,177.0,172.6,176.6,0.0,2.49,CNE,uk,资源,能源,油气生产
HLN,HALEON PLC ORD GBP1.25,331.0,-3.8,-1.14,330.6,334.1,328.1,334.8,0.23,305.66,HLN,uk,消费,经销商,医疗经销商
CTA,CT AUTOMOTIVE GROUP PLC ORD GBP,43.5,-0.5,-1.14,44.0,44.0,43.5,44.0,0.0,0.32,CTA,uk,制造业,汽车,汽车零部件
AHT,Ashtead集团,5038.0,-58.0,-1.14,5084.0,5104.0,4986.0,5096.0,0.34,220.66,AHT,uk,金融,资产管理,金融租赁
EXPN,益博睿(益百利),2687.0,-31.0,-1.14,2712.0,2715.0,2668.0,2718.0,0.36,247.28,EXPN,uk,消费,商业服务,综合商业
NOG,NOSTRUM OIL & GAS PLC ORD 1P,13.0,-0.15,-1.14,13.9,13.9,13.0,13.15,0.0,0.24,NOG,uk,资源,能源,油气生产
RS1,RS GROUP PLC ORD 10P,710.0,-8.2,-1.14,715.4,715.4,702.8,718.2,0.07,33.61,RS1,uk,消费,经销商,批发经销商
HZM,HORIZONTE MINERALS PLC ORD 20P,128.0,-1.5,-1.16,129.5,129.5,128.0,129.5,0.0,3.45,HZM,uk,资源,矿产,其他金属
DLG,直线保险集团,179.0,-2.1,-1.16,185.0,185.0,177.35,181.1,0.1,23.47,DLG,uk,金融,保险,财产/意外伤害保险
SWG,SHEARWATER GROUP PLC ORD 10P,42.5,-0.5,-1.16,43.0,43.0,42.5,43.0,0.0,0.1,SWG,uk,科技,IT技术,信息技术
DSCV,DISCOVERIE GROUP PLC ORD 5P,677.0,-8.0,-1.17,673.0,681.0,670.0,685.0,0.01,6.52,DSCV,uk,制造业,机械,电力设备
INCH,英之杰集团,757.0,-9.0,-1.17,767.5,768.0,751.5,766.0,0.11,31.26,INCH,uk,消费,零售,专卖店
CREI,CUSTODIAN PROPERTY INCOME REIT,83.3,-1.0,-1.19,82.7,83.3,82.7,84.3,0.0,3.67,CREI,uk,金融,房地产,房地产投资信托
SNG,SYNAIRGEN PLC ORD 1P,7.38,-0.09,-1.2,7.74,7.75,7.38,7.47,0.0,0.15,SNG,uk,医药,制药,主要
GRP,GREENCOAT RENEWABLES PLC ORD EU,0.975,-0.012,-1.22,0.984,0.99,0.97,0.987,0.0,0.11,GRP,uk,金融,资产管理,投资经理
EDV,ENDEAVOUR MINING PLC ORD USD0.0,1620.0,-20.0,-1.22,1648.0,1648.0,1604.0,1640.0,0.04,39.96,EDV,uk,资源,矿产,贵金属
ASTO,ASSETCO PLC ORD 1P,40.5,-0.5,-1.22,41.0,41.0,40.5,41.0,0.0,0.57,ASTO,uk,金融,资产管理,投资经理
BAG,BARR (A.G.) PLC ORD 4 1/6P,485.0,-6.0,-1.22,490.5,491.0,482.0,491.0,0.01,5.43,BAG,uk,消费,食品饮料,饮料
STEM,STHREE PLC ORD 1P,363.5,-4.5,-1.22,379.0,379.0,359.5,368.0,0.0,4.89,STEM,uk,消费,商业服务,人力资源
DCC,DCC公司,4566.0,-57.0,-1.23,4623.0,4630.0,4535.0,4623.0,0.18,45.1,DCC,uk,公用事业,燃气,燃气
MONY,MONEYSUPERMARKET.COM GROUP PLC,237.8,-3.0,-1.25,239.0,240.2,236.8,240.8,0.01,12.77,MONY,uk,科技,IT技术,互联网
SBID,印度国家银行,71.3,-0.9,-1.25,71.6,71.8,70.9,72.2,0.0,0.19,SBID,uk,金融,银行,地区银行
BOOT,BOOT (HENRY) PLC ORD 10P,197.5,-2.5,-1.25,198.5,198.5,197.5,200.0,0.0,2.65,BOOT,uk,制造业,建筑业,住宅建筑
GDR,GENEDRIVE PLC ORD 1.5P,9.75,-0.125,-1.27,9.875,9.75,9.56,9.875,0.0,0.1,GDR,uk,医药,医疗,医疗器械
VOD,沃达丰(UK),80.0,-1.03,-1.27,81.13,81.4,79.01,81.03,3.69,216.62,VOD,uk,科技,通信,电信运营
SPX,SPIRAX-SARCO ENGINEERING PLC OR,9474.0,-122.0,-1.27,9596.0,9614.0,9366.0,9596.0,0.13,69.74,SPX,uk,制造业,机械,机械加工设备
BLND,英国土地公司,316.1,-4.1,-1.28,317.8,320.6,312.6,320.2,0.1,29.31,BLND,uk,金融,房地产,房地产投资信托
FGP,第一集团,154.0,-2.0,-1.28,150.0,155.9,150.0,156.0,0.02,10.37,FGP,uk,制造业,运输,其他交通
SBRY,森宝利(英伯瑞),269.4,-3.5,-1.28,272.8,273.3,268.4,272.9,0.14,63.79,SBRY,uk,消费,零售,食品零售
ITV,英国独立电视台,72.04,-0.94,-1.29,72.32,72.52,71.6,72.98,0.06,29.06,ITV,uk,消费,可选消费,电影娱乐
LIT,LITIGATION CAPITAL MANAGEMENT L,114.0,-1.5,-1.3,115.5,115.5,110.5,115.5,0.0,1.36,LIT,uk,消费,商业服务,综合商业
CAU,CENTAUR MEDIA PLC ORD 10P,38.0,-0.5,-1.3,38.5,38.5,38.0,38.5,0.0,0.56,CAU,uk,消费,可选消费,出版：书籍/杂志
LLOY,劳埃德银行(UK),44.75,-0.59,-1.3,45.0,45.46,44.435,45.34,0.64,284.34,LLOY,uk,金融,银行,主要银行
BYG,BIG YELLOW GROUP PLC ORD 10P,985.0,-13.0,-1.3,987.5,993.5,975.0,998.0,0.14,18.18,BYG,uk,金融,房地产,房地产投资信托
SPT,思博伦通信,135.5,-1.8,-1.31,135.3,136.5,133.5,137.3,0.06,7.84,SPT,uk,科技,电子,仪器设备
AAL,英美资源公司,2218.5,-29.5,-1.31,2207.0,2222.5,2173.5,2248.0,1.22,296.74,AAL,uk,资源,矿产,其他金属
ADM,Admiral集团,2403.0,-32.0,-1.31,2426.0,2436.0,2393.0,2435.0,0.09,72.97,ADM,uk,金融,保险,财产/意外伤害保险
LBE,LONGBOAT ENERGY PLC ORD 10P (RE,18.75,-0.25,-1.32,19.0,19.0,18.75,19.0,0.0,0.11,LBE,uk,资源,能源,油服工程
BEZ,BEAZLEY PLC ORD 5P,561.0,-7.5,-1.32,573.5,573.5,552.5,568.5,0.43,37.72,BEZ,uk,金融,保险,专业保险
BVC,BATM ADVANCED COMMUNICATIONS LD,28.0,-0.375,-1.32,28.25,28.25,27.8,28.375,0.0,1.22,BVC,uk,科技,通信,通信设备
NCC,NCC GROUP PLC ORD 1P,104.2,-1.4,-1.33,105.2,105.4,102.6,105.6,0.01,3.25,NCC,uk,科技,IT技术,信息技术
PXC,PHOENIX COPPER LIMITED ORD NPV,18.5,-0.25,-1.33,18.75,18.75,18.5,18.75,0.0,0.23,PXC,uk,资源,矿产,其他金属
BOCH,BANK OF CYPRUS HOLDINGS PLC ORD,258.5,-3.5,-1.34,265.0,265.0,258.5,262.0,0.0,11.53,BOCH,uk,金融,银行,地区银行
THS,THARISA PLC ORD USD0.001 (DI),73.5,-1.0,-1.34,74.5,74.5,73.5,74.5,0.0,2.21,THS,uk,资源,矿产,其他金属
SSE,苏格兰和南方能源公司,1651.5,-22.5,-1.34,1671.0,1673.5,1639.0,1674.0,2.01,180.07,SSE,uk,公用事业,电力,电力公司
VEL,VELOCITY COMPOSITES PLC ORD 0.2,36.5,-0.5,-1.35,37.0,37.0,36.5,37.0,0.0,0.15,VEL,uk,制造业,机械,航空航天与国防
SMSD,SAMSUNG ELECTRONICS CO LTD (ATT,1022.0,-14.0,-1.35,1026.0,1028.0,1016.0,1036.0,0.0,3.69,SMSD,uk,科技,通信,通信设备
ANCR,ANIMALCARE GROUP PLC ORD 20P,182.5,-2.5,-1.35,185.0,185.0,182.5,185.0,0.0,1.1,ANCR,uk,医药,制药,其他
BAB,巴布考克国际集团,378.8,-5.2,-1.35,376.8,382.0,373.6,384.0,0.01,19.15,BAB,uk,制造业,机械,工程机械
AEP,英东种植园,726.0,-10.0,-1.36,722.0,730.0,718.0,736.0,0.0,2.88,AEP,uk,制造业,化工,农产品
FDM,FDM GROUP (HOLDINGS) PLC ORD 1P,504.0,-7.0,-1.37,508.0,509.0,497.0,511.0,0.01,5.52,FDM,uk,科技,IT技术,信息技术
BNZL,本泽商贸,2877.0,-40.0,-1.37,2914.0,2916.0,2866.0,2917.0,0.31,97.23,BNZL,uk,消费,经销商,批发经销商
TATE,TATE & LYLE PLC ORD 29 1/6P,683.0,-9.5,-1.37,695.0,695.0,678.0,692.5,0.12,27.43,TATE,uk,消费,食品饮料,零食
LRE,兰开夏郡控股,603.5,-8.5,-1.39,600.0,608.5,594.5,612.0,0.02,14.69,LRE,uk,金融,保险,财产/意外伤害保险
BEN,BENS CREEK GROUP PLC ORD 0.1P,17.75,-0.25,-1.39,18.0,18.0,17.75,18.0,0.0,0.71,BEN,uk,资源,能源,煤炭
BHP,BHP GROUP LIMITED ORD NPV (DI),2301.5,-32.5,-1.39,2287.5,2304.0,2257.5,2334.0,0.29,26.51,BHP,uk,资源,矿产,钢
MGAM,摩根新材料,247.0,-3.5,-1.4,250.5,250.5,245.5,250.5,0.05,7.05,MGAM,uk,制造业,化工,特种工业品
CRE,CONDUIT HOLDINGS LD ORD USD0.01,458.5,-6.5,-1.4,467.5,467.5,456.0,465.0,0.0,7.54,CRE,uk,金融,保险,专业保险
WHR,WAREHOUSE REIT PLC ORD 1P,83.1,-1.2,-1.42,83.9,83.9,81.8,84.3,0.01,3.53,WHR,uk,金融,房地产,房地产投资信托
WIN,WINCANTON PLC ORD 10P,276.5,-4.0,-1.43,280.0,280.0,273.0,280.5,0.0,3.44,WIN,uk,制造业,运输,物流
ART,THE ARTISANAL SPIRITS COMPANY P,69.0,-1.0,-1.43,70.0,70.0,69.0,70.0,0.0,0.49,ART,uk,消费,经销商,食品经销商
PGH,PERSONAL GROUP HOLDINGS PLC ORD,171.0,-2.5,-1.44,173.5,173.5,171.0,173.5,0.0,0.53,PGH,uk,金融,保险,保险经纪人
UTG,联合集团,917.5,-13.5,-1.45,924.5,925.5,906.5,931.0,0.13,39.98,UTG,uk,金融,房地产,房地产开发
UKCM,UK COMMERCIAL PROPERTY REIT LIM,54.0,-0.8,-1.46,54.2,55.7,53.8,54.8,0.01,7.02,UKCM,uk,金融,房地产,房地产投资信托
LDG,LOGISTICS DEVELOPMENT GROUP PLC,13.5,-0.2,-1.46,13.7,13.5,13.5,13.7,0.0,0.73,LDG,uk,制造业,运输,物流
NICL,NICHOLS PLC ORD 10P,1010.0,-15.0,-1.46,1030.0,1030.0,1005.0,1025.0,0.0,3.68,NICL,uk,消费,食品饮料,饮料
SNR,英国 Senior,161.0,-2.4,-1.47,170.0,170.0,159.6,163.4,0.01,6.75,SNR,uk,制造业,机械,航空航天与国防
FRES,弗雷斯尼洛,572.0,-8.6,-1.48,578.4,578.4,564.0,580.6,0.03,42.15,FRES,uk,资源,矿产,贵金属
WIX,WICKES GROUP PLC ORD GBP0.10,144.8,-2.2,-1.5,147.3,147.3,141.4,147.0,0.0,3.76,WIX,uk,消费,零售,专卖店
BCG,BALTIC CLASSIFIEDS GROUP PLC OR,197.0,-3.0,-1.5,200.0,200.0,195.4,200.0,0.0,9.74,BCG,uk,科技,IT技术,互联网
DLN,DERWENT LONDON PLC ORD 5P,1904.0,-29.0,-1.5,1905.0,1943.0,1880.0,1933.0,0.14,21.38,DLN,uk,金融,房地产,房地产投资信托
JSG,JOHNSON SERVICE GROUP PLC ORD 1,131.0,-2.0,-1.5,131.8,131.8,130.4,133.0,0.01,5.53,JSG,uk,消费,商业服务,综合商业
SRE,SIRIUS REAL ESTATE LD ORD NPV,88.35,-1.35,-1.51,89.55,89.9,87.45,89.7,0.02,10.41,SRE,uk,金融,房地产,房地产开发
FTC,FILTRONIC PLC ORD 0.1P,16.25,-0.25,-1.52,16.5,16.5,16.25,16.5,0.0,0.35,FTC,uk,科技,通信,通信设备
POLR,POLAR CAPITAL HOLDINGS PLC ORD,483.5,-7.5,-1.53,489.5,490.0,480.0,491.0,0.01,4.89,POLR,uk,金融,资产管理,投资经理
TYMN,TYMAN PLC ORD 5P,290.0,-4.5,-1.53,291.5,292.5,289.5,294.5,0.01,5.69,TYMN,uk,消费,可选消费,工具和硬件
GNC,GREENCORE GROUP PLC ORD 1P,74.1,-1.15,-1.53,76.3,76.35,73.5,75.25,0.01,3.58,GNC,uk,消费,食品饮料,零食
TRST,TRUSTPILOT GROUP PLC ORD GBP0.0,99.45,-1.55,-1.53,104.0,104.0,98.6,101.0,0.02,4.16,TRST,uk,科技,IT技术,互联网
SAGA,SAGA PLC ORD 15P,115.2,-1.8,-1.54,113.8,116.6,111.6,117.0,0.0,1.63,SAGA,uk,消费,可选消费,其他消费者服务
IPF,国际个人金融,128.0,-2.0,-1.54,128.5,128.5,127.5,130.0,0.0,2.87,IPF,uk,金融,资产管理,金融租赁
IHG,洲际酒店(UK),6016.0,-94.0,-1.54,6070.0,6070.0,5984.0,6110.0,0.46,99.73,IHG,uk,消费,可选消费,酒店
ASY,ANDREWS SYKES GROUP PLC ORD 1P,630.0,-10.0,-1.56,640.0,640.0,630.0,640.0,0.0,2.65,ASY,uk,制造业,建筑业,建筑工程
SGRO,思格卢公司,730.2,-11.6,-1.56,736.8,736.8,723.0,741.8,0.12,89.43,SGRO,uk,金融,房地产,房地产投资信托
GROW,MOLTEN VENTURES PLC ORD GBP0.01,224.0,-3.6,-1.58,230.0,230.4,220.4,227.6,0.01,3.43,GROW,uk,金融,资产管理,投资银行
CKN,克拉克森,2785.0,-45.0,-1.59,2815.0,2815.0,2760.0,2830.0,0.01,8.54,CKN,uk,制造业,运输,海运
RCDO,里卡多,494.0,-8.0,-1.59,502.0,506.0,491.0,502.0,0.01,3.07,RCDO,uk,消费,商业服务,综合商业
JUP,木星基金管理,95.65,-1.55,-1.59,95.2,97.15,94.65,97.2,0.0,5.21,JUP,uk,金融,资产管理,投资信托
BREE,BREEDON GROUP PLC ORD GBP1.40,338.5,-5.5,-1.6,345.0,345.0,334.5,344.0,0.02,11.49,BREE,uk,制造业,建筑业,建筑材料
FEVR,蓝桉树饮料,1228.0,-20.0,-1.6,1243.0,1250.0,1224.0,1248.0,0.02,14.33,FEVR,uk,消费,食品饮料,饮料
TIFS,TI FLUID SYSTEMS PLC ORD 1P,122.2,-2.0,-1.61,123.0,123.0,120.4,124.2,0.0,6.36,TIFS,uk,制造业,汽车,汽车零部件
RBW,RAINBOW RARE EARTHS LIMITED ORD,15.25,-0.25,-1.61,15.5,15.4,15.25,15.5,0.0,0.91,RBW,uk,资源,矿产,其他金属
PMG,PARKMEAD GROUP (THE) PLC ORD 1.,15.25,-0.25,-1.61,15.5,15.5,15.25,15.5,0.0,0.17,PMG,uk,资源,能源,油气生产
CBOX,CAKE BOX HOLDINGS PLC ORD GBP0.,152.5,-2.5,-1.61,151.6,155.0,150.0,155.0,0.0,1.7,CBOX,uk,消费,食品饮料,零食
DGE,帝亚吉欧(UK),3102.5,-51.0,-1.62,3149.0,3149.0,3091.5,3153.5,0.79,697.18,DGE,uk,消费,食品饮料,酒
ATG,AUCTION TECHNOLOGY GROUP PLC OR,666.0,-11.0,-1.62,672.0,672.0,644.0,677.0,0.01,8.08,ATG,uk,科技,IT技术,互联网
RGL,REGIONAL REIT LIMITED ORD NPV,30.25,-0.5,-1.63,31.4,31.4,29.8,30.75,0.01,1.56,RGL,uk,金融,房地产,房地产投资信托
