股票代码,股票简称,港股@最新价,港股@最新涨跌幅,港股@所属恒生行业(二级),港股@所属概念,港股@总市值[20240308],港股@流通市值[20240308],港股@所属恒生行业,market_code,code
1164.HK,中广核矿业,1.930,6.630,一般金属及矿石,"健康产业[HK],核电[HK],核电核能[HK],碳中和[HK],红筹股[HK]",14669317504.85,14669317504.85,原材料业,177,HK1164
1124.HK,沿海家园,0.145,6.618,地产,香港房地产[HK],60117294.06,60117294.06,地产建筑业,177,HK1124
3738.HK,阜博集团,1.940,6.593,软件服务,"SaaS概念[HK],元宇宙[HK],抖音概念[HK]",4346460692.64,4346460692.64,资讯科技业,177,HK3738
1912.HK,康特隆,0.049,6.522,半导体,芯片替代[HK],53807996.62,53807996.62,资讯科技业,177,HK1912
8631.HK,申港控股,0.490,6.522,石油及天然气,,58800000.0,58800000.0,能源业,178,HK8631
0217.HK,中国诚通发展集团,0.082,6.494,一般金属及矿石,红筹股[HK],489100073.69,489100073.69,原材料业,177,HK0217
0471.HK,中播数据,0.082,6.494,电讯,"卫星导航[HK],文化传媒[HK]",146975970.816,146975970.816,电讯业,177,HK0471
0925.HK,北京建设,0.033,6.452,工用运输,"内地房地产[HK],物流[HK],红筹股[HK]",229987945.44,229987945.44,工业,177,HK0925
2038.HK,富智康集团,0.500,6.383,资讯科技器材,"台资企业[HK],富士康概念[HK],工业互联网[HK],新经济[HK],智能穿戴[HK],电讯设备[HK],苹果概念[HK]",3945400000.0,3945400000.0,资讯科技业,177,HK2038
9926.HK,康方生物,47.250,6.299,药品及生物科技,生物医药B类[HK],39739951566.0,39739951566.0,医疗保健业,177,HK9926
0997.HK,普汇中金国际,0.034,6.250,地产,,39755783.568,39755783.568,地产建筑业,177,HK0997
1328.HK,金涌投资,0.034,6.250,支援服务,软件外包[HK],390846806.914,390846806.914,非必需性消费,177,HK1328
1616.HK,一元宇宙,0.017,6.250,媒体及娱乐,影视娱乐[HK],36576809.442,36576809.442,非必需性消费,177,HK1616
1739.HK,齐屹科技,0.340,6.250,软件服务,SaaS概念[HK],389303770.6,389303770.6,资讯科技业,177,HK1739
0525.HK,广深铁路股份,1.710,6.211,旅游及消闲设施,"国企改革[HK],高铁[HK]",20693602887.622,2447523000.0,非必需性消费,177,HK0525
0572.HK,未来世界控股,0.860,6.173,其他金融,现代服务业[HK],199684244.52,199684244.52,金融业,177,HK0572
2165.HK,领悦服务集团,0.690,6.154,地产,物业管理[HK],197122650.0,197122650.0,地产建筑业,177,HK2165
0418.HK,方正控股,0.350,6.061,软件服务,"移动互联网[HK],红筹股[HK],软件外包[HK]",419911447.55,419911447.55,资讯科技业,177,HK0418
2433.HK,中天湖南集团,0.195,5.978,建筑,次新股[HK],93600000.0,93600000.0,地产建筑业,177,HK2433
1698.HK,腾讯音乐-SW,40.800,5.974,媒体及娱乐,,140031893848.8,140031893848.8,非必需性消费,177,HK1698
1617.HK,南方通信,0.089,5.952,资讯科技器材,"5G[HK],新经济[HK],电讯设备[HK]",144735360.0,144735360.0,资讯科技业,177,HK1617
1463.HK,C-Link Sq,1.610,5.921,支援服务,,4627544910.17,4627544910.17,非必需性消费,177,HK1463
0929.HK,国际精密,0.450,5.882,汽车,汽车制造[HK],473514360.75,473514360.75,非必需性消费,177,HK0929
1220.HK,志道国际,0.090,5.882,建筑,,178200000.0,178200000.0,地产建筑业,177,HK1220
1673.HK,华章科技,0.270,5.882,工业工程,工业4.0[HK],430956198.09,430956198.09,工业,177,HK1673
8125.HK,仁德资源,0.270,5.882,建筑,,50796720.0,50796720.0,地产建筑业,178,HK8125
8353.HK,安科系统,0.360,5.882,软件服务,,145900685.88,145900685.88,资讯科技业,178,HK8353
1108.HK,凯盛新能,5.600,5.860,工业工程,"光伏太阳能[HK],国企改革[HK],碳中和[HK]",7049697042.3401,1400000000.0,工业,177,HK1108
2221.HK,创业集团控股,0.235,5.856,建筑,基础建设[HK],377441051.49,377441051.49,地产建筑业,177,HK2221
9698.HK,万国数据-SW,6.330,5.853,软件服务,"同股不同权[HK],回港中概股[HK],数字经济[HK],数据中心[HK],新IT概念[HK]",9649660833.03,9649660833.03,资讯科技业,177,HK9698
3877.HK,中国船舶租赁,1.460,5.797,工用运输,,8967040313.64,8967040313.64,工业,177,HK3877
3303.HK,巨涛海洋石油服务,0.550,5.769,石油及天然气,现代服务业[HK],1172379113.95,1172379113.95,能源业,177,HK3303
0438.HK,彩虹新能源,2.760,5.747,工业工程,"国企改革[HK],碳中和[HK]",486648913.2,265646329.2,工业,177,HK0438
8422.HK,WT集团,0.092,5.747,建筑,,11040000.0,11040000.0,地产建筑业,178,HK8422
1433.HK,常达控股,0.037,5.714,工用支援,,74000000.0,74000000.0,工业,177,HK1433
2511.HK,君圣泰医药-B,8.520,5.707,药品及生物科技,次新股[HK],4385846091.36,4385846091.36,医疗保健业,177,HK2511
8402.HK,高原之宝,0.242,5.677,建筑,,116162420.0,116162420.0,地产建筑业,178,HK8402
1003.HK,欢喜传媒,0.560,5.660,媒体及娱乐,"影视娱乐[HK],抖音概念[HK],电影概念[HK]",2047624522.72,2047624522.72,非必需性消费,177,HK1003
8645.HK,米虫元宇宙,0.280,5.660,软件服务,,168000000.0,168000000.0,资讯科技业,178,HK8645
1084.HK,绿新亲水胶体,0.750,5.634,食物饮品,食品添加剂[HK],622266000.0,622266000.0,必需性消费,177,HK1084
2011.HK,中国恒泰集团,1.880,5.618,纺织及服饰,,1080055864.0,1080055864.0,非必需性消费,177,HK2011
8489.HK,裕程物流,0.170,5.590,工用运输,,51000000.0,51000000.0,工业,178,HK8489
0061.HK,绿领控股,0.057,5.556,煤炭,"meitanhk,小金属[HK]",29996843.028,29996843.028,能源业,177,HK0061
0385.HK,建联集团,0.380,5.556,建筑,,226061713.1,226061713.1,地产建筑业,177,HK0385
0657.HK,环科国际,0.019,5.556,旅游及消闲设施,"连锁酒店[HK],餐饮连锁[HK]",36979968.052,36979968.052,非必需性消费,177,HK0657
0689.HK,长盈集团(控股),0.019,5.556,石油及天然气,小金属[HK],99566536.836,99566536.836,能源业,177,HK0689
1669.HK,环球信贷集团,0.570,5.556,其他金融,"互联网信贷[HK],小额贷款[HK]",228000000.0,228000000.0,金融业,177,HK1669
2689.HK,玖龙纸业,3.610,5.556,原材料,"人民币升值[HK],纸业股[HK],高股息概念[HK]",16938917127.71,16938917127.71,原材料业,177,HK2689
2728.HK,金泰能源控股,0.019,5.556,石油及天然气,天然气[HK],84645396.872,84645396.872,能源业,177,HK2728
8130.HK,大地国际集团,0.019,5.556,媒体及娱乐,智能医疗[HK],69171921.683,69171921.683,非必需性消费,178,HK8130
8153.HK,嘉鼎国际集团,0.019,5.556,媒体及娱乐,农业现代化[HK],34848589.795,34848589.795,非必需性消费,178,HK8153
8366.HK,浙江联合投资,0.019,5.556,建筑,基础建设[HK],29966800.0,29966800.0,地产建筑业,178,HK8366
9911.HK,赤子城科技,2.490,5.509,软件服务,"互联网出海[HK],元宇宙[HK]",2966127840.0,2966127840.0,资讯科技业,177,HK9911
0230.HK,五矿地产,0.290,5.455,地产,"红筹股[HK],香港房地产[HK]",970603330.73,970603330.73,地产建筑业,177,HK0230
1813.HK,合景泰富集团,0.390,5.405,地产,"MSCI概念[HK],内地房地产[HK],粤港澳[HK]",1333364738.55,1333364738.55,地产建筑业,177,HK1813
1935.HK,嘉宏教育,0.780,5.405,支援服务,教育服务[HK],1248647400.0,1248647400.0,非必需性消费,177,HK1935
0372.HK,保德国际发展,0.059,5.357,其他金融,物业投资[HK],178618030.16,178618030.16,金融业,177,HK0372
0591.HK,中国高精密,0.118,5.357,工业工程,工业4.0[HK],122425000.0,122425000.0,工业,177,HK0591
2663.HK,应力控股,0.295,5.357,建筑,,164294350.0,164294350.0,地产建筑业,177,HK2663
0593.HK,梦东方,0.197,5.348,地产,"健康产业[HK],香港房地产[HK]",107521819.486,107521819.486,地产建筑业,177,HK0593
3606.HK,福耀玻璃,41.450,5.337,汽车,"光伏太阳能[HK],比亚迪概念[HK],特斯拉[HK],碳中和[HK]",123837408990.78,25150085940.0,非必需性消费,177,HK3606
8026.HK,朗华国际集团,0.395,5.333,纺织及服饰,"互联网+[HK],移动互联网[HK]",575609173.53,575609173.53,非必需性消费,178,HK8026
9898.HK,微博-SW,70.250,5.322,软件服务,"同股不同权[HK],回港中概股[HK],知名公司[HK],网络直播[HK]",17091284988.25,17091284988.25,资讯科技业,177,HK9898
1888.HK,建滔积层板,4.980,5.285,工业工程,"MSCI概念[HK],华为概念[HK],新经济[HK],特斯拉[HK],电子信息[HK]",15537600000.0,15537600000.0,工业,177,HK1888
0489.HK,东风集团股份,3.390,5.280,工业工程,"国企改革[HK],宁德时代概念[HK],新经济[HK],新能源汽车[HK],汽车制造[HK]",28069464420.0,8541749100.0,工业,177,HK0489
0218.HK,申万宏源香港,0.300,5.263,其他金融,"红筹股[HK],财产管理[HK]",468341606.7,468341606.7,金融业,177,HK0218
2022.HK,游莱互动,0.040,5.263,软件服务,"手机游戏[HK],新经济概念[HK]",80000000.0,80000000.0,资讯科技业,177,HK2022
3300.HK,中国玻璃,0.500,5.263,工业工程,,918109129.0,918109129.0,工业,177,HK3300
3830.HK,童园国际,0.040,5.263,家庭电器及用品,玩具及消闲用品[HK],40000000.0,40000000.0,非必需性消费,177,HK3830
0365.HK,芯成科技,0.221,5.238,工业工程,"工业4.0[HK],紫光系[HK],高校[HK]",321555000.0,321555000.0,工业,177,HK0365
1869.HK,利宝阁集团,0.182,5.202,旅游及消闲设施,"餐饮连锁[HK],香港概念[HK]",201128200.0,201128200.0,非必需性消费,177,HK1869
0085.HK,中电华大科技,1.620,5.195,半导体,"红筹股[HK],芯片替代[HK]",3288392640.0,3288392640.0,资讯科技业,177,HK0085
1410.HK,安领国际,0.405,5.195,软件服务,,409964085.0,409964085.0,资讯科技业,177,HK1410
2208.HK,金风科技,3.080,5.120,工业工程,"国企改革[HK],新经济[HK],碳中和[HK],绿色电力[HK],风电[HK]",32880032492.539,2382602988.92,工业,177,HK2208
1520.HK,天机控股,0.103,5.102,纺织及服饰,品牌服饰[HK],223023461.372,223023461.372,非必需性消费,177,HK1520
0120.HK,四海国际,1.650,5.096,地产,"物业投资[HK],香港房地产[HK]",2045373907.5,2045373907.5,地产建筑业,177,HK0120
1378.HK,中国宏桥,7.050,5.067,一般金属及矿石,"新材料[HK],碳中和[HK],铝[HK],高股息概念[HK]",66802545896.25,66802545896.25,原材料业,177,HK1378
9916.HK,兴业物联,0.520,5.051,地产,物业管理[HK],208000000.0,208000000.0,地产建筑业,177,HK9916
8093.HK,万星控股,0.125,5.042,媒体及娱乐,品牌服饰[HK],73200000.0,73200000.0,非必需性消费,178,HK8093
1740.HK,新石文化,0.125,5.042,媒体及娱乐,影视娱乐[HK],129687500.0,129687500.0,非必需性消费,177,HK1740
3833.HK,新疆新鑫矿业,0.840,5.000,一般金属及矿石,"国企改革[HK],涉矿[HK],稀土永磁[HK],金属镍[HK]",1856400000.0,798487200.0,原材料业,177,HK3833
8148.HK,悟喜生活,0.021,5.000,软件服务,"手机游戏[HK],网络游戏[HK]",26725440.0,26725440.0,资讯科技业,178,HK8148
0853.HK,微创医疗,6.760,4.969,医疗保健设备和服务,"专科医院[HK],医疗器械[HK],医疗美容器械[HK],医药股[HK],辅助生殖[HK]",12401067318.64,12401067318.64,医疗保健业,177,HK0853
1323.HK,华盛国际控股,0.106,4.951,建筑,医疗美容器械[HK],80099402.758,80099402.758,地产建筑业,177,HK1323
8337.HK,直通电讯,0.128,4.918,电讯,电子信息[HK],23664000.0,23664000.0,电讯业,178,HK8337
0257.HK,光大环境,3.010,4.878,公用事业,"光大系[HK],冬奥会[HK],土壤修复[HK],新经济[HK],环保[HK],碳中和[HK],粤港澳[HK],红筹股[HK],节能环保[HK]",18490355628.92,18490355628.92,公用事业,177,HK0257
3639.HK,亿达中国,0.129,4.878,地产,"内地房地产[HK],现代服务业[HK]",333332130.0,333332130.0,地产建筑业,177,HK3639
1762.HK,万咖壹联,0.108,4.854,媒体及娱乐,,164780281.8,164780281.8,非必需性消费,177,HK1762
1025.HK,嘉艺控股,0.325,4.839,纺织及服饰,,273790597.275,273790597.275,非必需性消费,177,HK1025
2176.HK,赛迪顾问,0.650,4.839,支援服务,,455000000.0,135850000.0,非必需性消费,177,HK2176
1906.HK,博尼控股,0.435,4.819,纺织及服饰,,522000000.0,522000000.0,非必需性消费,177,HK1906
8189.HK,泰达生物,0.087,4.819,原材料,"养老概念[HK],农业现代化[HK]",164821500.0,104139000.0,原材料业,178,HK8189
1380.HK,中国金石,0.196,4.813,一般金属及矿石,,36495856.796,36495856.796,原材料业,177,HK1380
2171.HK,科济药业-B,6.120,4.795,药品及生物科技,生物医药B类[HK],3522934756.08,3522934756.08,医疗保健业,177,HK2171
0493.HK,国美零售,0.022,4.762,专业零售,"双十一[HK],电子商务[HK],零售股[HK]",1050773662.378,1050773662.378,非必需性消费,177,HK0493
1080.HK,胜利管道,0.044,4.762,石油及天然气,"天然气[HK],页岩气[HK]",170472086.4,170472086.4,能源业,177,HK1080
1159.HK,星光文化,0.220,4.762,媒体及娱乐,"影视娱乐[HK],节能环保[HK]",216824255.78,216824255.78,非必需性消费,177,HK1159
8021.HK,汇隆控股,0.022,4.762,建筑,,316076223.584,316076223.584,地产建筑业,178,HK8021
8178.HK,中国信息科技,1.760,4.762,软件服务,"电子商务[HK],移动互联网[HK]",108706817.12,108706817.12,资讯科技业,178,HK8178
0868.HK,信义玻璃,9.050,4.745,工业工程,"光伏太阳能[HK],太阳能[HK],碳中和[HK]",38214038331.6,38214038331.6,工业,177,HK0868
0979.HK,绿色能源科技集团,0.199,4.737,工业工程,节能环保[HK],269905327.024,269905327.024,工业,177,HK0979
9990.HK,祖龙娱乐,1.330,4.724,软件服务,互联网出海[HK],1063153627.9,1063153627.9,资讯科技业,177,HK9990
0166.HK,新时代能源,0.067,4.688,一般金属及矿石,天然气[HK],585699058.196,585699058.196,原材料业,177,HK0166
0391.HK,美亚娱乐资讯,0.135,4.651,媒体及娱乐,影视娱乐[HK],799704700.875,799704700.875,非必需性消费,177,HK0391
0575.HK,励晶太平洋,0.450,4.651,药品及生物科技,小金属[HK],102776528.7,102776528.7,医疗保健业,177,HK0575
0897.HK,位元堂,0.450,4.651,药品及生物科技,"中医药[HK],生物医药[HK]",526996299.6,526996299.6,医疗保健业,177,HK0897
2209.HK,喆丽控股,0.680,4.615,软件服务,,270044258.8,270044258.8,资讯科技业,177,HK2209
2390.HK,知乎-W,11.840,4.594,媒体及娱乐,"双重主要上市中概股[HK],回港中概股[HK],知名公司[HK]",3548716436.48,3548716436.48,非必需性消费,177,HK2390
1811.HK,中广核新能源,2.050,4.592,公用事业,"核电[HK],核电核能[HK],绿色电力[HK]",8796189200.0,8796189200.0,公用事业,177,HK1811
0229.HK,利民实业,0.920,4.546,家庭电器及用品,"家用电器[HK],现代服务业[HK]",461218871.2,461218871.2,非必需性消费,177,HK0229
0772.HK,阅文集团,24.150,4.546,媒体及娱乐,"互联网出海[HK],新经济[HK],新经济概念[HK],独角兽[HK],知名公司[HK],腾讯概念[HK]",24714952469.55,24714952469.55,非必需性消费,177,HK0772
1205.HK,中信资源,0.460,4.546,一般金属及矿石,"中信系[HK],小金属[HK],红筹股[HK]",3614554488.54,3614554488.54,原材料业,177,HK1205
0991.HK,大唐发电,1.400,4.478,公用事业,"MSCI概念[HK],国企改革[HK],核电[HK],绿色电力[HK]",46795435700.383,8554869957.2,公用事业,177,HK0991
1451.HK,万成集团股份,0.940,4.444,工用支援,,188000000.0,188000000.0,工业,177,HK1451
8063.HK,环球大通集团,0.047,4.444,其他金融,互联网+[HK],24007306.109,24007306.109,金融业,178,HK8063
0619.HK,南华金融,0.165,4.430,其他金融,财产管理[HK],49710716.55,49710716.55,金融业,177,HK0619
0883.HK,中国海洋石油,17.960,4.419,石油及天然气,"天然气[HK],石油股[HK],红筹股[HK],页岩气[HK]",901335969755.07,800598681152.64,能源业,177,HK0883
1037.HK,云智汇科技,0.260,4.418,软件服务,"富士康概念[HK],电子信息[HK]",182401296.48,182401296.48,资讯科技业,177,HK1037
1996.HK,弘阳地产,0.071,4.412,地产,,237061758.0,237061758.0,地产建筑业,177,HK1996
1735.HK,中环新能源,6.190,4.385,建筑,,26146560000.0,26146560000.0,地产建筑业,177,HK1735
0709.HK,佐丹奴国际,2.150,4.369,纺织及服饰,"品牌服饰[HK],香港概念[HK]",3468935813.7,3468935813.7,非必需性消费,177,HK0709
0980.HK,联华超市,0.240,4.348,消费者主要零售商,"国企改革[HK],电子商务[HK],知名公司[HK],阿里巴巴概念[HK]",268704000.0,89424000.0,必需性消费,177,HK0980
1955.HK,庄臣控股,0.480,4.348,支援服务,,240000000.0,240000000.0,非必需性消费,177,HK1955
0029.HK,达力集团,8.020,4.291,地产,,1906383521.62,1906383521.62,地产建筑业,177,HK0029
0286.HK,爱帝宫,0.073,4.286,医疗保健设备和服务,"MSCI概念[HK],三胎[HK],健康产业[HK]",323756093.102,323756093.102,医疗保健业,177,HK0286
0551.HK,裕元集团,8.370,4.234,纺织及服饰,"体育[HK],台资企业[HK]",13493979962.82,13493979962.82,非必需性消费,177,HK0551
0926.HK,碧生源,3.210,4.221,农业产品,健康产业[HK],392472527.85,392472527.85,必需性消费,177,HK0926
1186.HK,中国铁建,4.940,4.219,建筑,"一带一路[HK],内地房地产[HK],国企改革[HK],基础建设[HK],高铁[HK]",117602783785.75,10256902240.0,地产建筑业,177,HK1186
2105.HK,来凯医药-B,7.410,4.219,药品及生物科技,次新股[HK],2890643593.5,2890643593.5,医疗保健业,177,HK2105
0916.HK,龙源电力,5.940,4.211,公用事业,"国企改革[HK],新经济[HK],碳中和[HK],绿色电力[HK],风电[HK]",130382922002.3,19839772260.0,公用事业,177,HK0916
1685.HK,博耳电力,0.198,4.211,工业工程,,153206262.0,153206262.0,工业,177,HK1685
1802.HK,文业集团,0.076,4.110,建筑,,45144000.0,45144000.0,地产建筑业,177,HK1802
2142.HK,和铂医药-B,1.520,4.110,药品及生物科技,生物医药B类[HK],1168011943.2,1168011943.2,医疗保健业,177,HK2142
1001.HK,沪港联合,0.255,4.082,一般金属及矿石,铁矿石[HK],163305650.325,163305650.325,原材料业,177,HK1001
2212.HK,高鹏矿业,0.255,4.082,一般金属及矿石,涉矿[HK],268581096.0,268581096.0,原材料业,177,HK2212
3322.HK,永嘉集团,0.128,4.065,纺织及服饰,"体育[HK],品牌服饰[HK]",164403200.0,164403200.0,非必需性消费,177,HK3322
0552.HK,中国通信服务,3.600,4.046,资讯科技器材,"5G[HK],国企改革[HK],数字经济[HK],数据中心[HK],新经济[HK],现代服务业[HK],电子信息[HK],电讯设备[HK]",24933666240.0,8609112864.0,资讯科技业,177,HK0552
8363.HK,SDM教育,0.129,4.032,支援服务,"健康产业[HK],教育服务[HK]",88545600.0,88545600.0,非必需性消费,178,HK8363
80883.HK,中国海洋石油-R,16.580,4.015,,,915018946570.51,739082746854.72,能源业,177,K80883
0151.HK,中国旺旺,4.420,4.000,食物饮品,"三胎[HK],台资企业[HK],知名公司[HK]",52208797496.7,52208797496.7,必需性消费,177,HK0151
0321.HK,德永佳集团,0.780,4.000,纺织及服饰,,1077722961.12,1077722961.12,非必需性消费,177,HK0321
1980.HK,天鸽互动,0.520,4.000,软件服务,"人工智能[HK],手机游戏[HK],电子商务[HK],知名公司[HK],网络游戏[HK]",641979084.24,641979084.24,资讯科技业,177,HK1980
2359.HK,药明康德,46.800,4.000,药品及生物科技,"CXO概念[HK],健康产业[HK],医疗器械[HK],医药股[HK]",164694095388.07,18115163820.0,医疗保健业,177,HK2359
8069.HK,飞道旅游科技,0.052,4.000,旅游及消闲设施,旅游及观光[HK],35390940.0,35390940.0,非必需性消费,178,HK8069
0563.HK,上实城市开发,0.395,3.947,地产,"红筹股[HK],香港房地产[HK]",1892635859.655,1892635859.655,地产建筑业,177,HK0563
1943.HK,银涛控股,0.790,3.947,建筑,,790000000.0,790000000.0,地产建筑业,177,HK1943
2600.HK,中国铝业,4.480,3.944,一般金属及矿石,"国企改革[HK],涉矿[HK],稀土永磁[HK],铁矿石[HK],铝[HK]",114631459280.81,17668967536.64,原材料业,177,HK2600
0288.HK,万洲国际,5.020,3.934,食物饮品,猪肉[HK],64407702141.0,64407702141.0,必需性消费,177,HK0288
2378.HK,保诚,77.950,3.933,保险,"保险[HK],外国公司[HK],知名公司[HK]",214336791622.3,214336791622.3,金融业,177,HK2378
0346.HK,延长石油国际,0.530,3.922,石油及天然气,"天然气[HK],石化股[HK],石油股[HK]",583054485.59,583054485.59,能源业,177,HK0346
1181.HK,唐宫中国,0.530,3.922,旅游及消闲设施,餐饮连锁[HK],570294575.0,570294575.0,非必需性消费,177,HK1181
6888.HK,英达公路再生科技,0.159,3.922,建筑,"基础建设[HK],节能环保[HK]",171561000.0,171561000.0,地产建筑业,177,HK6888
2309.HK,大象未来集团,4.250,3.912,旅游及消闲设施,体育[HK],3279129749.25,3279129749.25,非必需性消费,177,HK2309
1606.HK,国银金租,2.130,3.902,其他金融,,26928269400.0,5899235220.0,金融业,177,HK1606
0316.HK,东方海外国际,125.300,3.897,工用运输,"物流[HK],自由贸易港[HK],高股息概念[HK]",82744774114.1,82744774114.1,工业,177,HK0316
1101.HK,华荣能源,0.027,3.846,石油及天然气,天然气[HK],128803270.689,128803270.689,能源业,177,HK1101
1340.HK,惠生国际,0.054,3.846,农业产品,猪肉[HK],47565252.0,47565252.0,必需性消费,177,HK1340
1628.HK,禹洲集团,0.081,3.846,地产,"MSCI概念[HK],内地房地产[HK]",530056669.5,530056669.5,地产建筑业,177,HK1628
8040.HK,快意智能,0.540,3.846,建筑,,183600000.0,183600000.0,地产建筑业,178,HK8040
2381.HK,蚬壳电业,0.081,3.846,家庭电器及用品,家用电器[HK],162000000.0,162000000.0,非必需性消费,177,HK2381
0285.HK,比亚迪电子,29.750,3.839,资讯科技器材,"MSCI概念[HK],抗疫[HK],新IT概念[HK],新经济[HK],比亚迪概念[HK],烟草[HK],特斯拉[HK],电子信息[HK],电讯设备[HK],知名公司[HK],苹果概念[HK],锂电池[HK]",67032833875.0,67032833875.0,资讯科技业,177,HK0285
3983.HK,中海石油化学,2.460,3.798,原材料,"国企改革[HK],天然气[HK],海南板块[HK]",11340600000.0,4418160300.12,原材料业,177,HK3983
1347.HK,华虹半导体,16.980,3.790,半导体,"充电桩概念股[HK],新经济[HK],红筹股[HK],芯片替代[HK],集成电路[HK]",37395240388.881,22224505524.12,资讯科技业,177,HK1347
1937.HK,佳辰控股,0.275,3.774,建筑,,275000000.0,275000000.0,地产建筑业,177,HK1937
2376.HK,鲁商服务,1.930,3.763,地产,物业管理[HK],257346200.0,64346200.0,地产建筑业,177,HK2376
1716.HK,毛记葵涌,0.415,3.750,媒体及娱乐,,112050000.0,112050000.0,非必需性消费,177,HK1716
6826.HK,昊海生物科技,37.500,3.734,医疗保健设备和服务,"医美概念[HK],新经济[HK],生物医药[HK]",17146123410.535,1233566250.0,医疗保健业,177,HK6826
0574.HK,百信国际,0.056,3.704,药品及生物科技,生物医药[HK],82599602.848,82599602.848,医疗保健业,177,HK0574
3692.HK,翰森制药,14.000,3.704,药品及生物科技,肝炎概念[HK],83066900980.0,83066900980.0,医疗保健业,177,HK3692
2197.HK,三叶草生物-B,0.420,3.704,药品及生物科技,"抗疫[HK],生物医药B类[HK]",544716030.18,544716030.18,医疗保健业,177,HK2197
6078.HK,海吉亚医疗,28.050,3.697,医疗保健设备和服务,,17714253810.0,17714253810.0,医疗保健业,177,HK6078
0775.HK,长江生命科技,0.425,3.659,药品及生物科技,"健康产业[HK],长和系[HK]",4084705770.0,4084705770.0,医疗保健业,177,HK0775
1572.HK,中国艺术金融,0.170,3.659,其他金融,,285260000.0,285260000.0,金融业,177,HK1572
6600.HK,赛生药业,14.200,3.650,药品及生物科技,,8907612174.4,8907612174.4,医疗保健业,177,HK6600
0953.HK,邵氏兄弟控股,0.114,3.636,媒体及娱乐,体育[HK],161835540.0,161835540.0,非必需性消费,177,HK0953
8047.HK,中国海洋发展,0.057,3.636,工用支援,"移动互联网[HK],移动支付[HK]",403768402.203,403768402.203,工业,178,HK8047
1114.HK,华晨中国,4.570,3.628,汽车,"新经济[HK],新能源汽车[HK],汽车制造[HK],知名公司[HK],红筹股[HK]",23056881103.16,23056881103.16,非必需性消费,177,HK1114
0020.HK,商汤-W,0.860,3.615,软件服务,"AIGC概念[HK],元宇宙[HK],同股不同权[HK],数字经济[HK],数据中心[HK],阿里巴巴概念[HK]",28783275500.0,28783275500.0,资讯科技业,177,HK0020
0017.HK,新世界发展,8.930,3.596,地产,"蓝筹地产股[HK],连锁酒店[HK],香港房地产[HK],高股息概念[HK]",22473534217.03,22473534217.03,地产建筑业,177,HK0017
8368.HK,中国创意控股,0.870,3.571,媒体及娱乐,"影视娱乐[HK],文化传媒[HK]",502684015.53,502684015.53,非必需性消费,178,HK8368
8455.HK,礼建德集团,0.029,3.571,建筑,,23200000.0,23200000.0,地产建筑业,178,HK8455
8482.HK,万励达,0.029,3.571,工用运输,物流[HK],36187070.0,36187070.0,工业,178,HK8482
9982.HK,中原建业,0.290,3.571,建筑,,1121028938.12,1121028938.12,地产建筑业,177,HK9982
2392.HK,玄武云,2.040,3.553,软件服务,SaaS概念[HK],1143053820.0,1143053820.0,资讯科技业,177,HK2392
6698.HK,星空华文,6.730,3.539,媒体及娱乐,,2682161870.64,2682161870.64,非必需性消费,177,HK6698
0698.HK,通达集团,0.088,3.529,工业工程,"小米概念[HK],智能穿戴[HK],电子信息[HK],苹果概念[HK]",856733472.76,856733472.76,工业,177,HK0698
2602.HK,万物云,17.600,3.529,地产,物业管理[HK],20789778750.4,20789778750.4,地产建筑业,177,HK2602
0511.HK,电视广播,3.230,3.526,媒体及娱乐,"影视娱乐[HK],文化传媒[HK]",1415444140.0,1415444140.0,非必需性消费,177,HK0511
1626.HK,嘉耀控股,4.700,3.524,工用支援,海航系[HK],2820000000.0,2820000000.0,工业,177,HK1626
1245.HK,Niraku,0.295,3.509,旅游及消闲设施,博彩概念[HK],352775885.7,352775885.7,非必需性消费,177,HK1245
