证券代码,证券名称,流通市值,总市值,最新价,涨跌幅,振幅,成交额,换手率,市盈率,市净率,EPS,ROE,每股净资产,股息率,资产负债率,所属同花顺行业,三级行业,二级行业,一级行业,主营产品,投资逻辑,公司亮点,沪深指数,所属概念,异动值
601878.SH,浙商证券,425.44,425.44,10.97,10.03,6.52,15.5,3.75,24.26,1.62,0.452153033,6.61,6.789927357,1.19,80.573318231,非银金融-证券-证券Ⅲ,证券,非银金融,金融,A级券商,在资产管理、期货等业务具有较强竞争力的证券公司,在资产管理、期货等业务具有较强竞争力的证券公司,沪深300,"国企改革,共同富裕示范区,MSCI,期货,浙江国企改革",27.78331192647564
600520.SH,文一科技,29.72,29.72,18.76,10.03,11.2,3.11,10.79,520.73,8.34,0.009006522,0.4,2.248790833,-,36.2020189264,机械设备-专用设备-其他专用设备,设备,半导体,科技,模具,国内半导体封装塑封和LED封装点胶设备专业制造商,老牌半导体封测专业设备供应商，另有化学建材挤出模具、精密零部件制造业务,,"集成电路,先进封装,芯片,工业机器人,芯片封装测试,机器人",10.283020174184157
601086.SH,国芳集团,32.9,32.9,4.94,10.02,11.36,1.85,5.84,20.85,2.0,0.236874925,10.1,2.469176773,2.02,40.082977178,商贸零售-零售-百货零售,百货,零售,可选消费,区域性百货,在甘、青、宁区域内，公司处于优势地位,甘、青、宁三省区的区域性企拥有领先市场地位的百货零售企业,中证2000,"电子商务,网络直播,新零售",6.096406719166383
600066.SH,宇通客车,568.76,568.76,25.69,10.02,7.24,9.37,1.67,21.64,3.91,0.296780894,4.62,6.573622955,3.89,54.2530770147,交运设备-汽车整车-商用载客车,客车,汽车整车,汽车,客车,国内客车行业市场占有率第一，国际客车主流供应商之一,国内客车行业市场占有率第一，国际客车主流供应商之一,中证500,"校车,新能源汽车,世界杯,无人驾驶,汽车制造,新能源整车,冷链物流,LNG汽车,河南自贸区,MSCI,年报预增,中原经济区,燃料电池",16.111618668325303
601069.SH,西部黄金,82.63,111.48,12.08,10.02,7.1,3.24,3.95,86.79,2.52,0.034798232,0.73,4.785499054,0.48,31.9059526176,有色金属-贵金属-贵金属Ⅲ,黄金,贵金属,金融,黄金,西部知名的现代化黄金采选冶企业，十大矿产金生产企业,西部地区现代化黄金采选冶企业，产品以黄金、铬矿石、铁精粉为主,中证1000,"西部开发,电解锰,国企改革,地方国企改革,人民币贬值受益,黄金,小金属",7.541142204278199
600877.SH,电科芯片,114.42,146.96,12.41,10.02,8.78,2.22,2.0,190.46,6.09,0.016289907,0.8,2.03792231,-,16.6635219954,电子-半导体及元件-集成电路设计,模拟,半导体,科技,硅基模拟半导体芯片,硅基模拟半导体芯片技术处于国内领先水平,注入中国电科下属硅基模拟半导体芯片及其应用领域的优质资产,中证1000,"汽车芯片,两江新区,卫星导航,国企改革,星闪,央企国企改革,无线充电,长安汽车,芯片,汽车电子",4.877493298753621
002771.SZ,真视通,32.46,39.86,19.0,10.02,3.53,1.24,3.85,147.95,5.92,0.032105217,1.0,3.21198026,0.07,34.8812410281,计算机-计算机应用-IT服务,视听技术,计算机,科技,视讯系统,拥有信息系统集成一级资质的多媒体视讯解决方案商,拥有信息系统集成一级资质的多媒体视讯综合解决方案提供商,中证2000,"军工,华为,大数据,充电桩,工业互联网,军民融合,人工智能,数字经济,东数西算（算力）,算力租赁,时空大数据,信创,虚拟现实,物联网,在线教育,数据中心,智能医疗",3.47228594960952
002962.SZ,五方光电,30.57,42.79,14.61,10.02,7.53,2.92,9.83,50.03,2.32,0.073002923,1.16,6.310512951,1.37,12.803434904,电子-光学光电子-光学元件,光学电子,消费电子,科技,红外截止滤光片,红外截止滤光片行业排名第二的企业,国内红外截止滤光片龙头企业,中证2000,"元器件,共封装光学（CPO）,华为,安防,消费电子,人民币贬值受益,虚拟现实,小米,专精特新,TOF镜头,MR（混合现实）,汽车电子",8.283456248508733
601901.SH,方正证券,732.66,732.66,8.9,10.01,6.18,34.02,4.75,23.35,1.59,0.095274133,1.72,5.611473302,0.13,79.6134739778,非银金融-证券-证券Ⅲ,证券,非银金融,金融,C级券商,中国首批综合类证券公司,中国中部及西部净资本和股票基金交易总金额最大的证券公司,沪深300,"高校,互联网金融,互联网券商,期货,MSCI,融资租赁",56.475702837606136
002979.SZ,雷赛智能,41.67,59.48,19.23,10.01,5.55,2.92,7.08,27.24,4.32,0.176501101,4.05,4.456301966,1.56,40.661487238,机械设备-自动化设备-机器人,机器人,机械设备,机械,运动控制核心部件,智能装备运动控制领域的知名品牌和行业领军企业,智能装备运动控制领域的知名品牌和行业领军企业,中证1000,"华为,智能制造,富士康,小米,人形机器人,比亚迪,机器人,专精特新,工业4.0,宁德时代",7.748166534652003
600660.SH,福耀玻璃,986.07,1284.78,49.23,10.01,5.88,18.35,1.88,23.14,3.91,0.531786149,4.32,12.591677606,2.54,44.9476061805,交运设备-汽车零部件-汽车零部件Ⅲ,车身附件,汽车零部件,汽车,汽车玻璃,国内最具规模、出口量最大的汽车玻璃生产供应商,全球汽车玻璃行业市占率第一,沪深300,"特斯拉,玻璃,光伏玻璃,太阳能,特种玻璃,光伏,福建自贸区,蔚来汽车,央视财经50,证金持股,小鹏汽车,MSCI,同花顺漂亮100",29.317532878381552
000628.SZ,高新发展,96.88,177.69,50.44,10.01,8.62,16.05,17.02,128.77,8.33,0.097927633,1.63,6.054218018,0.05,82.2917090156,建筑装饰-建筑装饰-房屋建设,建筑工程,基建,建筑业,房屋建筑,公司建筑业在成都有一定竞争优，通过并购进入IGBT领域,成都高新区管委会旗下的建筑施工企业，拟并购算力企业华鲲振宇,中证2000,"新型城镇化,国企改革,华为,期货,IGBT,智慧政务,芯片,鸿蒙,东数西算（算力）,算力租赁,PPP,地方国企改革,四川国企改革,华为昇腾,年报预增,智慧城市,成渝特区",36.255918487596595
601136.SH,首创证券,104.24,591.77,21.65,10.01,7.62,20.33,20.23,67.17,4.68,0.080583891,1.76,4.62370839,0.85,71.5366335906,非银金融-证券-证券Ⅲ,证券,非银金融,金融,证券经纪、资产管理,北京国资委旗下，具有全牌照经营资质的证券公司,北京国资委旗下，具有全牌照经营资质,,"京津冀一体化,国企改革,地方国企改革,北京国企改革,北京自贸区,期货",45.33551164003725
601881.SH,中国银河,891.66,1346.02,12.31,10.01,7.24,24.8,2.87,17.08,1.34,0.720548693,7.52,9.203798882,1.83,80.3236212124,非银金融-证券-证券Ⅲ,证券,非银金融,金融,证券业务,国内分支机构最多的证券公司,国内分支机构最多的证券公司,沪深300,"北交所,国企改革,央企国企改革,互联网券商,北京自贸区,MSCI,同花顺中特估100",40.133686191606586
002253.SZ,川大智胜,25.96,28.27,12.53,10.01,7.46,2.79,10.96,-16.47,2.35,-0.760831014,-13.32,5.334549116,-,20.7180596411,计算机-计算机应用-软件开发,交通管理,计算机,科技,交通管理（空管）,空管信息化龙头企业之一,国内领先的空中交通和地面智能交通系统供应商,中证2000,"智能交通,军工,华为,军民融合,人工智能,智慧政务,通用航空,元宇宙,职业教育,低空经济,网络安全,成都天府新区,成飞,安防,信创,虚拟现实,全息手机,华为鲲鹏,华为昇腾,人脸识别,数据要素,云计算,车联网,智慧城市",8.194747360704902
605333.SH,沪光股份,117.62,117.62,26.93,10.01,9.93,1.36,1.18,29.18,7.16,0.230762386,6.32,3.76256904,-,72.4242230919,交运设备-汽车零部件-汽车零部件Ⅲ,汽车电子,汽车零部件,汽车,汽车电子线束,专注于高端下游品牌的汽车电子线束生厂商,被大众集团评为A级供应商，奥迪物流体系A级供应商,中证1000,"特斯拉,华为汽车,新能源汽车,理想汽车",2.969932589102666
600749.SH,西藏旅游,30.94,30.94,13.63,10.01,0.0,0.59,1.92,213.31,3.04,0.063897859,1.4413,4.48784217,-,33.7466008195,社会服务-景点及旅游-自然景点,旅游,旅游酒店,可选消费,西藏景点,西藏区内龙头旅游企业,西藏本土第一家上市企业,中证2000,"露营经济,文化传媒,旅游",1.6671349896317647
002155.SZ,湖南黄金,194.23,194.25,16.16,10.01,8.58,12.16,6.44,29.9,3.05,0.135105356,2.58,5.291471702,0.62,15.0174553211,有色金属-贵金属-贵金属Ⅲ,黄金,贵金属,金融,黄金,黄金产量湖南省第一，锑锭及氧化锑产量位居全国第二,黄金产量位居湖南省第一，锑锭及氧化锑产量位居全国第二,中证500,"国企改革,白银,人民币贬值受益,黄金,金属锑,稀有金属,小金属,钨,湖南国企改革,地方国企改革",24.445895556371863
601138.SH,工业富联,4841.72,4848.81,24.41,10.0,5.45,85.19,1.78,23.05,3.46,1.05921084,15.63,7.057537301,2.25,51.132170832,电子-消费电子-消费电子零部件及组装,电子代工,消费电子,科技,电子代工,全球电子代工龙头,依托于工业互联网的全球知名电子设备产品智能制造服务商,沪深300,"5G,液冷服务器,大数据,新能源汽车,工业机器人,智能制造,台湾,工业互联网,人工智能,芯片,工业4.0,算力租赁,机器人,郭台铭,富士康,虚拟现实,物联网,苹果,MSCI,云计算,同花顺漂亮100,智慧城市",113.13433290441715
003021.SZ,兆威机电,37.95,106.25,62.13,10.0,5.44,3.18,8.51,47.97,3.38,0.323794364,1.78,18.376091754,0.27,17.855919119,电力设备-电力设备-电机,电机,电气设备,电力设备,微型传动系统,掌握了四种主要的齿轮生产工艺，并实现规模化应用,国内少有、全球领先的微型传动系统制造商，曾获颁国家科学进步奖二等奖,中证1000,"5G,华为汽车,华为,新能源汽车,小米,充电桩,比亚迪,机器人,MR（混合现实）,减速器",8.591769833702738
603379.SH,三美股份,255.12,255.12,41.79,10.0,8.98,3.96,1.59,80.38,4.36,0.389911857,4.14,9.584645731,0.57,10.9363538381,基础化工-化学制品-氟化工,氟,新能源,化工,氟制冷剂(产品),浙江省制冷剂领先企业，氟化工产品知名供应商,浙江省制冷剂领先企业，主产氟碳化学品和无机氟产品等氟化工产品,中证500,"氢氟酸,锂电池,PVDF,制冷剂,集成电路,氟化工",7.620727246096952
001696.SZ,宗申动力,111.77,143.59,12.54,10.0,4.3,27.04,24.46,39.67,2.98,0.316137345,7.6,4.21389844,1.99,48.229510979,机械设备-通用设备-其他通用设备,摩托车,两轮车,汽车,通机产品,国内小型紧凑型动力产品制造龙头企业,摩托发动机、通机系列产品销量一直稳居国内市场前列,中证1000,"军工,农机,乡村振兴,新能源汽车,航空发动机,人民币贬值受益,小额贷款,汽车电商,军民融合,军用无人机,通用航空,两江新区,北交所,氢能源,东盟自贸区,储能,两轮车,机器人,专精特新,燃料电池,成渝特区,无人机",59.49197297557031
603110.SH,东方材料,34.11,34.11,16.95,9.99,12.65,3.1,9.46,327.39,4.93,0.012943308,0.38,3.436574621,0.88,15.6348695799,基础化工-化学制品-涂料油墨,印刷,包装印刷,可选消费,包装油墨,国内最早一批生产环保油墨的企业,国内最早一批生产环保油墨的企业,中证2000,"石墨烯,年报预增,数据中心,算力租赁",11.671362070694771
601995.SH,中金公司,991.37,1636.92,33.91,9.99,7.85,16.88,1.75,26.59,1.86,1.275285518,6.43,18.27193003,0.53,83.1977749093,非银金融-证券-证券Ⅲ,证券,非银金融,金融,AA级券商,中国首家中外合资投资银行,中国首家中外合资投资银行,沪深300,"北交所,同花顺中特估100,北京自贸区,MSCI,金融科技",26.879285812588304
603348.SH,文灿股份,74.44,74.44,28.19,9.99,4.6,0.96,1.3,29.99,2.31,0.23502844,1.91,12.219374588,0.53,59.2044939682,交运设备-汽车零部件-汽车零部件Ⅲ,一体化压铸,汽车零部件,汽车,汽车铝合金压铸件,主营汽车用铝合金压铸件,主营汽车用铝合金压铸件,中证1000,"特斯拉,华为汽车,蔚来汽车,新能源汽车,一体化压铸,比亚迪",2.2686362814927685
603220.SH,中贝通信,103.69,104.12,31.06,9.99,5.49,6.58,6.47,56.04,5.49,0.138571238,2.37,5.660139983,0.45,66.2411208054,通信-通信服务-通信服务Ⅲ,通信基建,通信,科技,通信网络建设服务,通信信息技术服务行业领先企业,从事通信网络技术服务的高新技术企业，业务以通信网络建设为主,中证2000,"智能交通,5G,共封装光学（CPO）,华为,锂电池,6G,充电桩,光伏,东数西算（算力）,算力租赁,雷达,F5G,储能,一带一路,云计算,数据中心,智慧城市",14.647987557195195
603327.SH,福蓉科技,104.5,104.5,15.42,9.99,10.63,4.31,4.3,41.33,5.21,0.093283992,3.12,2.959097992,2.59,38.9896923243,电子-消费电子-消费电子零部件及组装,电子结构件,消费电子,科技,结构件,消费电子铝制结构件领先企业,四川省消费电子产品铝制结构件材料的研发、生产及销售优质企业,中证2000,"5G,国企改革,华为,消费电子,新能源汽车,AI手机,地方国企改革,小米,三星,苹果",10.402090709998127
002339.SZ,积成电子,30.59,32.21,6.39,9.98,8.26,1.62,5.42,104.1,1.8,0.061384453,1.75,3.54464723,-,49.6325654469,电力设备-电力设备-电气自控设备,电控设备,电气设备,电力设备,电网自动化,最大的燃气自动化系统供应商之一,国内少数几家能够提供电力自动化整体解决方案的厂家之一，电网地调系统市占率居前,中证2000,"新型城镇化,能源互联网,华为,轨道交通,大数据,特高压,工业互联网,人工智能,养老,光伏,天然气,碳中和,地下管网,虚拟电厂,储能,高压快充,电力物联网,新能源汽车,充电桩,物联网应用层,3D打印,数字经济,电子信息,动力电池回收,风电,国产软件,网络安全,物联网,数字孪生,换电,机器人,云计算,智能电网",4.570658804187902
003029.SZ,吉大正元,40.86,46.84,23.91,9.98,11.82,5.54,13.97,-71.78,3.68,-0.083269693,-1.25,6.504630941,-,25.1219129894,计算机-计算机应用-软件开发,信息安全,计算机,科技,信息安全,国内知名密码厂商,中国领先的信息安全专业服务提供商,中证2000,"智能交通,军工,抖音,数字水印,华为,量子科技,数据安全,蚂蚁金服,长安汽车,工业互联网,无人驾驶,数字经济,芯片,智慧政务,鸿蒙,跨境支付（CIPS）,网络安全,数字货币,区块链,信创,中俄贸易,专精特新,车联网,电子身份证",18.376300948634206
603739.SH,蔚蓝生物,29.0,29.0,11.46,9.98,13.92,0.87,3.18,56.98,1.68,0.050282579,0.74,6.808603979,0.87,39.1693297715,基础化工-化学制品-食品及饲料添加剂,添加剂,食品,必需消费,酶制剂、微生态,生产、研发和销售酶制剂、微生物制剂的生物科技公司,国内较早进入微生态领域的企业,,"宠物经济,保健品,CRO,化肥,幽门螺杆菌,代糖,禽流感,动物疫苗",3.842689551071799
603079.SH,圣达生物,18.68,18.68,10.91,9.98,10.69,0.95,5.27,122.45,1.5,0.022273988,0.31,7.27488049,0.55,28.0887538553,基础化工-化学制品-食品及饲料添加剂,添加剂,食品,必需消费,生物素,全球生物素和叶酸的最大供应商,国内最早开始生物素、乳酸链球菌素等产品生产的企业之一,,"专精特新,维生素",3.2845206787788106
002161.SZ,远望谷,34.6,35.88,4.85,9.98,3.4,0.66,1.93,10.36,2.26,0.117046252,5.62,2.14197654,-,44.30739118,电子-其他电子-其他电子Ⅲ,通信模组,消费电子,科技,RFID解决方案、射频识别,国内RFID（射频识别技术）行业领军企业,"中国物联网产业的代表企业,领先的RFID技术、产品和系统解决方案供应商",中证2000,"电子标签,无人零售,食品安全,环球主题公园,芯片,电子车牌,物联网感知层,移动支付,铁路基建,烟草,智能终端,迪士尼,物联网,车联网,电子身份证,智慧城市",1.8134509836827177
